Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
BRCA_TCGA-AR-A5QQ	1.64E+00	3.33E-01	6.15E-01	1.00E+00	1.56E+00	0.00E+00	1.32E+00	1.29E+00	2.78E+00	1.80E+00	1.02E+00	7.81E-01
BRCA_TCGA-B6-A0I1	1.56E+00	0.00E+00	9.87E-01	2.00E-01	8.03E-01	0.00E+00	4.90E-01	1.28E+00	1.74E+00	2.08E+00	1.15E+00	0.00E+00
BRCA_TCGA-B6-A0IH	1.21E+00	0.00E+00	7.48E-01	8.44E-01	3.00E-01	1.00E-01	9.00E-01	5.97E-01	1.60E+00	1.46E+00	3.07E-01	3.42E-01
BRCA_TCGA-B6-A0RH	1.12E+00	5.47E-01	4.67E-01	0.00E+00	1.14E+00	0.00E+00	6.19E-01	2.00E-01	2.80E+00	1.10E+00	1.33E+00	1.15E+00
BRCA_TCGA-B6-A0RL	1.55E+00	4.07E-01	9.52E-01	1.13E+00	1.41E+00	2.69E-01	9.52E-01	5.93E-01	2.50E+00	8.60E-01	1.07E+00	6.84E-01
BRCA_TCGA-B6-A0RM	9.24E-01	5.12E-01	9.78E-01	1.27E+00	8.16E-01	0.00E+00	5.93E-01	1.44E+00	1.80E+00	1.49E+00	9.67E-01	0.00E+00
BRCA_TCGA-B6-A0RN	1.09E+00	3.06E-01	7.92E-01	9.52E-01	1.35E+00	5.58E-01	8.97E-01	5.58E-01	4.01E-01	1.06E+00	1.33E-01	3.96E-01
BRCA_TCGA-B6-A0RO	0.00E+00	0.00E+00	1.15E+00	4.76E-01	1.24E+00	3.89E-01	3.35E-01	8.36E-01	1.92E+00	6.96E-01	6.23E-01	3.35E-01
BRCA_TCGA-B6-A0RP	3.67E-01	0.00E+00	0.00E+00	8.09E-01	2.69E-01	0.00E+00	8.03E-01	8.83E-01	1.01E+00	1.03E+00	0.00E+00	0.00E+00
BRCA_TCGA-B6-A0RQ	1.11E+00	3.94E-01	7.37E-01	6.05E-01	2.13E-01	0.00E+00	8.82E-01	1.82E+00	2.63E+00	4.77E-01	1.55E+00	7.02E-01
BRCA_TCGA-B6-A0RT	6.70E-01	9.55E-01	8.16E-01	9.75E-01	3.00E-01	1.44E+00	7.12E-01	5.97E-01	1.20E+00	2.14E+00	1.05E+00	8.33E-01
BRCA_TCGA-B6-A0RU	1.16E+00	7.34E-01	1.12E+00	9.87E-01	1.17E+00	1.08E+00	1.53E+00	1.60E+00	6.18E-01	1.49E+00	1.19E+00	4.58E-01
BRCA_TCGA-B6-A0RV	8.56E-01	5.39E-01	8.62E-01	0.00E+00	0.00E+00	0.00E+00	5.62E-01	0.00E+00	9.55E-01	9.75E-01	1.83E+00	0.00E+00
BRCA_TCGA-B6-A0WS	5.96E-01	4.96E-01	0.00E+00	2.91E-01	5.04E-01	1.00E-01	1.03E+00	6.80E-01	7.46E-01	6.46E-01	4.82E-01	0.00E+00
BRCA_TCGA-B6-A0WT	1.16E+00	4.67E-01	7.75E-01	1.00E-01	0.00E+00	0.00E+00	7.27E-01	9.09E-01	2.00E-01	4.42E-01	0.00E+00	4.99E-01
BRCA_TCGA-B6-A0WV	6.84E-01	0.00E+00	1.10E+00	8.09E-01	1.27E+00	3.40E-01	1.16E+00	6.83E-01	1.84E+00	1.64E+00	7.18E-01	5.67E-01
BRCA_TCGA-B6-A0WW	1.25E+00	8.56E-01	8.36E-01	8.17E-01	1.00E-01	0.00E+00	7.77E-01	6.86E-01	1.57E+00	7.67E-01	7.89E-01	0.00E+00
BRCA_TCGA-B6-A0WX	8.44E-01	7.95E-01	6.74E-01	7.77E-01	1.10E+00	0.00E+00	9.57E-01	6.67E-01	5.54E-01	1.56E+00	5.54E-01	4.00E-01
BRCA_TCGA-B6-A0WY	1.04E+00	0.00E+00	4.33E-01	8.69E-01	7.64E-01	5.63E-01	5.82E-01	2.13E-01	2.67E-01	1.53E+00	8.88E-01	3.06E-01
BRCA_TCGA-B6-A0WZ	6.51E-01	6.36E-01	1.50E+00	8.23E-01	5.93E-01	0.00E+00	1.00E-01	0.00E+00	2.02E+00	9.00E-01	2.05E+00	3.35E-01
BRCA_TCGA-B6-A0X0	7.60E-01	3.14E-01	5.17E-01	0.00E+00	1.33E-01	3.59E-01	0.00E+00	1.19E+00	1.09E+00	1.19E+00	6.90E-01	2.00E-01
BRCA_TCGA-B6-A0X1	3.00E-01	5.00E-01	8.33E-01	5.93E-01	1.25E+00	6.11E-01	9.43E-01	1.89E+00	1.72E+00	2.30E+00	1.45E+00	4.07E-01
BRCA_TCGA-B6-A0X4	8.31E-01	7.34E-01	4.99E-01	0.00E+00	1.00E-01	0.00E+00	0.00E+00	6.96E-01	1.03E+00	1.02E+00	0.00E+00	1.33E-01
BRCA_TCGA-B6-A0X5	5.12E-01	1.30E+00	4.42E-01	3.67E-01	1.07E+00	5.42E-01	7.00E-01	9.33E-01	4.00E-01	1.31E+00	9.92E-01	0.00E+00
BRCA_TCGA-B6-A0X7	9.00E-01	0.00E+00	6.50E-01	5.93E-01	7.75E-01	5.26E-01	0.00E+00	4.52E-01	1.01E+00	6.57E-01	7.18E-01	0.00E+00
BRCA_TCGA-B6-A1KN	1.29E+00	1.55E+00	5.00E-01	8.88E-01	1.08E+00	1.16E+00	1.11E+00	7.06E-01	2.25E+00	2.25E+00	9.19E-01	3.42E-01
BRCA_TCGA-B6-A2IU	1.12E+00	0.00E+00	9.91E-01	9.12E-01	6.99E-01	0.00E+00	3.71E-01	7.46E-01	1.24E+00	8.09E-01	6.80E-01	2.21E-01
BRCA_TCGA-B6-A401	9.71E-01	0.00E+00	3.73E-01	8.49E-01	9.19E-01	0.00E+00	0.00E+00	6.46E-01	7.48E-01	1.29E+00	5.43E-01	4.94E-01
BRCA_TCGA-B6-A409	9.78E-01	0.00E+00	8.79E-01	8.00E-01	6.29E-01	7.89E-01	8.06E-01	2.14E+00	8.44E-01	1.81E+00	1.02E+00	2.91E-01
BRCA_TCGA-B6-A40B	1.05E+00	2.13E-01	3.48E-01	1.02E+00	7.34E-01	0.00E+00	3.07E-01	6.96E-01	1.98E+00	1.95E+00	1.70E+00	0.00E+00
BRCA_TCGA-B6-A40C	1.53E+00	2.49E-01	3.40E-01	8.59E-01	7.48E-01	7.46E-01	8.57E-01	6.71E-01	1.11E+00	1.56E+00	1.14E+00	0.00E+00
BRCA_TCGA-BH-A0AU	8.83E-01	0.00E+00	0.00E+00	1.19E+00	5.33E-01	9.07E-01	0.00E+00	4.00E-01	3.35E-01	8.72E-01	6.32E-01	3.79E-01
BRCA_TCGA-BH-A0AV	0.00E+00	8.47E-01	1.45E+00	7.63E-01	1.13E+00	2.00E-01	1.03E+00	1.36E+00	2.47E+00	2.13E+00	9.19E-01	1.52E+00
BRCA_TCGA-BH-A0AY	8.97E-01	6.00E-01	8.49E-01	9.78E-01	4.47E-01	8.16E-01	3.06E-01	4.99E-01	1.66E+00	1.22E+00	8.00E-01	0.00E+00
BRCA_TCGA-BH-A0AZ	3.94E-01	6.37E-01	8.72E-01	3.00E-01	1.03E+00	4.82E-01	0.00E+00	1.26E+00	9.09E-01	2.54E+00	2.05E+00	1.49E+00
BRCA_TCGA-BH-A0B0	4.07E-01	8.84E-01	2.06E+00	7.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.72E-01	1.54E+00	1.85E+00	1.33E-01
BRCA_TCGA-BH-A0B3	9.64E-01	4.16E-01	5.47E-01	4.00E-01	0.00E+00	5.58E-01	0.00E+00	4.00E-01	0.00E+00	8.27E-01	5.21E-01	0.00E+00
BRCA_TCGA-BH-A0B6	2.15E+00	2.00E+00	1.22E+01	2.36E+00	3.46E+00	3.40E-01	0.00E+00	2.89E+00	3.74E+00	1.92E+00	1.17E+01	5.39E-01
BRCA_TCGA-BH-A0B7	1.26E+00	0.00E+00	1.04E+00	6.32E-01	2.69E-01	0.00E+00	1.53E-01	3.00E-01	9.20E-01	6.96E-01	1.01E+00	9.78E-01
BRCA_TCGA-BH-A0B8	0.00E+00	6.05E-01	3.33E-01	6.18E-01	6.63E-01	0.00E+00	0.00E+00	5.00E-01	8.17E-01	4.53E-01	5.04E-01	2.00E-01
BRCA_TCGA-BH-A0BA	6.84E-01	5.54E-01	6.46E-01	8.00E-01	3.27E-01	4.00E-01	4.00E-01	5.39E-01	4.67E-01	1.20E+00	7.48E-01	0.00E+00
BRCA_TCGA-BH-A0BC	1.02E+00	4.16E-01	8.33E-01	8.33E-01	2.21E-01	0.00E+00	2.13E-01	3.35E-01	1.11E+00	7.89E-01	7.27E-01	0.00E+00
BRCA_TCGA-BH-A0BF	7.06E-01	0.00E+00	3.48E-01	8.43E-01	7.75E-01	4.48E-01	0.00E+00	7.81E-01	1.48E+00	1.03E+00	9.78E-01	1.33E-01
BRCA_TCGA-BH-A0BG	4.71E-01	0.00E+00	7.00E-01	5.26E-01	4.48E-01	7.92E-01	1.33E-01	1.07E+00	1.61E+00	2.31E+00	6.80E-01	0.00E+00
BRCA_TCGA-BH-A0BJ	5.16E-01	2.00E-01	3.65E-01	2.21E-01	7.00E-01	1.53E-01	5.81E-01	5.00E-01	8.59E-01	1.26E+00	0.00E+00	0.00E+00
BRCA_TCGA-BH-A0BL	1.39E+00	8.54E-01	1.41E+00	0.00E+00	0.00E+00	6.11E-01	5.59E-01	1.95E+00	9.78E-01	2.66E+00	6.32E-01	7.92E-01
BRCA_TCGA-BH-A0BM	2.00E-01	8.36E-01	0.00E+00	2.60E-01	4.23E-01	2.00E-01	3.14E-01	4.01E-01	8.59E-01	5.59E-01	4.53E-01	0.00E+00
BRCA_TCGA-BH-A0BO	9.45E-01	2.00E-01	4.16E-01	5.26E-01	1.23E+00	0.00E+00	7.16E-01	1.29E+00	1.94E+00	7.27E-01	7.63E-01	6.90E-01
BRCA_TCGA-BH-A0BP	2.11E+00	9.09E-01	1.90E+00	2.02E+00	1.74E+00	3.06E-01	7.34E-01	2.49E+00	2.28E+00	3.63E+00	2.05E+00	0.00E+00
BRCA_TCGA-BH-A0BQ	7.72E-01	5.67E-01	5.17E-01	4.99E-01	7.81E-01	4.16E-01	6.11E-01	3.07E-01	8.54E-01	1.09E+00	4.90E-01	0.00E+00
BRCA_TCGA-BH-A0BS	3.00E-01	0.00E+00	1.00E-01	3.00E-01	4.00E-01	0.00E+00	5.59E-01	1.04E+00	8.79E-01	7.18E-01	2.13E-01	7.77E-01
BRCA_TCGA-BH-A0BT	1.32E+00	5.86E-01	5.47E-01	8.95E-01	1.00E-01	0.00E+00	1.26E+00	9.33E-01	1.23E+00	1.08E+00	1.07E+00	0.00E+00
BRCA_TCGA-BH-A0BV	8.79E-01	0.00E+00	3.33E-01	4.00E-01	6.99E-01	0.00E+00	1.33E-01	3.48E-01	1.45E+00	5.58E-01	5.81E-01	0.00E+00
BRCA_TCGA-BH-A0BW	1.24E+00	1.00E-01	1.36E+00	8.36E-01	2.12E+00	1.11E+00	6.96E-01	2.58E+00	1.82E+00	2.55E+00	1.00E+00	1.25E+00
BRCA_TCGA-BH-A0BZ	0.00E+00	2.47E+00	1.39E+00	1.10E+00	2.77E+00	2.19E+00	1.45E+00	4.31E+00	2.19E+00	4.01E+00	3.07E+00	1.99E+00
BRCA_TCGA-BH-A0C0	5.86E-01	1.00E-01	9.94E-01	8.98E-01	1.42E+00	9.92E-01	4.99E-01	1.11E+00	3.96E-01	1.33E+00	6.40E-01	0.00E+00
BRCA_TCGA-BH-A0C1	1.41E+00	0.00E+00	4.16E-01	2.17E+00	1.76E+00	0.00E+00	4.99E-01	4.00E-01	2.24E+00	1.20E+00	1.12E+00	4.99E-01
BRCA_TCGA-BH-A0C3	4.47E-01	0.00E+00	3.59E-01	0.00E+00	3.06E-01	4.33E-01	6.51E-01	5.21E-01	9.22E-01	9.75E-01	0.00E+00	6.32E-01
BRCA_TCGA-BH-A0C7	1.03E+00	3.33E-01	8.20E-01	9.78E-01	8.03E-01	7.60E-01	8.19E-01	1.91E+00	2.26E+00	2.25E+00	7.75E-01	0.00E+00
BRCA_TCGA-BH-A0DD	1.41E+00	0.00E+00	8.16E-01	1.26E+00	1.00E-01	0.00E+00	5.96E-01	3.79E-01	9.91E-01	8.69E-01	9.87E-01	0.00E+00
BRCA_TCGA-BH-A0DE	1.00E-01	4.67E-01	5.78E-01	5.17E-01	3.06E-01	3.27E-01	6.67E-01	3.40E-01	1.33E+00	4.27E-01	5.00E-01	0.00E+00
BRCA_TCGA-BH-A0DG	3.06E-01	7.19E-01	9.43E-01	1.00E-01	1.15E+00	5.59E-01	7.00E-01	6.70E-01	1.69E+00	1.94E+00	9.43E-01	4.07E-01
BRCA_TCGA-BH-A0DH	1.51E+00	1.00E-01	1.17E+00	1.45E+00	7.89E-01	0.00E+00	0.00E+00	5.77E-01	1.79E+00	7.06E-01	1.33E+00	8.31E-01
BRCA_TCGA-BH-A0DI	8.70E-01	0.00E+00	3.07E-01	6.29E-01	0.00E+00	3.67E-01	8.00E-01	2.13E-01	4.67E-01	1.42E+00	2.11E+00	4.82E-01
BRCA_TCGA-BH-A0DK	1.05E+00	6.63E-01	3.00E-01	1.00E-01	2.13E-01	8.03E-01	6.53E-01	1.92E+00	1.11E+00	1.93E+00	1.38E+00	0.00E+00
BRCA_TCGA-BH-A0DL	1.30E+00	4.47E-01	6.40E-01	1.83E+00	8.36E-01	0.00E+00	9.69E-01	1.00E+00	1.51E+00	1.05E+00	1.53E+00	7.18E-01
BRCA_TCGA-BH-A0DO	2.91E-01	0.00E+00	6.29E-01	5.81E-01	1.03E+00	0.00E+00	2.98E-01	3.06E-01	7.48E-01	9.43E-01	4.48E-01	0.00E+00
BRCA_TCGA-BH-A0DP	0.00E+00	0.00E+00	4.96E-01	0.00E+00	0.00E+00	0.00E+00	5.63E-01	5.97E-01	9.20E-01	4.27E-01	6.11E-01	0.00E+00
BRCA_TCGA-BH-A0DQ	1.19E+00	0.00E+00	3.94E-01	1.29E+00	3.40E-01	8.31E-01	7.34E-01	6.67E-01	1.51E+00	8.46E-01	6.00E-01	0.00E+00
BRCA_TCGA-BH-A0DT	7.86E-01	3.35E-01	0.00E+00	5.42E-01	6.96E-01	0.00E+00	0.00E+00	1.00E-01	1.20E+00	6.90E-01	6.23E-01	2.21E-01
BRCA_TCGA-BH-A0DV	0.00E+00	0.00E+00	3.00E-01	1.33E-01	5.54E-01	0.00E+00	8.20E-01	1.01E+00	7.46E-01	9.55E-01	3.00E-01	7.77E-01
BRCA_TCGA-BH-A0DX	1.25E+00	2.00E-01	9.07E-01	1.08E+00	1.00E-01	0.00E+00	3.65E-01	9.00E-01	3.94E-01	1.84E+00	1.65E+00	0.00E+00
BRCA_TCGA-BH-A0DZ	1.16E+00	1.24E+00	2.34E+00	0.00E+00	8.54E-01	1.19E+00	0.00E+00	7.02E-01	1.27E+00	1.19E+00	3.08E+00	0.00E+00
BRCA_TCGA-BH-A0E0	6.80E-01	0.00E+00	6.63E-01	1.33E-01	0.00E+00	4.07E-01	0.00E+00	0.00E+00	9.91E-01	7.49E-01	3.00E-01	9.64E-01
BRCA_TCGA-BH-A0E1	8.03E-01	0.00E+00	5.78E-01	4.01E-01	3.96E-01	0.00E+00	6.11E-01	2.13E-01	6.16E-01	5.17E-01	8.06E-01	6.71E-01
BRCA_TCGA-BH-A0E9	5.77E-01	0.00E+00	2.21E-01	3.06E-01	6.80E-01	5.12E-01	0.00E+00	7.06E-01	8.43E-01	6.96E-01	6.11E-01	1.33E-01
BRCA_TCGA-BH-A0EA	1.26E+00	0.00E+00	6.33E-01	9.80E-01	6.37E-01	0.00E+00	4.67E-01	8.62E-01	8.72E-01	9.67E-01	6.84E-01	0.00E+00
BRCA_TCGA-BH-A0EI	1.22E+00	4.00E-01	2.67E-01	8.44E-01	3.35E-01	0.00E+00	8.17E-01	2.67E-01	9.00E-01	4.90E-01	0.00E+00	0.00E+00
BRCA_TCGA-BH-A0H3	7.57E-01	0.00E+00	0.00E+00	1.33E-01	1.00E-01	0.00E+00	0.00E+00	7.00E-01	1.28E+00	7.57E-01	3.89E-01	0.00E+00
BRCA_TCGA-BH-A0H5	7.06E-01	1.33E+00	1.65E+00	3.35E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.44E+00	8.54E-01	2.45E+00	0.00E+00
BRCA_TCGA-BH-A0H7	5.59E-01	1.80E-01	2.24E-01	1.00E-01	1.00E-01	4.23E-01	7.48E-01	3.06E-01	1.33E-01	4.53E-01	9.22E-01	0.00E+00
BRCA_TCGA-BH-A0H9	2.60E-01	0.00E+00	4.58E-01	7.81E-01	2.00E-01	0.00E+00	5.78E-01	2.13E-01	9.68E-01	8.43E-01	3.71E-01	4.67E-01
BRCA_TCGA-BH-A0HA	2.33E+00	0.00E+00	2.40E+00	3.88E+00	4.52E+00	7.90E-01	6.05E+00	5.74E+00	5.70E+00	1.60E+00	1.44E+00	1.83E+00
BRCA_TCGA-BH-A0HI	1.25E+00	7.42E-01	4.90E-01	1.53E-01	0.00E+00	0.00E+00	8.03E-01	4.01E-01	1.45E+00	1.14E+00	5.59E-01	0.00E+00
BRCA_TCGA-BH-A0HK	1.12E+00	0.00E+00	6.84E-01	9.78E-01	1.53E-01	0.00E+00	0.00E+00	0.00E+00	1.58E+00	6.16E-01	2.14E+00	0.00E+00
BRCA_TCGA-BH-A0HN	1.27E+00	0.00E+00	8.85E-01	0.00E+00	0.00E+00	4.48E-01	1.00E-01	4.90E-01	1.23E+00	9.69E-01	6.86E-01	0.00E+00
BRCA_TCGA-BH-A0HP	9.10E-01	1.62E+00	3.52E+00	6.05E-01	4.01E-01	1.09E+00	5.21E-01	1.18E+00	1.06E+00	0.00E+00	3.39E+00	0.00E+00
BRCA_TCGA-BH-A0RX	8.56E-01	0.00E+00	5.93E-01	4.33E-01	8.88E-01	0.00E+00	5.86E-01	8.59E-01	1.26E+00	9.09E-01	9.57E-01	1.00E-01
BRCA_TCGA-BH-A0W3	4.99E-01	3.48E-01	0.00E+00	0.00E+00	6.29E-01	0.00E+00	0.00E+00	8.57E-01	1.15E+00	1.19E+00	4.52E-01	0.00E+00
BRCA_TCGA-BH-A0W4	8.23E-01	6.67E-01	7.45E-01	2.13E-01	0.00E+00	0.00E+00	6.80E-01	3.40E-01	2.00E-01	8.75E-01	9.94E-01	6.01E-01
BRCA_TCGA-BH-A0W5	1.31E+00	4.22E-01	5.81E-01	2.00E-01	9.34E-01	4.07E-01	6.63E-01	4.16E-01	6.29E-01	9.75E-01	2.98E-01	0.00E+00
BRCA_TCGA-BH-A0W7	0.00E+00	1.31E+00	2.54E+00	6.29E-01	1.27E+00	5.17E-01	4.00E-01	9.21E-01	3.06E+00	1.89E+00	2.94E+00	0.00E+00
BRCA_TCGA-BH-A0WA	5.97E-01	8.06E-01	1.00E+00	3.27E-01	1.70E+00	6.18E-01	1.02E+00	1.44E+00	2.75E+00	1.47E+00	1.97E+00	0.00E+00
BRCA_TCGA-BH-A18F	1.43E+00	6.11E-01	2.28E+00	0.00E+00	6.96E-01	6.53E-01	1.00E-01	8.06E-01	2.17E+00	9.91E-01	1.82E+00	0.00E+00
BRCA_TCGA-BH-A18G	8.07E+00	1.99E+00	4.30E+00	9.55E+00	3.03E+01	4.21E+00	1.66E+01	4.66E+01	1.06E+01	3.26E+00	1.25E+00	2.39E+00
BRCA_TCGA-BH-A18H	5.17E-01	0.00E+00	7.89E-01	1.22E+00	1.22E+00	0.00E+00	1.25E+00	7.12E-01	1.68E+00	1.11E+00	9.87E-01	8.82E-01
BRCA_TCGA-BH-A18I	1.25E+00	0.00E+00	8.44E-01	1.18E+00	2.21E-01	0.00E+00	4.22E-01	0.00E+00	6.32E-01	9.98E-01	9.64E-01	0.00E+00
BRCA_TCGA-BH-A18J	6.96E-01	8.19E-01	6.19E-01	1.04E+00	8.88E-01	3.79E-01	5.59E-01	7.00E-01	3.27E-01	1.85E+00	1.53E+00	0.00E+00
BRCA_TCGA-BH-A18K	2.00E-01	2.13E-01	1.14E+00	7.12E-01	2.00E-01	0.00E+00	8.03E-01	5.54E-01	1.64E+00	1.36E+00	1.14E+00	4.47E-01
BRCA_TCGA-BH-A18L	2.03E+00	6.18E-01	6.15E-01	1.07E+00	1.11E+00	9.09E-01	8.44E-01	3.06E-01	1.41E+00	1.84E+00	7.49E-01	0.00E+00
BRCA_TCGA-BH-A18M	1.11E+00	0.00E+00	4.77E-01	3.48E-01	5.47E-01	0.00E+00	2.13E-01	2.13E-01	9.32E-01	2.13E-01	7.03E-01	7.75E-01
BRCA_TCGA-BH-A18N	1.43E+00	0.00E+00	3.35E-01	9.31E-01	3.33E-01	0.00E+00	1.14E+00	1.14E+00	1.33E-01	1.32E+00	4.67E-01	5.97E-01
BRCA_TCGA-BH-A18P	1.76E+00	4.00E-01	3.77E+00	8.88E-01	2.05E+00	7.57E-01	4.23E-01	8.85E-01	3.32E+00	1.77E+00	3.98E+00	0.00E+00
BRCA_TCGA-BH-A18Q	4.99E-01	3.96E-01	5.26E-01	5.73E-01	1.44E+00	1.19E+00	1.00E-01	2.49E+00	1.70E+00	3.41E+00	1.20E+00	8.03E-01
