Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
UCEC_TCGA-AX-A06H	4	136	53	19	58	94	8	2	19	63	0	1	17	7	0
UCEC_TCGA-AX-A06L	0	10	4	0	27	0	0	0	0	4	1	1	3	3	0
UCEC_TCGA-AX-A0IS	1	22	11	0	9	2	0	0	0	2	0	2	4	8	2
UCEC_TCGA-AX-A0IU	1	12	7	2	9	2	1	2	4	0	7	8	13	8	0
UCEC_TCGA-AX-A0J0	4944	161	73	2318	0	0	320	2219	325	208	0	0	0	165	220
UCEC_TCGA-AX-A1C4	4	244	91	38	82	299	103	4	39	171	10	12	61	2	15
UCEC_TCGA-AX-A1C5	0	527	121	67	253	223	38	0	20	154	0	0	6	8	8
UCEC_TCGA-AX-A1C7	0	0	8	9	16	0	0	0	0	4	1	0	7	11	4
UCEC_TCGA-AX-A1C8	6	13	0	2	1	7	0	0	13	2	8	17	26	0	0
UCEC_TCGA-AX-A1C9	0	621	164	101	469	73	0	0	0	132	0	0	3	0	5
UCEC_TCGA-AX-A1CA	3	24	7	1	16	0	1	5	0	4	2	73	8	10	1
UCEC_TCGA-AX-A1CC	0	4	0	0	1	2	0	1	2	0	9	3	0	6	0
UCEC_TCGA-AX-A1CE	788	2053	4149	603	4845	2538	2195	376	876	21	763	0	0	0	221
UCEC_TCGA-AX-A1CF	3	3	0	3	10	10	0	2	4	4	7	19	80	6	1
UCEC_TCGA-AX-A1CI	0	15	0	6	12	2	2	3	6	0	4	2	2	6	0
UCEC_TCGA-AX-A1CJ	3	35	0	0	1	9	0	0	1	2	10	3	12	7	0
UCEC_TCGA-AX-A1CK	0	21	3	5	13	1	0	0	1	0	10	2	7	14	2
UCEC_TCGA-AX-A1CN	0	5	6	4	3	0	0	0	0	8	9	1	7	4	0
UCEC_TCGA-AX-A1CP	0	9	3	2	5	0	0	0	0	9	0	2	2	5	0
UCEC_TCGA-AX-A2H2	4	13	9	15	9	0	1	4	2	12	22	137	48	30	2
UCEC_TCGA-AX-A2H4	4	21	2	6	0	8	7	0	9	8	0	149	58	4	4
UCEC_TCGA-AX-A2H5	1	4	12	0	1	0	0	1	0	0	5	12	20	0	1
UCEC_TCGA-AX-A2H7	3	11	17	6	22	0	0	0	0	15	31	7	13	8	0
UCEC_TCGA-AX-A2H8	0	10	6	4	4	3	0	0	5	0	1	4	21	14	2
UCEC_TCGA-AX-A2HA	0	567	218	85	365	329	166	0	120	222	0	0	59	22	16
UCEC_TCGA-AX-A2HC	10001	928	2092	3969	2348	0	3008	0	0	0	0	117	219	0	103
UCEC_TCGA-AX-A2HD	463	2362	3318	524	3258	1389	1219	61	0	267	1013	0	0	0	47
UCEC_TCGA-AX-A2HF	0	0	2	0	2	0	0	1	0	4	3	7	4	5	0
UCEC_TCGA-AX-A2HG	1	273	66	31	103	267	115	5	28	173	7	2	44	2	11
UCEC_TCGA-AX-A2HH	0	16	9	2	12	0	2	1	1	4	8	4	2	9	0
UCEC_TCGA-AX-A2HJ	6	180	92	24	31	352	94	11	939	562	30	2	8	8	19
UCEC_TCGA-AX-A2HK	1	8	5	10	0	7	3	0	0	8	2	6	20	20	1
UCEC_TCGA-AX-A2IN	8	120	77	24	55	156	63	13	57	86	12	0	38	18	2
UCEC_TCGA-AX-A2IO	9	15	9	36	0	4	0	0	0	1	0	485	34	28	1
UCEC_TCGA-AX-A3FS	2	206	80	25	59	273	66	2	15	216	2	6	25	23	10
UCEC_TCGA-AX-A3FT	1	590	146	72	250	255	220	0	43	181	0	0	33	3	42
UCEC_TCGA-AX-A3FV	1	9	4	5	11	3	6	6	12	13	0	14	55	1	7
UCEC_TCGA-AX-A3FW	2	13	13	3	13	0	0	0	4	1	2	0	5	17	1
UCEC_TCGA-AX-A3FX	2	8	2	6	0	1	0	3	5	4	14	5	29	13	1
UCEC_TCGA-AX-A3FZ	3	14	3	8	0	0	0	3	4	0	10	3	3	6	1
UCEC_TCGA-AX-A3G1	1	8	5	6	8	2	3	1	0	5	7	3	21	6	2
UCEC_TCGA-AX-A3G3	2	6	6	5	15	4	0	5	11	13	14	32	83	32	3
UCEC_TCGA-AX-A3G4	0	0	2	2	2	3	0	0	4	10	7	3	17	6	1
UCEC_TCGA-AX-A3G6	4	7	8	7	3	8	2	0	0	2	13	6	14	0	0
UCEC_TCGA-AX-A3G7	2	13	7	0	0	1	0	2	0	3	5	0	9	0	0
UCEC_TCGA-AX-A3G8	12	269	176	37	77	237	68	4	7	108	17	3	22	7	6
UCEC_TCGA-AX-A3G9	7	214	116	47	100	120	57	18	10	105	6	0	44	21	1
UCEC_TCGA-AX-A3GB	0	34	19	7	34	1	0	3	0	3	6	0	18	8	0
UCEC_TCGA-AX-A3GI	0	4	7	5	0	2	1	0	0	3	9	6	16	16	2
UCEC_TCGA-B5-A0JN	1	0	4	6	2	16	1	0	1	29	18	30	68	13	2
UCEC_TCGA-B5-A0JS	0	6	4	0	10	3	0	3	0	2	0	2	1	3	3
UCEC_TCGA-B5-A0JT	6	28	0	4	0	5	1	0	0	9	2	3	10	8	0
UCEC_TCGA-B5-A0JU	3	103	88	35	60	115	26	2	0	78	25	0	41	29	1
UCEC_TCGA-B5-A0JX	1	28	0	3	9	7	0	4	1	0	6	18	5	16	4
UCEC_TCGA-B5-A0JY	6582	270	406	3407	340	147	792	1315	427	58	50	0	0	195	183
UCEC_TCGA-B5-A0K8	3	8	2	4	6	0	0	0	3	0	6	19	14	2	0
UCEC_TCGA-B5-A0K9	7	225	108	34	125	122	44	2	58	124	8	12	38	9	11
UCEC_TCGA-B5-A0KB	0	9	0	0	15	3	0	0	1	0	0	1	20	6	0
UCEC_TCGA-B5-A11E	1721	1473	1725	1906	1212	895	1451	806	1205	0	960	0	0	0	223
UCEC_TCGA-B5-A11F	1	23	0	7	0	0	2	0	1	1	7	5	6	2	1
UCEC_TCGA-B5-A11G	6	57	74	3	0	5	0	11	194	205	35	7	56	0	29
UCEC_TCGA-B5-A11H	0	244	106	37	177	233	47	2	76	198	0	0	25	4	1
UCEC_TCGA-B5-A11I	5	8	9	4	0	5	2	3	1	4	4	6	0	21	0
UCEC_TCGA-B5-A11J	0	93	69	30	65	115	24	4	0	88	0	10	16	16	7
UCEC_TCGA-B5-A11L	3	41	12	10	6	0	0	8	4	6	12	4	26	22	1
UCEC_TCGA-B5-A11M	3	9	4	5	5	2	0	0	0	1	3	0	0	6	0
UCEC_TCGA-B5-A11N	966	80	127	835	27	0	16	515	3	24	0	0	0	106	10
UCEC_TCGA-B5-A11O	0	18	25	7	15	14	0	0	2	19	6	0	8	9	0
UCEC_TCGA-B5-A11P	0	11	8	2	8	7	0	1	1	2	10	6	6	11	0
UCEC_TCGA-B5-A11Q	1	14	6	2	1	6	0	0	0	0	2	3	0	12	4
UCEC_TCGA-B5-A11R	2	27	16	57	7	19	4	3	0	8	28	779	0	0	2
UCEC_TCGA-B5-A11S	0	11	7	5	2	2	2	0	0	3	10	0	15	3	0
UCEC_TCGA-B5-A11U	4	119	19	11	34	102	25	6	11	79	4	11	4	0	0
UCEC_TCGA-B5-A11V	0	10	3	7	22	0	0	3	0	5	2	1	4	16	1
UCEC_TCGA-B5-A11W	0	26	3	7	17	2	0	0	0	2	9	0	11	14	0
UCEC_TCGA-B5-A11X	0	18	1	7	5	7	0	0	5	0	2	3	0	25	2
UCEC_TCGA-B5-A11Y	0	588	212	68	323	66	0	0	1	190	0	0	0	0	5
UCEC_TCGA-B5-A11Z	0	23	5	2	20	0	0	1	0	0	4	6	8	8	0
UCEC_TCGA-B5-A121	3	5	4	5	1	0	0	5	0	2	6	2	6	3	0
UCEC_TCGA-B5-A1MR	3873	41	520	2200	216	28	391	2969	263	0	0	0	0	0	195
UCEC_TCGA-B5-A1MS	2	4	12	4	5	0	4	0	0	0	7	1	20	4	0
UCEC_TCGA-B5-A1MU	1	6	0	3	4	4	1	0	0	4	5	0	4	10	0
UCEC_TCGA-B5-A1MV	1	15	13	1	23	1	0	0	0	5	18	3	7	6	0
UCEC_TCGA-B5-A1MW	3	28	102	7	0	0	2	30	251	317	6	0	70	9	33
UCEC_TCGA-B5-A1MX	380	36	0	11	0	2283	3377	0	145	1287	1741	0	0	156	128
UCEC_TCGA-B5-A1MY	1	5	4	0	18	2	0	0	4	0	3	10	9	5	0
UCEC_TCGA-B5-A1MZ	1	13	0	8	25	2	0	0	0	1	6	4	15	0	0
UCEC_TCGA-B5-A1N2	7	2	8	6	18	6	3	0	7	3	13	25	87	5	2
UCEC_TCGA-B5-A3F9	0	16	28	4	15	0	0	1	0	6	1	4	8	11	0
UCEC_TCGA-B5-A3FA	1567	748	985	1912	1398	2000	1024	937	3725	1357	1538	0	0	0	421
UCEC_TCGA-B5-A3FB	3	21	3	3	9	3	1	0	1	1	13	4	6	8	0
UCEC_TCGA-B5-A3FC	445	4699	5643	566	5439	0	591	0	983	1039	2039	0	0	0	80
UCEC_TCGA-B5-A3FD	2	20	5	2	0	9	0	0	7	0	2	1	10	10	1
UCEC_TCGA-B5-A3FH	3	15	0	6	0	4	0	0	4	2	7	0	0	6	5
UCEC_TCGA-B5-A3S1	4	16	7	13	3	9	1	0	3	0	1	64	15	6	2
UCEC_TCGA-B5-A5OC	8	183	124	22	134	410	135	11	100	191	15	8	68	30	0
UCEC_TCGA-B5-A5OD	1	3	13	3	4	2	0	3	1	4	6	4	9	8	3
UCEC_TCGA-B5-A5OE	1	24	17	0	12	0	0	3	5	6	3	15	11	14	4
UCEC_TCGA-BG-A0M8	1	4	8	2	15	5	2	0	0	10	3	9	27	14	1
UCEC_TCGA-BG-A0MA	1	6	2	5	13	8	0	0	1	5	3	2	8	5	0
UCEC_TCGA-BG-A0MG	3	40	0	14	14	13	4	6	8	5	6	5	17	14	0
UCEC_TCGA-BG-A0MK	3	37	4	7	0	26	7	0	3	11	9	0	17	8	0
UCEC_TCGA-BG-A0MQ	1	135	29	20	87	157	18	0	76	106	11	0	49	16	7
UCEC_TCGA-BG-A0MU	2	13	7	5	7	0	0	0	5	2	15	0	13	14	0
UCEC_TCGA-BG-A0RY	0	10	1	6	16	9	0	0	0	7	1	8	5	6	1
UCEC_TCGA-BG-A0VV	0	18	0	3	11	1	0	2	0	1	1	0	14	8	1
UCEC_TCGA-BG-A0VW	7	129	45	29	25	146	38	0	4	67	22	5	26	18	12
UCEC_TCGA-BG-A0VX	67	24	47	57	26	1	14	0	20	0	0	1	0	13	0
UCEC_TCGA-BG-A0VZ	6	66	52	17	61	67	8	0	0	89	0	6	12	14	4
UCEC_TCGA-BG-A0W1	0	6	13	6	22	4	0	0	0	0	6	0	17	1	1
UCEC_TCGA-BG-A0W2	2	21	0	5	6	0	0	0	2	0	2	2	2	3	3
UCEC_TCGA-BG-A0YU	0	3	5	0	13	1	0	0	1	2	0	1	1	1	2
UCEC_TCGA-BG-A0YV	0	25	2	6	23	8	0	3	2	9	6	2	12	1	0
UCEC_TCGA-BG-A186	0	12	4	0	5	6	0	3	0	3	1	0	3	1	1
UCEC_TCGA-BG-A187	0	35	1	9	14	4	2	0	4	2	8	0	8	22	0
UCEC_TCGA-BG-A18A	3	18	0	2	23	2	0	0	0	1	9	1	15	4	1
UCEC_TCGA-BG-A18B	2	88	21	8	55	110	36	0	8	59	11	7	0	10	2
UCEC_TCGA-BG-A18C	3	16	0	0	5	0	0	0	6	3	6	5	10	2	4
UCEC_TCGA-BG-A220	7	212	124	24	81	232	63	12	9	144	39	2	48	6	0
UCEC_TCGA-BG-A221	0	396	150	69	313	164	8	0	180	438	0	2	0	0	6
UCEC_TCGA-BG-A222	0	254	696	121	318	1571	31	116	2178	446	821	118	410	0	0
UCEC_TCGA-BG-A2AE	0	27	1	2	0	5	0	0	3	6	2	6	18	8	6
UCEC_TCGA-BG-A2L7	1	216	80	36	79	130	45	10	29	84	8	3	32	13	0
UCEC_TCGA-BG-A3EW	9	93	85	24	22	103	51	10	56	106	13	4	21	28	3
UCEC_TCGA-BG-A3PP	5	5	6	4	14	0	3	2	0	0	5	2	18	10	0
UCEC_TCGA-BK-A0CA	0	19	2	10	19	2	0	0	0	5	4	0	14	0	0
UCEC_TCGA-BK-A0CB	1	20	7	1	0	0	4	0	4	0	15	0	7	18	0
UCEC_TCGA-BK-A0CC	1	6	7	5	1	9	2	0	1	3	5	14	12	7	5
UCEC_TCGA-BK-A139	8	31	8	10	0	0	8	12	2	11	27	10	56	24	5
UCEC_TCGA-BK-A13B	0	131	75	28	55	226	64	2	57	151	15	0	38	9	3
UCEC_TCGA-BK-A13C	0	16	0	4	14	0	2	0	1	2	3	0	3	12	0
UCEC_TCGA-BK-A26L	1	18	9	0	5	10	5	7	5	14	0	4	30	12	1
UCEC_TCGA-BK-A4ZD	0	9	7	5	31	0	0	5	3	5	8	0	33	5	3
UCEC_TCGA-BK-A56F	0	19	0	12	15	5	2	0	4	6	0	1	10	4	0
UCEC_TCGA-BK-A6W3	2771	99	196	1727	0	16	181	1487	91	16	0	0	0	310	12
UCEC_TCGA-BK-A6W4	4	9	1	2	7	0	0	0	1	4	0	1	2	1	1
UCEC_TCGA-BS-A0T9	1	19	1	3	9	8	1	0	0	0	4	0	17	8	0
UCEC_TCGA-BS-A0TA	10	77	91	20	17	96	66	0	65	99	0	6	10	11	9
UCEC_TCGA-BS-A0TC	947	29	48	408	71	10	20	205	3	0	0	0	0	131	0
UCEC_TCGA-BS-A0TD	1	6	3	4	5	2	0	0	2	6	3	1	8	5	1
UCEC_TCGA-BS-A0TE	8	54	50	2	0	70	38	7	24	32	39	23	44	21	0
UCEC_TCGA-BS-A0TG	0	10	4	4	16	0	0	0	0	6	1	3	4	6	0
UCEC_TCGA-BS-A0TI	5	4	0	3	2	5	5	0	10	11	13	0	40	10	4
UCEC_TCGA-BS-A0TJ	0	199	80	26	87	186	93	2	7	108	0	8	7	31	9
UCEC_TCGA-BS-A0U5	0	21	4	9	6	0	1	0	8	4	0	3	2	13	0
UCEC_TCGA-BS-A0U7	0	44	13	6	23	37	12	0	9	61	11	6	23	7	1
UCEC_TCGA-BS-A0U8	1	123	62	14	22	106	32	0	32	74	10	4	21	1	0
UCEC_TCGA-BS-A0U9	0	10	0	0	2	3	0	0	2	0	4	0	5	11	0
UCEC_TCGA-BS-A0UA	1	122	41	10	23	63	12	9	7	56	14	9	18	9	0
UCEC_TCGA-BS-A0UF	5323	147	234	2586	274	32	715	1703	208	0	0	0	0	425	182
UCEC_TCGA-BS-A0UJ	183	0	0	0	0	0	0	127	511	1209	55	0	42	27	170
UCEC_TCGA-BS-A0UL	0	164	43	16	71	81	15	3	4	62	0	0	25	0	2
UCEC_TCGA-BS-A0UT	1	9	0	0	9	0	0	0	2	5	1	4	7	4	0
UCEC_TCGA-BS-A0UV	5250	548	368	4010	524	83	450	890	311	237	192	0	0	321	41
UCEC_TCGA-BS-A0V4	0	80	49	13	59	92	18	0	6	59	9	1	15	21	0
UCEC_TCGA-BS-A0V6	1	15	13	3	2	0	0	0	1	3	8	5	12	11	0
UCEC_TCGA-BS-A0V7	1	16	10	1	4	3	2	5	2	0	8	2	8	6	0
UCEC_TCGA-BS-A0V8	1	14	9	6	0	3	1	0	1	17	0	15	21	14	1
UCEC_TCGA-BS-A0VI	3	77	52	16	43	55	21	1	31	51	17	0	12	14	2
UCEC_TCGA-BS-A0WQ	0	15	10	5	0	5	1	0	0	0	8	2	8	7	0
UCEC_TCGA-D1-A0ZN	0	7	0	8	5	0	0	0	1	6	7	2	7	10	2
UCEC_TCGA-D1-A0ZO	0	165	66	25	60	171	40	10	14	95	0	5	38	6	8
UCEC_TCGA-D1-A0ZP	2	5	3	2	9	0	0	3	0	3	1	3	4	10	0
UCEC_TCGA-D1-A0ZQ	3	22	14	6	12	0	0	0	0	1	10	3	12	17	2
UCEC_TCGA-D1-A0ZR	2	3	10	7	15	0	0	0	0	5	6	4	11	5	0
UCEC_TCGA-D1-A0ZS	0	109	51	17	61	86	21	2	4	99	3	0	15	5	0
UCEC_TCGA-D1-A0ZU	0	12	0	3	14	0	0	1	0	1	4	2	0	5	0
UCEC_TCGA-D1-A0ZV	3	12	0	2	12	4	0	0	1	2	7	3	5	0	0
UCEC_TCGA-D1-A0ZZ	0	8	9	5	9	0	0	0	0	4	0	15	14	17	0
UCEC_TCGA-D1-A101	4	105	74	25	78	132	35	0	0	103	0	10	15	9	1
UCEC_TCGA-D1-A102	0	20	0	2	19	2	0	0	1	0	6	0	5	7	0
UCEC_TCGA-D1-A103	1683	742	1779	1067	2474	601	740	460	154	138	521	0	0	67	63
UCEC_TCGA-D1-A15V	2	3	7	3	15	0	0	0	0	3	7	1	9	6	0
UCEC_TCGA-D1-A15W	1	21	7	8	11	0	0	0	4	3	4	2	5	20	0
UCEC_TCGA-D1-A15X	0	427	219	100	299	282	31	10	674	127	16	2	132	0	14
UCEC_TCGA-D1-A15Z	2	29	10	4	8	0	2	3	0	0	2	10	6	13	0
UCEC_TCGA-D1-A160	8	56	50	6	54	183	25	14	69	107	0	6	20	4	4
UCEC_TCGA-D1-A161	0	30	14	0	21	4	0	2	0	9	10	3	11	7	0
UCEC_TCGA-D1-A163	0	127	52	7	87	143	42	2	31	143	0	9	5	5	0
UCEC_TCGA-D1-A165	1	24	12	1	6	0	0	0	0	3	5	6	10	11	2
UCEC_TCGA-D1-A167	0	882	238	128	579	251	35	0	0	204	0	0	4	0	0
UCEC_TCGA-D1-A168	1	12	11	3	25	0	0	0	0	3	0	2	6	2	1
UCEC_TCGA-D1-A169	0	11	7	6	10	0	0	0	0	8	2	7	22	1	0
UCEC_TCGA-D1-A16B	3	12	10	4	0	0	0	2	4	1	3	4	9	8	0
UCEC_TCGA-D1-A16D	0	18	3	2	6	3	2	0	4	0	2	0	4	3	1
UCEC_TCGA-D1-A16E	1	18	11	5	7	0	0	0	2	5	8	2	15	0	2
UCEC_TCGA-D1-A16F	0	114	67	16	100	113	0	0	19	130	0	0	18	23	2
UCEC_TCGA-D1-A16G	0	14	2	5	1	4	0	1	0	5	5	8	0	6	1
UCEC_TCGA-D1-A16I	0	7	0	1	7	3	0	3	0	4	12	9	6	1	0
UCEC_TCGA-D1-A16J	7	12	6	35	34	3	0	16	2	0	26	172	0	3	0
UCEC_TCGA-D1-A16N	0	17	20	4	24	0	11	5	31	21	0	5	28	2	1
UCEC_TCGA-D1-A16O	0	11	5	2	0	7	2	0	4	0	1	1	4	4	0
UCEC_TCGA-D1-A16Q	0	7	6	1	5	3	0	0	1	0	0	7	7	4	0
UCEC_TCGA-D1-A16R	2	13	1	0	7	2	1	0	1	7	9	2	0	15	0
UCEC_TCGA-D1-A16S	0	8	3	1	0	1	0	0	1	5	15	16	5	17	0
UCEC_TCGA-D1-A16V	1	20	0	1	0	3	0	0	3	2	17	0	4	2	0
UCEC_TCGA-D1-A16X	1377	154	120	1162	81	21	50	615	61	46	0	0	0	127	3
UCEC_TCGA-D1-A16Y	357	63	113	552	8	0	14	269	78	0	0	0	0	26	36
UCEC_TCGA-D1-A174	0	291	92	44	164	170	53	0	17	82	0	0	22	3	4
UCEC_TCGA-D1-A176	1	118	41	19	64	116	26	1	26	57	0	5	25	23	4
UCEC_TCGA-D1-A177	7	178	180	23	26	144	70	0	33	167	0	12	23	19	1
UCEC_TCGA-D1-A17A	0	48	53	8	32	37	21	7	21	57	3	5	0	3	0
UCEC_TCGA-D1-A17B	0	98	39	16	78	26	13	6	0	44	0	4	22	6	2
UCEC_TCGA-D1-A17C	2	10	16	1	10	0	0	3	0	3	6	1	8	5	0
UCEC_TCGA-D1-A17D	4	113	61	16	48	128	78	1	4	66	10	15	35	12	0
UCEC_TCGA-D1-A17F	1	31	9	9	21	106	0	2	9	30	78	23	0	5	4
UCEC_TCGA-D1-A17H	0	146	70	34	60	190	52	2	54	114	28	6	22	11	0
UCEC_TCGA-D1-A17K	3	5	5	2	0	8	0	7	3	3	13	7	20	5	2
UCEC_TCGA-D1-A17L	1	26	8	8	0	3	0	1	0	0	4	7	3	21	0
UCEC_TCGA-D1-A17M	0	120	88	15	111	46	24	0	0	80	0	5	23	15	0
UCEC_TCGA-D1-A17N	3	6	1	4	4	4	2	0	1	0	3	2	2	4	0
UCEC_TCGA-D1-A17Q	3653	275	157	2390	150	54	335	745	261	277	5	0	0	158	89
UCEC_TCGA-D1-A17R	1	88	36	19	0	61	15	2	22	53	5	9	3	10	0
UCEC_TCGA-D1-A17S	0	12	5	3	17	3	0	2	0	4	2	1	7	1	0
UCEC_TCGA-D1-A17T	0	35	7	9	8	2	0	0	0	3	2	5	8	14	1
UCEC_TCGA-D1-A17U	0	107	35	23	44	102	28	0	9	88	6	4	21	11	6
UCEC_TCGA-D1-A1NS	5	75	50	8	35	85	16	3	9	69	8	2	27	15	0
UCEC_TCGA-D1-A1NU	0	10	2	2	8	7	3	0	8	5	0	19	25	16	3
UCEC_TCGA-D1-A1NX	3	12	4	0	4	0	0	0	0	7	3	1	9	8	0
UCEC_TCGA-D1-A1NY	1	134	133	17	47	139	51	0	40	126	4	9	26	18	3
UCEC_TCGA-D1-A1NZ	11	177	114	14	72	178	78	13	87	173	17	18	65	9	9
UCEC_TCGA-D1-A1O0	1	12	13	1	7	1	0	4	2	8	12	9	13	6	0
UCEC_TCGA-D1-A1O5	2	26	10	7	19	0	0	4	0	1	0	5	8	5	0
UCEC_TCGA-D1-A1O7	0	135	78	39	62	60	23	0	4	42	12	0	20	20	0
UCEC_TCGA-D1-A1O8	1	23	11	4	9	2	0	0	0	0	12	1	13	20	1
UCEC_TCGA-D1-A2G0	1	167	140	52	108	304	67	15	12	170	19	2	30	25	5
UCEC_TCGA-D1-A2G5	1	52	24	10	50	39	4	5	17	41	13	0	39	9	0
UCEC_TCGA-D1-A2G6	0	31	16	15	22	15	0	0	0	0	3	3	12	7	7
UCEC_TCGA-D1-A2G7	2	11	0	5	0	1	0	2	0	5	4	14	12	21	0
UCEC_TCGA-D1-A3DA	1	17	14	1	25	0	0	2	8	4	0	2	23	8	2
UCEC_TCGA-D1-A3DG	1	9	8	9	8	0	2	1	3	13	19	21	60	19	2
UCEC_TCGA-D1-A3DH	7	12	3	15	5	1	0	0	7	8	0	78	1	12	2
UCEC_TCGA-D1-A3JP	1	6	1	5	1	0	2	8	1	4	4	31	8	0	0
UCEC_TCGA-D1-A3JQ	4	3	6	1	4	3	0	0	0	4	6	8	2	6	2
UCEC_TCGA-DF-A2KN	183	314	0	0	0	1417	2648	0	241	1057	602	0	105	51	202
UCEC_TCGA-DF-A2KR	0	2	5	1	19	12	2	0	9	12	9	11	47	10	2
UCEC_TCGA-DF-A2KS	0	20	11	4	30	6	0	3	7	5	0	5	70	6	9
UCEC_TCGA-DF-A2KU	1842	1647	2144	1866	2031	2907	2369	640	329	0	2022	102	0	0	77
UCEC_TCGA-DF-A2KV	895	17	116	542	0	9	22	657	54	0	0	0	0	49	0
UCEC_TCGA-DF-A2KZ	2	170	110	21	91	162	53	9	38	102	28	0	23	12	11
UCEC_TCGA-DF-A2L0	0	14	3	0	1	2	0	1	4	0	3	7	20	9	4
UCEC_TCGA-DI-A0WH	4	101	67	28	23	129	51	10	129	137	41	0	52	6	0
UCEC_TCGA-DI-A1BU	46	0	630	115	0	1675	220	164	7911	837	810	216	423	0	75
UCEC_TCGA-DI-A1BY	0	20	13	3	21	0	0	0	3	1	14	0	6	3	0
UCEC_TCGA-DI-A1C3	3	8	9	7	3	0	0	0	1	4	4	5	10	0	0
UCEC_TCGA-DI-A1NN	1	11	6	7	6	2	1	0	0	10	2	11	10	3	0
UCEC_TCGA-DI-A1NO	14	13	0	2	6	16	25	0	7	0	8	36	131	74	19
UCEC_TCGA-DI-A2QT	5	6	0	3	0	3	3	0	2	0	1	5	2	5	0
UCEC_TCGA-DI-A2QU	0	11	6	7	23	5	0	6	2	4	2	6	13	5	0
UCEC_TCGA-DI-A2QY	4	12	4	3	8	9	6	0	2	8	12	12	50	19	2
UCEC_TCGA-E6-A1LX	7625	615	1450	5219	704	347	831	3730	996	54	0	0	0	0	353
UCEC_TCGA-E6-A1LZ	12	15	2	10	2	2	0	0	6	5	0	210	44	29	4
UCEC_TCGA-E6-A1M0	1407	19	153	706	0	0	62	683	0	0	0	0	0	110	0
UCEC_TCGA-E6-A2P8	3	132	82	22	70	168	10	25	47	162	1	7	48	0	7
UCEC_TCGA-E6-A2P9	3	217	140	32	161	265	60	38	45	164	3	3	72	42	10
UCEC_TCGA-E6-A8L9	0	9	1	1	3	9	1	0	6	3	0	0	36	4	0
UCEC_TCGA-EC-A1NJ	3	26	28	4	0	0	0	13	107	173	0	0	46	0	15
UCEC_TCGA-EC-A1QX	13	113	128	20	63	185	102	2	66	145	28	0	38	8	11
UCEC_TCGA-EC-A24G	0	619	162	55	419	220	45	0	60	152	0	0	27	0	4
UCEC_TCGA-EO-A1Y5	4	12	1	2	5	7	0	8	0	16	12	7	27	2	2
UCEC_TCGA-EO-A1Y7	2	18	3	3	18	2	0	0	1	1	3	1	12	9	2
UCEC_TCGA-EO-A1Y8	3	14	0	9	0	5	0	2	1	0	4	18	9	7	0
UCEC_TCGA-EO-A22R	4003	2176	3567	3612	1911	0	2961	1519	1600	184	0	0	0	0	1098
UCEC_TCGA-EO-A22S	0	200	63	30	111	170	14	12	18	193	0	2	31	21	0
UCEC_TCGA-EO-A22T	22	274	130	20	14	376	191	4	50	208	64	6	41	23	12
UCEC_TCGA-EO-A22U	2653	3748	3023	2875	3657	864	0	2085	916	677	4358	0	0	0	202
UCEC_TCGA-EO-A22X	6948	214	355	3771	10	23	599	3876	450	95	0	0	0	229	138
UCEC_TCGA-EO-A22Y	2	22	5	5	16	1	0	0	2	1	3	0	4	11	0
UCEC_TCGA-EO-A2CG	0	9	6	9	2	2	0	0	1	0	3	0	13	4	0
UCEC_TCGA-EO-A2CH	0	8	4	7	4	0	0	1	1	2	8	7	9	10	3
UCEC_TCGA-EO-A3AS	4	2	11	3	11	19	7	0	7	14	20	27	95	9	7
UCEC_TCGA-EO-A3AU	0	229	112	37	53	259	86	8	2	61	0	0	42	26	0
UCEC_TCGA-EO-A3AV	3029	46	177	1432	30	16	234	1965	91	0	0	0	0	200	71
UCEC_TCGA-EO-A3AY	3010	45	25	1027	51	13	341	1399	149	0	0	0	0	128	103
UCEC_TCGA-EO-A3AZ	0	479	126	91	434	152	0	0	0	118	0	0	10	0	3
UCEC_TCGA-EO-A3B0	8102	55	553	2974	265	271	873	5175	609	0	0	0	0	0	473
UCEC_TCGA-EO-A3B1	1	3	2	3	12	5	0	0	5	0	4	6	16	3	0
UCEC_TCGA-EO-A3KU	2	18	0	0	17	2	1	0	8	1	0	5	29	0	2
UCEC_TCGA-EO-A3KW	3	2	15	1	2	0	0	0	0	4	10	6	2	17	1
UCEC_TCGA-EO-A3KX	105	379	75	6	61	874	1643	0	293	612	303	0	178	36	188
UCEC_TCGA-EO-A3L0	3	32	3	9	18	1	0	0	0	6	12	0	17	11	0
UCEC_TCGA-EY-A1G7	3	37	0	3	22	8	1	1	12	0	9	6	12	6	2
UCEC_TCGA-EY-A1G8	1863	91	87	1089	52	22	100	831	75	31	0	0	0	174	29
UCEC_TCGA-EY-A1GC	0	21	0	0	0	12	2	3	0	0	9	1	16	0	0
UCEC_TCGA-EY-A1GD	493	60	120	388	0	0	26	575	141	0	0	0	0	0	83
UCEC_TCGA-EY-A1GE	0	17	0	4	9	0	0	4	0	6	1	4	10	3	0
UCEC_TCGA-EY-A1GF	3	73	35	22	58	90	35	0	14	101	6	0	25	29	0
UCEC_TCGA-EY-A1GH	1	35	4	3	15	0	1	0	0	9	5	2	5	5	0
