Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PMS1_boot.13	0.9999999999999973	0.883	0.572	57.2%	0.112	46.985%	0.36462	0.855
PMS1_boot.14	0.9999999999999992	0.951	0.466	46.6%	0.069	31.143%	0.32593	0.937
PMS1_boot.15	0.9999999999999993	0.909	0.568	56.8%	0.097	41.645%	0.37902	0.886
PMS1_boot.16	0.9999999999999996	0.896	0.61	61.0%	0.1	44.636%	0.36369	0.868
PMS1_boot.17	0.9999999999999993	0.917	0.534	53.4%	0.091	39.665%	0.36615	0.896
PMS1_boot.18	0.9999999999999993	0.882	0.641	64.1%	0.109	46.953%	0.43056	0.852
PMS1_boot.19	0.9999999999999993	0.919	0.527	52.7%	0.094	39.823%	0.35429	0.9
PMS1_boot.20	0.9999999999999992	0.915	0.557	55.7%	0.091	40.453%	0.36661	0.892
PMS1_boot.21	0.9999999999999993	0.933	0.543	54.3%	0.084	35.962%	0.36082	0.916
PMS1_boot.22	0.9999999999999993	0.928	0.561	56.1%	0.085	37.483%	0.36355	0.909
PMS1_boot.23	0.9999999999999996	0.9	0.584	58.4%	0.102	43.576%	0.37324	0.875
PMS1_boot.24	0.9999999999999992	0.905	0.581	58.1%	0.097	42.457%	0.37775	0.881
PMS1_boot.25	0.9999999999999996	0.855	0.634	63.4%	0.126	51.747%	0.42248	0.821
PMS1_boot.26	0.9999999999999993	0.896	0.591	59.1%	0.108	44.24%	0.37553	0.873
PMS1_boot.27	0.9999999999999993	0.918	0.515	51.5%	0.094	39.515%	0.33994	0.899
PMS1_boot.28	0.9999999999999993	0.911	0.551	55.1%	0.096	41.07%	0.33582	0.889
PMS1_boot.29	0.9999999999999994	0.894	0.614	61.4%	0.103	45.028%	0.4023	0.866
PMS1_boot.30	0.9999999999999964	0.932	0.496	49.6%	0.08	36.146%	0.30282	0.913
PMS1_boot.31	0.9999999999999966	0.934	0.496	49.6%	0.076	36.192%	0.36924	0.913
