Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P
UCEC_TCGA-AJ-A3BF	1	2	7	0	9	0	0	2	0	2	5	0	1	0	9	3
UCEC_TCGA-AJ-A3BG	0	332	768	148	194	151	0	104	0	90	64	0	0	5	0	0
UCEC_TCGA-AJ-A3BH	36	879	1316	186	96	691	2	457	86	92	138	120	11	1	0	0
UCEC_TCGA-AJ-A3BI	1	5	5	0	17	0	0	3	0	5	2	0	4	2	9	0
UCEC_TCGA-AJ-A3BK	3	8	25	2	5	3	0	2	0	4	13	8	3	0	13	2
UCEC_TCGA-AJ-A3EJ	1	5	25	11	0	5	2	0	0	0	5	7	2	0	24	2
UCEC_TCGA-AJ-A3EK	1376	949	852	673	539	1100	616	765	315	203	631	1466	604	5	0	85
UCEC_TCGA-AJ-A3EL	3426	1071	339	2723	548	125	2122	549	959	114	155	437	319	0	0	307
UCEC_TCGA-AJ-A3EM	3	12	5	1	0	0	0	0	5	10	8	3	2	1	34	1
UCEC_TCGA-AJ-A3I9	1	3	6	1	12	3	0	1	2	2	5	5	0	3	0	2
UCEC_TCGA-AJ-A3IA	4	14	0	3	0	20	15	11	14	26	34	36	0	59	109	21
UCEC_TCGA-AJ-A3NF	1	10	5	4	0	0	0	3	0	0	6	0	14	16	16	0
UCEC_TCGA-AJ-A3NG	0	9	32	3	27	0	1	0	0	4	19	5	6	3	11	0
UCEC_TCGA-AJ-A3OJ	0	157	420	72	110	142	3	122	15	103	43	0	9	8	0	2
UCEC_TCGA-AJ-A3OK	0	176	616	84	96	20	4	25	0	44	28	0	0	0	0	0
UCEC_TCGA-AJ-A3OL	0	34	104	19	21	72	0	15	8	53	21	0	0	4	10	2
UCEC_TCGA-AJ-A3QS	19	14	9	26	11	0	1	0	0	3	5	8	25	244	25	0
UCEC_TCGA-AJ-A3TW	4	6	13	10	13	2	0	1	0	8	7	3	2	100	11	2
UCEC_TCGA-AJ-A5DV	0	9	41	6	0	4	4	0	0	1	0	7	9	0	29	1
UCEC_TCGA-AJ-A5DW	2582	160	36	1069	154	0	1087	174	0	13	28	211	63	14	0	0
UCEC_TCGA-AJ-A6NU	1	3	3	8	5	0	3	0	1	1	10	0	6	3	17	0
UCEC_TCGA-AJ-A8CT	0	168	468	81	121	0	0	31	0	18	46	0	0	0	0	1
UCEC_TCGA-AJ-A8CV	4	38	52	9	50	41	0	10	0	45	34	0	4	0	0	7
UCEC_TCGA-AJ-A8CW	15	114	185	53	90	148	1	61	21	100	39	0	13	4	25	5
UCEC_TCGA-AP-A059	1590	1320	1222	710	15	2876	159	2598	180	0	800	4149	548	8	0	138
UCEC_TCGA-AP-A0LE	3	71	99	19	24	125	0	66	44	98	31	0	9	0	20	3
UCEC_TCGA-AP-A0LF	10	15	26	12	8	0	0	1	7	0	13	15	13	145	52	8
UCEC_TCGA-AP-A0LL	3	6	14	0	0	7	0	0	1	0	2	2	7	4	11	0
UCEC_TCGA-AP-A0LM	3413	2965	2114	3722	1900	253	545	1533	608	0	419	1145	965	0	0	172
UCEC_TCGA-AP-A0LP	0	27	76	18	55	71	3	22	0	40	15	0	5	3	9	0
UCEC_TCGA-AP-A0LQ	0	3	20	3	0	7	0	0	11	2	12	0	0	2	10	0
UCEC_TCGA-AP-A0LS	6	59	78	14	48	88	4	59	39	93	25	0	7	1	25	1
UCEC_TCGA-AP-A1DH	4	83	140	28	69	215	14	73	19	45	37	0	0	5	33	3
UCEC_TCGA-AP-A1DK	146	1453	159	132	1421	4857	0	2875	285	3995	3248	0	170	0	0	0
UCEC_TCGA-AP-A1DM	3	73	70	15	0	99	2	35	47	40	8	2	21	14	36	6
UCEC_TCGA-AP-A1DO	5	84	164	33	4	173	27	47	38	95	33	0	4	7	52	4
UCEC_TCGA-AP-A1DP	6	92	58	18	73	145	2	39	43	49	35	0	3	7	26	3
UCEC_TCGA-AP-A1DQ	0	8	3	2	0	0	1	0	0	0	7	0	0	5	13	0
UCEC_TCGA-AP-A1DR	20	158	206	45	66	200	1	102	0	103	54	0	0	0	37	4
UCEC_TCGA-AP-A1DV	5763	4184	762	3705	113	483	1520	1220	207	0	0	1584	1500	0	0	222
UCEC_TCGA-AP-A1E0	3444	286	113	1843	276	7	1775	281	0	5	0	306	0	5	0	19
UCEC_TCGA-AP-A1E1	5	106	108	50	68	150	10	57	21	97	28	0	7	9	38	9
UCEC_TCGA-AP-A1E3	1	2	13	4	10	0	2	2	0	0	15	0	1	3	7	0
UCEC_TCGA-AP-A1E4	2	3	5	3	3	6	0	0	1	2	2	0	3	1	8	0
UCEC_TCGA-AP-A5FX	0	5	6	1	15	0	0	0	0	2	8	3	10	0	6	0
UCEC_TCGA-AW-A1PO	0	2	2	6	12	7	4	1	0	6	16	1	0	13	30	1
UCEC_TCGA-AX-A06H	6	66	113	25	78	89	0	22	6	55	18	0	2	1	0	0
UCEC_TCGA-AX-A06L	1	5	19	0	0	1	0	0	3	2	4	12	0	2	4	0
UCEC_TCGA-AX-A0IS	1	12	17	1	14	1	0	0	0	3	0	2	1	2	8	1
UCEC_TCGA-AX-A0IU	1	7	12	3	6	2	2	1	3	0	10	3	1	9	16	0
UCEC_TCGA-AX-A0J0	4781	196	85	2002	281	0	2531	242	170	243	0	237	0	0	0	185
UCEC_TCGA-AX-A1C4	8	124	196	49	141	280	0	130	16	148	49	0	12	8	0	14
UCEC_TCGA-AX-A1C5	0	167	465	87	252	188	0	87	0	114	60	0	0	0	0	5
UCEC_TCGA-AX-A1C7	0	7	4	8	0	3	0	0	1	2	2	11	0	1	17	4
UCEC_TCGA-AX-A1C8	6	2	12	3	3	7	0	0	14	3	12	0	3	18	12	0
UCEC_TCGA-AX-A1C9	0	237	737	135	154	94	0	56	9	95	43	0	0	0	0	8
UCEC_TCGA-AX-A1CA	4	9	23	3	7	0	0	2	0	3	1	3	21	63	14	2
UCEC_TCGA-AX-A1CC	0	0	3	0	8	1	0	0	0	0	4	0	5	2	5	0
UCEC_TCGA-AX-A1CE	920	3936	2911	633	65	3128	334	1970	1428	0	539	2727	629	0	0	208
UCEC_TCGA-AX-A1CF	3	0	3	4	14	9	7	0	1	7	9	10	8	22	55	0
UCEC_TCGA-AX-A1CI	0	1	15	6	5	1	3	4	6	0	4	0	6	1	8	0
UCEC_TCGA-AX-A1CJ	2	1	23	2	26	4	0	0	0	3	11	0	2	3	6	0
UCEC_TCGA-AX-A1CK	1	4	20	5	15	0	0	0	0	0	13	1	0	3	16	1
UCEC_TCGA-AX-A1CN	0	7	7	4	0	0	0	0	0	8	8	0	3	1	9	0
UCEC_TCGA-AX-A1CP	0	4	11	3	0	0	0	0	0	7	3	0	0	3	6	0
UCEC_TCGA-AX-A2H2	4	10	13	16	4	0	6	1	2	9	25	3	26	129	58	2
UCEC_TCGA-AX-A2H4	4	6	11	10	18	3	0	7	6	6	22	3	0	151	29	4
UCEC_TCGA-AX-A2H5	1	16	3	0	0	0	0	0	0	0	4	0	9	11	12	1
UCEC_TCGA-AX-A2H7	4	17	20	7	0	0	0	0	2	11	30	9	5	9	19	0
UCEC_TCGA-AX-A2H8	0	7	9	4	4	3	1	0	6	0	4	0	0	5	29	2
UCEC_TCGA-AX-A2HA	2	279	583	111	225	326	0	247	115	173	62	0	15	0	15	16
UCEC_TCGA-AX-A2HC	9640	2373	1212	3366	0	0	825	2529	0	0	0	2034	684	0	0	122
UCEC_TCGA-AX-A2HD	538	3193	2511	578	754	1747	41	1035	104	126	1027	1850	385	0	0	32
UCEC_TCGA-AX-A2HF	0	2	2	0	0	0	3	0	0	2	4	0	0	7	8	0
UCEC_TCGA-AX-A2HG	6	99	218	44	177	232	0	139	0	143	56	4	0	2	0	8
UCEC_TCGA-AX-A2HH	1	10	18	2	7	0	0	4	0	2	6	0	7	2	11	0
UCEC_TCGA-AX-A2HJ	7	122	140	38	181	326	0	126	853	489	30	0	31	0	0	15
UCEC_TCGA-AX-A2HK	1	6	4	9	8	6	3	3	0	7	7	0	0	7	30	0
UCEC_TCGA-AX-A2IN	11	91	103	29	60	151	10	78	52	74	31	0	11	0	26	2
UCEC_TCGA-AX-A2IO	10	11	8	44	13	1	0	0	0	0	14	2	3	475	40	1
UCEC_TCGA-AX-A3FS	5	110	167	37	95	249	1	90	1	182	50	0	0	5	9	9
UCEC_TCGA-AX-A3FT	13	205	470	92	325	204	0	246	0	127	110	11	0	0	0	33
UCEC_TCGA-AX-A3FV	0	6	8	6	9	4	9	3	12	14	4	18	0	18	29	7
UCEC_TCGA-AX-A3FW	3	14	16	4	0	1	1	2	7	0	7	0	0	0	18	1
UCEC_TCGA-AX-A3FX	2	2	7	6	10	0	4	0	3	4	13	0	9	5	27	1
UCEC_TCGA-AX-A3FZ	3	3	6	7	21	0	2	0	0	0	9	0	2	3	2	0
UCEC_TCGA-AX-A3G1	1	7	10	6	0	2	3	4	0	4	10	1	4	4	20	2
UCEC_TCGA-AX-A3G3	2	5	10	5	12	3	5	0	12	15	7	12	28	29	82	4
UCEC_TCGA-AX-A3G4	0	2	2	2	0	4	0	0	6	8	10	1	0	4	17	1
UCEC_TCGA-AX-A3G6	5	9	7	7	0	9	0	2	2	2	14	0	3	7	7	0
UCEC_TCGA-AX-A3G7	1	8	6	1	12	0	2	0	0	3	7	0	0	1	1	0
UCEC_TCGA-AX-A3G8	15	190	202	47	146	214	0	88	0	81	60	0	0	3	0	4
UCEC_TCGA-AX-A3G9	11	134	184	55	120	113	14	75	0	86	46	10	3	4	11	0
UCEC_TCGA-AX-A3GB	1	24	47	9	0	5	5	0	4	0	17	2	0	0	19	0
UCEC_TCGA-AX-A3GI	0	7	1	5	3	3	0	0	0	2	12	4	0	7	26	1
UCEC_TCGA-B5-A0JN	1	6	0	8	0	17	3	0	3	26	27	9	1	34	55	1
UCEC_TCGA-B5-A0JS	0	4	8	1	0	3	3	0	1	2	2	2	1	2	5	3
UCEC_TCGA-B5-A0JT	5	0	18	4	26	0	0	2	0	7	4	0	2	1	7	0
UCEC_TCGA-B5-A0JU	6	99	101	38	20	122	3	42	3	63	47	0	11	1	49	1
UCEC_TCGA-B5-A0JX	1	0	25	4	19	4	4	2	0	0	11	0	0	18	11	3
UCEC_TCGA-B5-A0JY	6184	541	124	2838	462	118	1764	560	254	79	172	715	206	2	0	153
UCEC_TCGA-B5-A0K8	3	3	8	4	4	0	1	0	3	0	7	1	6	20	7	0
UCEC_TCGA-B5-A0K9	13	127	210	44	119	114	0	68	43	106	38	9	18	8	0	10
UCEC_TCGA-B5-A0KB	1	0	16	1	0	4	0	2	3	0	0	2	0	2	24	0
UCEC_TCGA-B5-A11E	1576	1595	999	1595	1744	880	731	1106	746	28	732	1193	496	0	0	156
UCEC_TCGA-B5-A11F	1	2	12	6	17	0	0	2	0	1	9	0	1	5	0	0
UCEC_TCGA-B5-A11G	6	77	42	9	83	8	4	1	174	183	39	0	21	3	3	29
UCEC_TCGA-B5-A11H	1	132	261	50	99	232	1	92	75	164	33	0	8	0	0	2
UCEC_TCGA-B5-A11I	4	7	2	4	19	3	3	1	0	3	5	1	0	6	14	0
UCEC_TCGA-B5-A11J	0	79	93	33	37	118	2	41	0	72	19	0	6	10	19	8
UCEC_TCGA-B5-A11L	3	15	30	10	28	0	8	0	0	6	19	0	2	6	28	0
UCEC_TCGA-B5-A11M	3	5	10	5	0	2	0	0	0	0	6	0	0	1	6	0
UCEC_TCGA-B5-A11N	953	140	70	730	68	0	576	16	0	19	25	18	88	0	0	6
UCEC_TCGA-B5-A11O	1	26	20	8	0	17	0	4	5	14	9	0	2	0	17	0
UCEC_TCGA-B5-A11P	0	7	11	3	7	7	1	0	0	2	10	4	2	6	13	0
UCEC_TCGA-B5-A11Q	1	6	7	3	12	4	0	0	0	0	3	0	0	3	9	3
UCEC_TCGA-B5-A11R	3	16	19	59	0	4	0	6	0	8	0	0	181	654	0	2
UCEC_TCGA-B5-A11S	0	8	11	6	3	2	0	2	0	2	15	0	0	0	11	0
UCEC_TCGA-B5-A11U	5	32	87	17	80	82	0	33	0	63	20	0	3	7	0	0
UCEC_TCGA-B5-A11V	2	3	21	7	0	1	3	0	2	3	0	0	7	0	24	1
UCEC_TCGA-B5-A11W	1	7	26	8	4	2	2	0	0	0	18	1	0	2	20	0
UCEC_TCGA-B5-A11X	0	2	14	6	11	5	0	0	2	0	3	0	2	3	26	1
UCEC_TCGA-B5-A11Y	0	257	577	95	235	61	0	42	0	138	43	0	0	0	0	5
UCEC_TCGA-B5-A11Z	1	7	24	3	10	0	0	0	0	0	7	6	2	6	11	0
UCEC_TCGA-B5-A121	3	4	4	4	3	0	5	0	0	2	5	1	4	2	5	0
UCEC_TCGA-B5-A1MR	3737	548	66	1870	0	113	2977	268	238	10	0	444	256	0	0	169
UCEC_TCGA-B5-A1MS	3	13	6	4	0	0	0	4	0	0	9	0	0	3	21	0
UCEC_TCGA-B5-A1MU	1	0	7	3	0	4	0	2	0	3	7	0	0	0	15	0
UCEC_TCGA-B5-A1MV	3	14	25	2	0	5	0	2	2	1	21	1	0	5	12	0
UCEC_TCGA-B5-A1MW	1	109	17	14	51	0	23	7	244	273	29	20	0	4	34	32
UCEC_TCGA-B5-A1MX	391	138	41	28	0	2156	0	3280	178	923	1805	348	0	0	149	107
UCEC_TCGA-B5-A1MY	1	4	10	1	4	3	0	0	4	0	5	9	0	10	10	0
UCEC_TCGA-B5-A1MZ	3	1	26	9	0	4	0	0	4	0	5	1	7	4	11	0
UCEC_TCGA-B5-A1N2	7	7	3	6	18	6	0	0	5	7	5	23	22	24	57	2
UCEC_TCGA-B5-A3F9	0	29	19	5	0	0	1	2	3	3	5	0	3	4	20	0
UCEC_TCGA-B5-A3FA	1397	991	559	1632	1169	1941	942	479	3165	1281	1539	2160	69	0	0	288
UCEC_TCGA-B5-A3FB	3	5	19	3	15	1	0	2	0	1	13	0	6	3	5	0
UCEC_TCGA-B5-A3FC	691	5539	5591	759	1115	681	37	994	1513	406	2396	1134	586	0	0	82
UCEC_TCGA-B5-A3FD	1	6	12	3	20	7	0	0	2	1	5	0	0	1	11	0
UCEC_TCGA-B5-A3FH	3	0	11	6	14	2	0	0	0	3	8	0	0	0	1	4
UCEC_TCGA-B5-A3S1	4	8	12	13	9	6	0	2	1	1	0	0	19	55	12	2
UCEC_TCGA-B5-A5OC	14	148	165	33	101	394	5	161	96	167	36	42	24	3	50	0
UCEC_TCGA-B5-A5OD	2	11	5	3	0	3	3	0	3	3	7	0	2	5	14	3
UCEC_TCGA-B5-A5OE	2	18	20	0	20	0	1	0	1	7	2	2	12	11	15	4
UCEC_TCGA-BG-A0M8	1	8	11	3	0	7	1	4	1	9	4	2	3	10	35	2
UCEC_TCGA-BG-A0MA	1	3	10	5	0	9	0	0	2	4	5	5	0	3	12	0
UCEC_TCGA-BG-A0MG	4	3	33	14	24	10	5	7	3	4	13	0	3	6	20	0
UCEC_TCGA-BG-A0MK	2	7	18	8	38	19	0	8	0	10	13	0	0	0	9	0
UCEC_TCGA-BG-A0MQ	5	48	129	28	68	150	0	37	69	92	37	9	3	0	31	6
UCEC_TCGA-BG-A0MU	3	7	15	5	9	0	0	0	3	1	17	0	1	0	22	0
UCEC_TCGA-BG-A0RY	0	3	15	6	0	11	0	0	0	6	3	2	2	8	13	1
UCEC_TCGA-BG-A0VV	0	1	20	4	5	1	3	2	0	0	6	0	0	1	16	1
UCEC_TCGA-BG-A0VW	8	59	91	33	81	128	0	46	0	55	47	0	0	7	9	9
UCEC_TCGA-BG-A0VX	65	44	24	50	26	6	8	15	17	0	2	6	1	3	3	0
UCEC_TCGA-BG-A0VZ	9	60	81	21	0	71	0	24	7	70	17	0	0	9	28	5
UCEC_TCGA-BG-A0W1	0	13	18	6	0	9	0	0	2	0	3	0	8	0	15	2
UCEC_TCGA-BG-A0W2	2	0	19	5	12	0	0	0	0	0	5	0	0	2	1	2
UCEC_TCGA-BG-A0YU	0	5	9	1	0	2	0	0	2	1	0	2	3	0	3	2
UCEC_TCGA-BG-A0YV	1	6	33	7	0	9	4	4	5	6	11	0	3	4	6	0
UCEC_TCGA-BG-A186	0	5	11	1	3	6	2	0	0	2	4	0	0	1	3	1
UCEC_TCGA-BG-A187	1	4	30	9	21	1	0	4	0	1	14	0	0	1	23	0
UCEC_TCGA-BG-A18A	4	0	26	4	7	4	0	0	0	2	11	5	1	2	12	1
UCEC_TCGA-BG-A18B	5	35	84	13	25	105	0	46	8	47	32	5	0	7	3	2
UCEC_TCGA-BG-A18C	3	0	15	0	12	0	0	0	3	3	10	0	0	6	4	4
UCEC_TCGA-BG-A220	11	148	178	35	92	223	6	86	3	123	71	0	20	0	7	0
UCEC_TCGA-BG-A221	4	196	458	92	108	171	0	80	189	360	45	0	7	7	0	9
UCEC_TCGA-BG-A222	15	569	270	112	763	1568	0	158	2054	542	392	0	637	0	0	0
UCEC_TCGA-BG-A2AE	0	3	18	4	20	1	0	0	0	5	9	0	0	6	12	6
UCEC_TCGA-BG-A2L7	5	96	173	43	156	113	1	61	0	70	42	0	2	4	0	0
UCEC_TCGA-BG-A3EW	9	89	63	27	81	97	6	55	38	90	31	12	0	6	22	2
UCEC_TCGA-BG-A3PP	6	6	9	4	0	2	3	3	2	0	6	7	2	3	21	0
UCEC_TCGA-BK-A0CA	1	4	29	11	3	3	0	0	0	4	10	2	2	0	6	0
UCEC_TCGA-BK-A0CB	1	7	11	1	21	0	0	4	0	0	14	0	1	1	16	0
UCEC_TCGA-BK-A0CC	1	7	3	5	9	9	0	2	0	2	6	0	2	15	12	5
UCEC_TCGA-BK-A139	7	10	20	10	31	0	12	8	0	10	31	0	9	12	48	4
UCEC_TCGA-BK-A13B	3	90	116	34	64	214	0	86	50	131	34	0	15	0	14	3
UCEC_TCGA-BK-A13C	1	0	18	4	7	0	0	3	1	2	4	3	1	0	13	0
UCEC_TCGA-BK-A26L	1	12	14	2	13	10	7	5	2	13	3	3	2	5	28	1
UCEC_TCGA-BK-A4ZD	1	8	24	5	0	4	6	2	9	2	9	3	5	1	32	3
UCEC_TCGA-BK-A56F	0	2	21	12	7	5	0	2	4	5	4	7	0	2	7	0
UCEC_TCGA-BK-A6W3	2718	231	32	1507	269	21	1648	127	0	57	20	178	80	18	0	0
UCEC_TCGA-BK-A6W4	4	3	10	3	0	0	0	0	2	3	3	0	0	1	3	1
UCEC_TCGA-BS-A0T9	1	3	16	4	12	6	0	2	0	0	8	2	0	0	17	0
UCEC_TCGA-BS-A0TA	11	96	58	23	39	95	0	74	62	81	14	0	1	6	9	8
UCEC_TCGA-BS-A0TC	939	62	53	358	38	17	302	21	0	0	0	35	0	4	43	0
UCEC_TCGA-BS-A0TD	2	4	8	4	1	2	0	0	3	5	5	0	1	1	10	1
UCEC_TCGA-BS-A0TE	7	51	30	5	61	64	1	41	11	32	33	0	29	16	31	0
UCEC_TCGA-BS-A0TG	0	5	19	5	0	0	0	0	1	4	3	0	2	4	11	0
UCEC_TCGA-BS-A0TI	4	0	0	4	14	4	0	0	6	13	16	18	0	0	30	3
UCEC_TCGA-BS-A0TJ	3	105	178	36	78	176	1	115	1	89	26	0	3	7	17	8
UCEC_TCGA-BS-A0U5	0	5	16	9	10	0	0	2	6	3	4	0	0	4	12	0
UCEC_TCGA-BS-A0U7	1	20	44	9	15	33	0	19	8	53	15	0	14	2	19	1
UCEC_TCGA-BS-A0U8	1	67	87	19	102	89	0	40	5	63	19	0	10	0	0	0
UCEC_TCGA-BS-A0U9	0	0	8	1	8	1	0	0	0	0	2	0	4	0	13	0
UCEC_TCGA-BS-A0UA	2	49	87	15	86	48	1	19	0	45	28	0	7	7	0	0
UCEC_TCGA-BS-A0UF	5125	330	78	2203	468	22	2038	531	42	21	27	636	109	39	0	160
UCEC_TCGA-BS-A0UJ	178	9	29	16	31	0	123	0	472	1080	146	46	0	0	31	163
UCEC_TCGA-BS-A0UL	2	59	147	24	83	72	1	31	0	50	15	0	0	0	0	2
UCEC_TCGA-BS-A0UT	1	0	9	1	8	0	0	0	0	6	0	4	5	3	5	0
UCEC_TCGA-BS-A0UV	5007	480	500	3384	561	46	1285	384	171	210	167	395	603	0	0	32
UCEC_TCGA-BS-A0V4	3	57	79	17	26	94	0	29	8	48	28	6	0	3	24	0
UCEC_TCGA-BS-A0V6	1	13	10	3	11	0	0	0	0	3	7	0	7	3	16	0
UCEC_TCGA-BS-A0V7	1	10	11	2	15	3	4	2	0	0	9	1	2	2	6	0
UCEC_TCGA-BS-A0V8	1	12	10	6	6	3	0	1	0	14	7	0	0	15	27	1
UCEC_TCGA-BS-A0VI	5	54	67	19	69	50	0	28	16	44	22	9	7	0	4	1
UCEC_TCGA-BS-A0WQ	0	9	5	5	17	3	0	0	0	0	10	2	0	2	8	0
UCEC_TCGA-D1-A0ZN	0	0	9	7	4	0	0	0	0	6	7	0	2	2	16	2
UCEC_TCGA-D1-A0ZO	2	84	133	33	98	158	5	57	0	82	31	0	2	6	4	8
UCEC_TCGA-D1-A0ZP	3	4	9	2	0	1	3	0	0	2	2	0	1	3	15	0
UCEC_TCGA-D1-A0ZQ	4	16	22	7	6	0	0	0	0	0	13	0	4	3	25	2
UCEC_TCGA-D1-A0ZR	3	10	10	6	0	2	0	0	0	5	3	3	8	3	15	0
UCEC_TCGA-D1-A0ZS	0	64	104	23	48	83	0	37	0	79	28	0	0	1	5	1
UCEC_TCGA-D1-A0ZU	0	0	19	4	0	2	1	0	0	1	5	0	2	3	5	0
UCEC_TCGA-D1-A0ZV	4	0	17	2	9	3	0	2	0	2	4	0	7	1	0	0
UCEC_TCGA-D1-A0ZZ	0	10	10	5	0	0	1	1	0	3	3	2	1	16	29	0
UCEC_TCGA-D1-A101	8	88	104	30	32	134	0	51	0	84	27	8	0	11	12	2
UCEC_TCGA-D1-A102	1	1	17	2	14	1	0	0	0	0	8	9	1	1	7	0
UCEC_TCGA-D1-A103	1690	1685	1288	947	21	921	536	599	429	19	381	1494	412	0	0	67
UCEC_TCGA-D1-A15V	3	7	10	3	0	0	0	1	3	1	5	4	5	0	14	0
UCEC_TCGA-D1-A15W	1	8	18	8	15	0	1	2	1	3	6	0	1	3	19	0
UCEC_TCGA-D1-A15X	6	244	425	113	268	296	0	90	665	119	50	0	45	0	0	12
UCEC_TCGA-D1-A15Z	2	11	21	4	19	0	1	1	0	0	3	3	5	7	12	0
UCEC_TCGA-D1-A160	10	59	62	10	8	181	9	42	77	95	3	7	21	0	17	5
UCEC_TCGA-D1-A161	0	15	29	1	24	3	0	1	0	7	10	5	8	1	7	0
UCEC_TCGA-D1-A163	4	70	133	16	39	139	0	66	32	116	23	0	5	7	3	0
UCEC_TCGA-D1-A165	1	14	23	2	7	0	0	0	0	2	11	0	0	6	14	1
UCEC_TCGA-D1-A167	0	334	940	169	246	255	0	145	0	134	98	0	0	0	0	0
UCEC_TCGA-D1-A168	3	12	24	3	0	2	0	1	0	2	0	2	5	2	9	1
UCEC_TCGA-D1-A169	0	9	15	7	0	0	0	2	3	6	5	1	4	8	14	0
UCEC_TCGA-D1-A16B	3	9	6	4	12	0	1	0	0	2	3	3	2	4	11	0
UCEC_TCGA-D1-A16D	0	4	13	3	12	2	0	3	1	0	4	0	0	1	4	1
UCEC_TCGA-D1-A16E	1	12	16	5	11	0	0	0	1	5	6	0	11	0	6	2
UCEC_TCGA-D1-A16F	4	79	130	24	37	116	0	24	23	107	21	0	0	0	34	3
UCEC_TCGA-D1-A16G	0	3	8	4	9	2	0	0	0	5	0	0	12	3	5	1
UCEC_TCGA-D1-A16I	0	0	11	2	0	3	3	0	0	5	10	0	7	8	4	0
UCEC_TCGA-D1-A16J	9	4	27	33	0	3	2	2	5	0	0	2	76	143	8	2
UCEC_TCGA-D1-A16N	1	23	26	5	0	0	5	15	39	15	5	3	1	7	22	2
UCEC_TCGA-D1-A16O	0	4	5	2	20	4	0	2	0	0	0	0	1	1	2	0
UCEC_TCGA-D1-A16Q	0	7	7	2	0	4	0	0	2	0	1	1	0	8	8	1
UCEC_TCGA-D1-A16R	3	3	13	0	3	1	0	2	0	5	10	0	0	2	18	0
UCEC_TCGA-D1-A16S	0	3	3	2	13	0	1	0	0	4	16	0	0	15	15	0
UCEC_TCGA-D1-A16V	1	0	12	2	18	0	0	1	0	4	13	0	1	1	0	0
UCEC_TCGA-D1-A16X	1351	150	150	1013	96	25	707	57	43	36	54	17	116	2	0	0
UCEC_TCGA-D1-A16Y	346	110	43	475	69	2	290	12	67	0	0	11	60	0	0	31
UCEC_TCGA-D1-A174	6	123	269	55	122	159	0	83	5	59	57	0	0	1	0	3
UCEC_TCGA-D1-A176	4	54	115	24	40	110	0	43	27	47	19	0	3	6	30	4
UCEC_TCGA-D1-A177	8	190	125	32	119	138	0	83	12	139	24	0	2	9	2	0
UCEC_TCGA-D1-A17A	2	54	47	10	25	38	4	28	20	45	8	2	9	3	0	0
UCEC_TCGA-D1-A17B	1	51	111	21	27	28	5	25	0	34	13	8	10	4	14	2
UCEC_TCGA-D1-A17C	3	18	13	2	0	0	3	1	0	2	6	0	5	1	11	0
UCEC_TCGA-D1-A17D	7	76	100	22	43	122	0	91	4	52	36	0	1	16	21	0
UCEC_TCGA-D1-A17F	2	12	40	10	0	101	0	2	12	28	62	0	33	17	5	4
UCEC_TCGA-D1-A17H	1	87	129	40	64	181	0	72	50	95	48	0	12	5	5	0
UCEC_TCGA-D1-A17K	3	5	4	2	10	7	7	0	0	4	13	0	4	8	14	2
UCEC_TCGA-D1-A17L	1	8	8	7	31	0	0	0	0	0	7	0	0	6	14	0
UCEC_TCGA-D1-A17M	2	103	143	22	15	58	0	42	6	63	24	13	0	9	27	0
UCEC_TCGA-D1-A17N	3	2	6	4	0	4	0	2	1	0	5	3	0	2	4	0
UCEC_TCGA-D1-A17Q	3469	276	204	2027	167	31	1050	253	203	225	198	282	91	3	0	70
UCEC_TCGA-D1-A17R	0	41	51	20	71	46	0	17	2	48	16	0	7	5	0	0
UCEC_TCGA-D1-A17S	1	6	19	4	0	4	2	1	0	3	6	2	0	3	6	0
UCEC_TCGA-D1-A17T	0	9	27	10	19	0	0	0	0	2	9	0	0	5	13	0
UCEC_TCGA-D1-A17U	0	48	96	27	61	92	0	42	0	73	22	0	8	2	8	5
UCEC_TCGA-D1-A1NS	7	54	67	11	49	78	1	27	1	62	11	0	17	0	22	0
UCEC_TCGA-D1-A1NU	0	3	8	3	10	6	0	1	6	5	4	9	0	20	30	3
UCEC_TCGA-D1-A1NX	3	4	10	1	9	0	0	0	0	6	3	0	4	0	11	0
UCEC_TCGA-D1-A1NY	2	141	103	25	80	139	0	62	30	106	29	10	0	9	10	2
UCEC_TCGA-D1-A1NZ	15	130	158	25	101	168	8	102	74	147	41	0	21	14	23	8
UCEC_TCGA-D1-A1O0	1	12	11	2	11	2	2	0	0	7	11	2	8	8	12	0
UCEC_TCGA-D1-A1O5	3	14	29	9	2	0	4	0	0	1	6	0	2	6	11	0
UCEC_TCGA-D1-A1O7	3	86	117	41	71	56	0	34	0	30	40	0	0	3	14	0
UCEC_TCGA-D1-A1O8	1	13	20	5	8	2	0	0	0	0	16	0	1	2	28	1
UCEC_TCGA-D1-A2G0	7	162	158	58	45	309	12	98	24	139	56	0	10	2	32	5
UCEC_TCGA-D1-A2G5	3	29	59	12	25	41	4	11	17	37	18	12	8	1	27	0
UCEC_TCGA-D1-A2G6	0	17	30	14	23	14	0	0	0	1	2	0	12	0	11	7
UCEC_TCGA-D1-A2G7	1	0	6	5	12	0	3	0	0	4	7	3	1	12	23	0
UCEC_TCGA-D1-A3DA	3	16	28	2	0	1	3	2	13	3	1	2	3	3	25	2
