Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U
COAD_TCGA-CK-4948	1	18	5	26	3	28	3	6	4	0	2	2	3	0	5	0	1	10	13	11	1
COAD_TCGA-CK-4950	6	16	10	39	13	17	0	6	5	3	0	2	6	16	2	23	3	5	22	34	0
COAD_TCGA-CK-4951	35	865	246	505	834	108	72	0	502	179	97	843	660	24	190	176	0	0	155	159	806
COAD_TCGA-CK-4952	1	15	10	43	2	44	4	0	0	0	8	9	24	2	6	0	11	0	0	23	0
COAD_TCGA-CK-5912	0	9	8	10	2	24	0	0	5	0	0	2	3	0	2	0	1	0	7	4	10
COAD_TCGA-CK-5913	10	143	44	238	81	36	87	0	46	74	113	16	0	23	1	73	12	7	0	23	22
COAD_TCGA-CK-5914	6	28	14	37	0	18	3	2	6	5	2	10	3	2	5	0	2	8	17	16	8
COAD_TCGA-CK-5915	2	17	6	37	0	36	0	1	4	1	7	1	5	1	2	3	2	0	1	3	0
COAD_TCGA-CK-5916	25	273	74	344	186	189	76	3	161	124	172	22	0	0	10	96	6	0	0	33	24
COAD_TCGA-CK-6746	14	198	49	177	165	110	99	6	117	87	184	37	0	27	7	108	27	2	15	18	9
COAD_TCGA-CK-6747	2	30	17	34	1	37	0	1	2	0	8	2	5	0	4	2	3	1	0	12	4
COAD_TCGA-CK-6748	0	8	6	11	0	20	2	0	5	2	7	1	0	5	2	1	5	2	5	6	3
COAD_TCGA-CK-6751	9	34	17	40	6	23	2	0	13	0	7	21	14	4	2	0	3	0	5	27	2
COAD_TCGA-CM-4743	10	192	53	224	126	209	107	0	72	53	128	21	12	17	8	162	18	0	0	4	2
COAD_TCGA-CM-4744	6	20	13	53	0	29	4	1	3	6	4	1	3	6	3	0	1	5	2	34	7
COAD_TCGA-CM-4746	10	217	54	243	83	145	57	0	30	0	40	2	2	0	6	31	8	0	0	11	2
COAD_TCGA-CM-4747	1	26	3	29	0	22	0	4	5	3	3	8	7	0	4	0	2	5	0	15	0
COAD_TCGA-CM-4748	4	11	3	14	4	15	1	0	0	5	2	4	0	4	5	0	2	3	1	17	0
COAD_TCGA-CM-4750	6	10	2	32	0	10	0	2	4	2	1	3	3	3	0	1	4	7	4	21	3
COAD_TCGA-CM-4751	2	30	5	23	0	25	0	2	4	3	8	3	1	0	0	0	2	0	6	8	6
COAD_TCGA-CM-4752	6	22	15	41	4	31	3	0	8	2	2	4	3	3	3	2	0	4	10	12	3
COAD_TCGA-CM-5341	1	20	7	42	3	40	5	8	1	5	3	9	2	0	13	1	0	0	22	17	7
COAD_TCGA-CM-5344	5	13	3	19	2	20	1	2	5	0	0	0	0	0	2	9	0	1	12	6	0
COAD_TCGA-CM-5348	3	31	27	28	3	65	3	1	5	3	1	9	9	0	18	0	3	6	27	11	0
COAD_TCGA-CM-5349	1	20	13	38	0	19	0	6	4	1	3	6	2	1	3	1	4	0	0	15	10
COAD_TCGA-CM-5860	2	20	17	37	3	15	0	0	2	0	7	6	0	13	6	3	3	0	0	24	0
COAD_TCGA-CM-5861	10	224	51	170	182	84	134	15	139	333	171	30	14	17	6	136	37	10	13	16	31
COAD_TCGA-CM-5862	2	17	8	25	2	33	2	4	2	0	7	4	0	3	5	0	5	0	15	1	0
COAD_TCGA-CM-5863	1	11	8	26	2	0	2	5	3	0	2	5	2	2	3	0	0	9	3	3	0
COAD_TCGA-CM-5864	6	25	10	23	9	25	0	7	5	2	13	22	1	9	6	12	0	0	54	30	7
COAD_TCGA-CM-5868	4	12	8	20	4	11	3	2	10	1	9	4	4	0	6	8	3	7	2	6	3
COAD_TCGA-CM-6161	1	11	6	38	11	9	2	2	0	0	6	1	8	0	0	0	0	0	2	27	13
COAD_TCGA-CM-6163	1	14	13	33	0	16	2	0	1	2	5	8	2	2	9	0	2	6	11	16	0
COAD_TCGA-CM-6164	1	10	7	9	0	13	2	6	0	2	6	8	3	6	0	5	0	3	1	12	4
COAD_TCGA-CM-6165	5	12	5	10	8	39	0	1	0	0	2	11	1	0	3	41	0	2	7	7	0
COAD_TCGA-CM-6166	5	21	12	12	3	12	1	2	1	2	0	1	2	0	11	4	0	3	0	25	1
COAD_TCGA-CM-6167	3	13	5	22	0	12	2	0	2	0	7	4	3	3	0	0	0	0	6	15	7
COAD_TCGA-CM-6168	4	36	13	39	18	39	6	0	13	6	15	9	4	3	15	31	6	4	2	28	0
COAD_TCGA-CM-6169	3	15	7	20	5	33	2	0	5	3	4	0	0	0	3	0	2	0	0	28	6
COAD_TCGA-CM-6170	1	16	5	35	0	0	0	0	10	1	4	19	2	0	10	13	6	2	5	0	1
COAD_TCGA-CM-6171	15	222	69	378	101	129	103	4	115	55	124	31	0	0	13	60	11	0	0	44	13
COAD_TCGA-CM-6172	1	19	12	26	0	15	0	0	2	0	3	11	7	1	6	0	8	0	8	16	5
COAD_TCGA-CM-6674	2	175	62	229	95	177	47	0	63	29	95	0	0	0	12	52	9	0	0	13	4
COAD_TCGA-CM-6675	1	15	4	25	0	0	3	2	0	4	4	15	3	6	0	15	5	0	10	13	3
COAD_TCGA-CM-6676	2	21	9	27	3	21	0	2	1	1	2	10	0	5	2	7	4	7	0	12	7
COAD_TCGA-CM-6677	9	32	12	31	3	34	4	0	0	1	4	14	4	0	2	0	4	0	2	22	5
COAD_TCGA-CM-6678	5	26	9	53	0	12	0	5	9	6	3	12	10	2	0	1	0	0	2	19	5
COAD_TCGA-CM-6679	1	14	2	12	2	10	0	5	4	8	11	7	4	2	4	2	3	1	0	5	9
COAD_TCGA-CM-6680	0	15	13	22	0	24	0	0	0	6	3	13	1	0	3	5	1	7	0	11	1
COAD_TCGA-D5-5537	4	20	8	27	5	19	0	4	2	3	3	14	2	3	1	0	1	0	8	15	0
COAD_TCGA-D5-5538	5	10	9	36	5	9	1	0	10	3	11	4	0	3	3	6	7	7	11	20	3
COAD_TCGA-D5-5539	1	12	5	28	4	33	0	0	3	0	5	11	0	0	7	0	8	1	8	20	0
COAD_TCGA-D5-5540	4	24	12	31	3	36	0	2	0	0	1	6	3	1	12	2	3	4	7	21	5
COAD_TCGA-D5-5541	0	11	10	19	0	9	0	0	5	3	4	11	4	1	2	0	1	0	3	7	1
COAD_TCGA-D5-6529	5	25	12	36	10	8	0	1	7	0	3	4	0	1	6	0	1	0	8	17	3
COAD_TCGA-D5-6530	6	195	52	271	122	173	84	0	91	36	97	26	0	0	0	35	7	0	13	4	15
COAD_TCGA-D5-6531	8	31	16	56	8	36	4	0	3	0	2	3	14	0	3	0	10	6	17	27	10
COAD_TCGA-D5-6532	4	19	14	26	0	16	3	5	5	1	1	2	5	1	21	5	7	8	7	5	9
COAD_TCGA-D5-6533	2	11	16	25	6	39	5	4	5	1	3	21	0	0	10	5	4	11	25	17	17
COAD_TCGA-D5-6534	5	15	10	19	0	40	3	8	12	0	2	6	0	6	9	4	8	4	32	22	4
COAD_TCGA-D5-6535	7	17	9	28	5	22	3	3	7	4	0	2	10	14	22	5	10	16	21	24	3
COAD_TCGA-D5-6536	0	25	7	19	1	17	4	0	6	5	3	0	3	2	6	0	0	0	19	17	0
COAD_TCGA-D5-6537	7	16	12	28	2	30	3	0	0	0	5	0	0	1	1	5	2	8	3	17	3
COAD_TCGA-D5-6538	1	36	14	34	3	28	2	3	4	0	7	6	14	0	1	0	2	0	9	16	1
COAD_TCGA-D5-6539	2	9	8	16	2	24	1	0	4	2	4	0	5	0	6	5	3	11	13	3	9
COAD_TCGA-D5-6540	20	344	78	250	176	85	118	5	99	19	65	14	0	35	8	99	25	2	6	58	8
COAD_TCGA-D5-6541	1	17	7	28	1	31	1	0	1	0	7	0	0	0	7	0	0	0	6	7	0
COAD_TCGA-D5-6898	4	14	5	13	0	24	1	0	2	0	3	2	0	0	5	3	1	3	6	10	4
COAD_TCGA-D5-6920	3	24	10	21	3	36	0	0	6	0	3	0	7	0	11	0	1	5	3	14	4
COAD_TCGA-D5-6922	1	23	10	23	3	28	0	0	3	0	4	12	0	0	12	0	5	5	17	4	0
COAD_TCGA-D5-6924	4	14	8	37	9	29	0	4	0	0	1	3	11	1	4	17	7	3	18	20	8
COAD_TCGA-D5-6926	3	14	8	35	4	15	0	6	0	3	11	4	4	1	12	8	2	5	14	9	4
COAD_TCGA-D5-6927	12	116	28	113	75	81	53	1	49	78	101	10	8	3	0	71	9	0	0	0	5
COAD_TCGA-D5-6928	37	474	74	268	251	172	161	3	138	47	92	51	21	14	22	187	2	1	0	15	46
COAD_TCGA-D5-6929	2	15	8	24	0	0	7	4	7	2	5	8	7	11	14	15	5	12	3	7	5
COAD_TCGA-D5-6930	21	467	61	191	246	131	59	0	99	8	26	27	40	56	6	40	15	6	0	26	36
COAD_TCGA-D5-6931	5	35	17	32	10	31	4	24	10	6	4	43	7	11	9	4	112	8	3	28	12
COAD_TCGA-D5-6932	6	12	6	19	5	12	5	10	2	4	6	7	0	5	4	13	7	0	29	10	14
COAD_TCGA-D5-7000	0	17	11	23	4	38	2	1	1	0	2	2	2	0	9	0	2	0	11	23	0
COAD_TCGA-DM-A0X9	5	21	19	43	6	22	3	2	9	1	5	14	7	9	9	1	7	8	15	26	6
COAD_TCGA-DM-A0XD	5	31	16	55	11	0	2	4	2	0	5	9	12	4	12	7	5	14	10	19	4
COAD_TCGA-DM-A0XF	3	7	11	15	4	10	0	7	12	3	1	6	6	3	8	21	3	3	16	26	9
COAD_TCGA-DM-A1D0	1	12	5	17	0	37	3	7	2	0	5	7	0	6	11	3	3	1	23	6	5
COAD_TCGA-DM-A1D4	8	36	14	51	0	36	7	2	8	4	12	2	3	2	6	0	3	9	2	22	8
COAD_TCGA-DM-A1D6	0	18	9	30	2	27	4	6	5	3	3	0	9	0	11	1	1	0	5	17	1
COAD_TCGA-DM-A1D7	2	16	5	20	8	38	0	5	4	0	2	10	0	9	9	25	0	0	15	11	14
COAD_TCGA-DM-A1D8	6	20	14	28	1	15	0	2	2	2	4	6	0	6	9	35	12	11	18	20	17
COAD_TCGA-DM-A1D9	3	7	11	23	4	17	5	2	5	2	1	7	4	10	4	11	2	8	31	6	17
COAD_TCGA-DM-A1DA	7	34	12	31	17	42	10	1	3	0	6	25	2	7	7	29	25	13	44	50	12
COAD_TCGA-DM-A1DB	1	10	7	17	1	6	1	0	6	3	3	5	1	0	7	2	6	1	4	12	0
COAD_TCGA-DM-A1HA	5	27	5	34	1	34	0	1	3	2	1	1	1	9	11	6	1	5	16	23	5
COAD_TCGA-DM-A1HB	10	173	46	174	127	135	95	0	78	133	230	0	16	35	8	98	32	12	18	36	9
COAD_TCGA-DM-A280	5	20	8	27	5	17	0	13	1	3	0	4	5	2	4	0	35	0	0	29	0
COAD_TCGA-DM-A282	5	13	12	33	0	21	4	0	3	5	2	5	7	0	9	0	0	3	4	11	1
COAD_TCGA-DM-A285	2	23	12	24	1	14	0	7	3	3	11	8	9	8	9	12	9	23	17	28	12
COAD_TCGA-DM-A288	3	15	3	20	4	11	1	0	0	0	3	2	3	3	14	6	16	0	7	8	1
COAD_TCGA-DM-A28A	7	20	9	38	0	15	3	0	8	4	14	0	1	3	10	5	2	16	5	31	0
COAD_TCGA-DM-A28C	4	15	6	23	1	22	2	1	6	0	7	3	0	0	11	0	3	4	6	22	2
COAD_TCGA-DM-A28E	4	11	7	24	3	14	0	1	4	5	12	0	6	0	2	0	3	1	8	10	3
COAD_TCGA-DM-A28F	9	30	14	35	13	15	8	5	2	6	2	20	8	2	23	15	44	15	44	16	7
COAD_TCGA-DM-A28G	1	15	8	33	10	25	1	2	1	3	9	11	3	6	8	4	5	1	0	19	0
COAD_TCGA-DM-A28H	3	19	9	11	3	33	0	6	5	0	7	9	2	3	22	7	1	5	7	8	5
COAD_TCGA-DM-A28K	4	17	9	29	1	43	0	0	6	0	1	6	4	0	3	8	3	0	5	4	0
COAD_TCGA-DM-A28M	1	19	11	28	2	22	2	2	0	1	13	8	7	0	1	0	5	2	0	9	0
COAD_TCGA-F4-6459	4	11	14	20	1	13	5	3	11	2	13	11	4	1	19	0	10	2	22	7	3
COAD_TCGA-F4-6460	7	17	13	29	6	5	4	6	5	3	6	12	5	4	9	10	1	6	28	9	14
COAD_TCGA-F4-6461	2	25	12	20	7	42	4	1	6	3	15	25	0	0	3	1	1	7	10	9	0
COAD_TCGA-F4-6463	1	19	9	25	4	14	0	0	2	0	1	5	1	0	1	4	1	3	0	3	2
COAD_TCGA-F4-6569	6	11	10	20	5	29	2	0	0	1	3	6	0	1	9	0	24	9	12	8	2
COAD_TCGA-F4-6570	23	309	87	309	228	123	152	14	151	109	99	55	24	32	23	102	82	5	0	62	69
COAD_TCGA-F4-6703	9	100	25	77	90	47	37	5	17	23	76	23	0	9	11	56	22	3	12	7	19
COAD_TCGA-F4-6704	1	15	8	12	1	9	1	2	2	0	9	7	4	2	7	4	3	0	7	9	2
COAD_TCGA-F4-6805	5	8	4	18	7	16	3	2	2	4	3	2	1	0	0	3	2	0	10	3	5
COAD_TCGA-F4-6806	5	20	8	23	0	35	1	0	4	0	8	10	7	0	6	5	0	3	3	4	6
COAD_TCGA-F4-6807	7	10	4	15	5	17	8	0	0	0	4	21	2	10	4	50	4	3	26	24	11
COAD_TCGA-F4-6808	2	19	9	43	6	17	0	0	0	1	2	11	0	5	5	27	7	4	11	11	4
COAD_TCGA-F4-6809	8	15	5	13	9	24	1	7	0	11	1	7	0	5	18	17	12	4	16	25	11
COAD_TCGA-F4-6854	0	10	6	23	3	14	6	4	12	2	4	8	4	3	6	0	5	0	12	23	7
COAD_TCGA-F4-6855	4	21	6	26	0	11	4	2	4	1	2	4	7	4	7	7	0	8	15	18	0
COAD_TCGA-F4-6856	5	354	38	164	195	86	41	6	63	52	57	31	3	15	9	31	6	3	1	17	39
COAD_TCGA-G4-6293	5	17	9	32	5	7	0	2	9	0	8	19	4	1	2	0	1	5	9	14	4
COAD_TCGA-G4-6294	3	23	6	18	8	13	5	0	11	4	4	3	0	11	14	0	11	0	38	23	13
COAD_TCGA-G4-6295	3	21	12	17	1	28	4	5	10	5	8	3	9	6	4	0	1	4	38	17	12
COAD_TCGA-G4-6297	3	8	13	25	0	30	5	0	5	0	4	1	2	1	1	0	0	0	5	5	3
COAD_TCGA-G4-6298	5	13	5	27	1	24	2	0	1	0	0	11	0	0	0	0	0	5	2	11	0
COAD_TCGA-G4-6299	4	19	10	35	1	0	6	7	11	7	6	9	6	16	7	1	3	4	35	16	8
COAD_TCGA-G4-6302	11	162	74	158	88	134	117	3	100	43	117	18	0	0	10	51	7	0	0	55	14
COAD_TCGA-G4-6303	6	15	15	23	5	35	0	2	4	0	4	0	1	0	4	1	0	1	2	13	0
COAD_TCGA-G4-6304	8	225	55	183	121	88	66	3	100	66	107	43	0	11	7	45	4	6	4	36	20
COAD_TCGA-G4-6306	2	23	8	24	2	32	5	2	3	0	13	0	5	4	3	0	3	9	0	13	0
COAD_TCGA-G4-6307	4	14	6	18	6	0	2	5	2	1	0	7	4	0	5	7	3	11	7	11	1
COAD_TCGA-G4-6309	7	156	48	249	73	201	52	2	33	16	72	0	4	0	1	38	6	0	0	5	9
COAD_TCGA-G4-6310	2	34	14	26	2	31	2	0	3	0	4	13	0	3	4	1	1	4	3	6	7
COAD_TCGA-G4-6311	7	20	12	42	0	2	4	7	10	6	4	5	8	8	4	0	9	1	15	34	5
COAD_TCGA-G4-6314	4	26	15	31	6	37	5	3	0	2	5	0	8	10	15	0	1	2	20	0	0
COAD_TCGA-G4-6315	5	22	10	29	8	43	0	4	0	3	1	7	3	0	11	9	3	2	8	25	2
COAD_TCGA-G4-6317	3	19	13	32	1	21	2	0	6	2	3	16	0	0	6	0	1	2	7	5	3
COAD_TCGA-G4-6320	20	241	76	296	76	208	96	0	110	16	28	63	10	0	8	50	1	19	0	86	8
COAD_TCGA-G4-6321	2	16	7	18	0	21	0	2	7	0	2	2	6	1	1	0	0	0	0	17	0
COAD_TCGA-G4-6322	4	13	9	30	0	11	2	0	0	5	3	24	1	0	2	2	0	0	6	12	0
COAD_TCGA-G4-6323	5	19	3	30	10	10	0	0	0	5	5	3	3	2	5	1	4	10	2	15	4
COAD_TCGA-G4-6586	11	210	63	257	123	201	64	0	52	66	145	20	0	9	7	94	27	0	6	21	0
COAD_TCGA-G4-6588	24	385	59	310	317	226	188	5	181	229	239	61	7	34	16	199	33	0	0	13	52
COAD_TCGA-G4-6625	0	12	7	26	4	22	0	7	5	0	14	8	1	5	5	9	1	2	21	17	0
COAD_TCGA-G4-6626	0	28	15	47	5	20	0	0	1	1	4	7	5	4	5	0	0	1	9	32	5
COAD_TCGA-G4-6627	4	15	6	20	3	44	2	2	1	0	3	2	2	2	6	2	0	0	3	13	3
COAD_TCGA-G4-6628	38	445	62	310	220	144	228	4	394	31	131	105	21	0	7	185	19	0	7	29	36
COAD_TCGA-NH-A50T	4	28	19	38	2	25	0	2	3	0	0	2	5	2	2	0	0	0	9	21	3
COAD_TCGA-NH-A50U	6	15	8	27	2	10	0	4	2	2	5	6	2	0	7	8	3	2	0	6	3
COAD_TCGA-NH-A50V	9	32	8	46	8	43	3	0	2	1	1	5	4	1	2	0	1	11	11	26	2
COAD_TCGA-NH-A5IV	18	486	113	526	291	333	147	0	319	186	242	70	23	0	3	213	13	0	2	23	25
COAD_TCGA-NH-A6GA	3	10	13	32	0	5	4	0	7	0	0	0	10	4	6	0	2	12	5	16	2
COAD_TCGA-NH-A6GB	5	28	12	31	2	57	0	3	10	0	2	22	5	0	3	11	2	13	12	15	2
COAD_TCGA-NH-A6GC	6	19	11	12	0	41	5	2	1	0	0	2	4	0	12	3	4	0	20	13	1
COAD_TCGA-NH-A8F7	5	16	8	31	8	26	0	0	0	0	1	10	4	6	4	3	2	10	19	17	0
COAD_TCGA-NH-A8F8	4	23	4	32	0	16	2	0	8	0	2	9	9	4	0	0	2	8	0	36	1
COAD_TCGA-QG-A5YV	6	35	14	39	9	41	1	4	0	0	3	7	4	1	9	5	9	5	15	20	0
COAD_TCGA-QG-A5YW	6	27	13	25	5	25	2	5	7	2	14	6	2	4	2	0	3	12	23	16	4
COAD_TCGA-QG-A5YX	4	19	4	41	1	14	2	0	0	0	2	7	2	0	1	2	2	0	6	10	1
COAD_TCGA-QG-A5Z1	3	25	11	18	2	32	0	7	3	2	1	4	1	4	2	0	0	4	7	7	0
COAD_TCGA-QG-A5Z2	12	211	62	226	138	179	83	12	96	31	75	21	0	0	6	67	8	0	14	21	28
COAD_TCGA-QL-A97D	13	46	17	50	11	25	4	7	6	11	5	16	0	15	7	5	3	9	34	30	18
COAD_TCGA-RU-A8FL	1	27	9	22	10	11	3	2	10	4	6	14	0	4	11	3	8	10	28	21	3
COAD_TCGA-SS-A7HO	4	21	5	31	12	43	3	0	1	0	2	6	4	5	4	0	1	15	11	37	16
COAD_TCGA-T9-A92H	8	20	9	27	4	38	3	7	10	0	0	17	5	5	12	13	7	10	20	22	23
COAD_TCGA-WS-AB45	11	596	242	897	222	578	158	0	194	55	210	0	0	0	9	119	24	0	0	14	0
UCEC_TCGA-2E-A9G8	0	7	2	4	2	8	0	9	6	0	1	2	2	0	6	5	3	0	26	3	2
UCEC_TCGA-4E-A92E	5	3	30	7	2	9	0	0	4	0	3	3	68	0	113	0	0	0	0	5	4
UCEC_TCGA-5B-A90C	4	4	3	8	9	4	0	0	0	0	1	4	0	9	1	7	2	3	8	2	2
UCEC_TCGA-5S-A9Q8	1	8	10	16	2	0	1	2	3	0	2	7	0	4	0	2	0	3	6	2	1
UCEC_TCGA-A5-A0G1	1353	1285	673	1042	1186	341	2354	312	1370	308	256	1212	657	2488	89	338	218	68	168	326	364
UCEC_TCGA-A5-A0GQ	1	8	2	14	0	17	0	0	0	0	5	5	4	1	5	3	0	0	7	8	2
UCEC_TCGA-A5-A0R6	0	3	4	14	1	5	0	0	5	0	1	10	0	1	3	1	0	0	9	4	5
UCEC_TCGA-A5-A0R7	1	3	0	11	6	7	0	2	3	0	3	6	3	0	0	7	3	5	28	3	1
UCEC_TCGA-A5-A0R8	1	9	4	14	0	7	2	0	4	4	2	5	7	0	0	0	0	0	1	21	6
UCEC_TCGA-A5-A0R9	0	3	4	20	3	0	0	3	0	1	3	3	0	4	1	2	0	0	6	2	0
UCEC_TCGA-A5-A0RA	0	8	7	21	4	9	2	0	0	4	4	2	0	4	2	0	0	2	8	8	0
UCEC_TCGA-A5-A0VO	1	13	4	24	1	0	0	0	3	1	2	3	7	2	5	6	0	4	0	12	4
UCEC_TCGA-A5-A0VP	3	358	162	539	108	531	94	0	154	57	115	0	9	0	17	22	6	0	0	11	0
UCEC_TCGA-A5-A0VQ	4	59	13	80	28	43	26	4	111	0	35	10	5	0	1	14	0	0	4	6	7
UCEC_TCGA-A5-A1OF	1534	1995	632	1560	1748	666	2966	354	1040	1000	596	979	424	2363	0	253	375	0	0	0	0
UCEC_TCGA-A5-A1OG	1	3	1	1	5	11	0	0	0	0	4	0	7	0	4	3	0	2	5	0	0
UCEC_TCGA-A5-A1OH	0	3	7	17	4	21	1	0	1	1	6	13	24	0	32	8	5	7	41	1	2
UCEC_TCGA-A5-A1OJ	0	10	10	12	2	14	0	0	0	0	2	0	7	0	0	0	0	0	6	5	0
UCEC_TCGA-A5-A1OK	2	9	4	9	5	6	1	0	5	0	0	11	7	2	2	6	0	3	5	4	3
UCEC_TCGA-A5-A2K2	4	6	2	15	10	13	3	9	8	0	7	5	10	4	38	0	2	0	40	14	0
UCEC_TCGA-A5-A2K3	9	335	140	535	109	460	116	0	217	0	74	0	11	0	5	78	0	0	0	6	0
UCEC_TCGA-A5-A2K4	0	3	2	8	3	9	1	2	0	0	0	5	2	0	0	4	0	0	5	4	2
UCEC_TCGA-A5-A2K5	5262	448	2651	107	350	258	393	2869	88	158	0	39	583	218	0	0	45	1558	0	37	0
UCEC_TCGA-A5-A2K7	4	118	42	130	67	141	68	1	125	9	66	27	5	0	15	42	0	0	0	8	14
UCEC_TCGA-A5-A3LO	1	3	3	1	5	13	2	0	0	3	2	5	0	0	2	0	0	2	2	0	0
UCEC_TCGA-A5-A3LP	0	6	4	14	7	0	0	0	1	0	1	6	7	1	13	5	2	3	4	0	0
UCEC_TCGA-A5-A7WK	2	4	7	11	2	14	0	4	1	2	9	2	1	0	28	0	0	1	18	7	2
UCEC_TCGA-A5-AB3J	0	10	2	9	1	5	0	2	0	2	2	1	2	2	6	0	0	1	0	7	5
UCEC_TCGA-AJ-A23M	1	6	5	9	2	0	1	1	2	4	2	0	5	2	50	9	4	5	31	10	3
UCEC_TCGA-AJ-A23N	1	4	6	0	3	11	0	0	0	4	0	5	0	0	13	4	2	0	8	3	0
UCEC_TCGA-AJ-A23O	10	88	46	87	108	57	84	34	94	52	206	20	0	43	0	94	22	20	50	48	97
UCEC_TCGA-AJ-A2QK	1	6	2	21	2	12	1	3	6	1	8	0	5	0	1	6	0	5	15	9	3
UCEC_TCGA-AJ-A2QL	1	10	4	12	1	3	0	0	3	3	0	0	6	0	1	0	1	0	9	6	0
UCEC_TCGA-AJ-A2QM	3	2	5	8	4	8	0	2	0	0	3	7	31	0	190	19	0	3	0	7	0
UCEC_TCGA-AJ-A2QN	1	28	4	20	0	15	0	0	2	3	2	2	1	0	4	5	0	0	8	5	1
UCEC_TCGA-AJ-A2QO	10	185	58	197	131	125	127	7	222	50	162	35	3	5	17	84	4	0	24	12	12
UCEC_TCGA-AJ-A3BD	1	7	9	14	9	0	0	0	1	3	5	5	0	9	13	9	0	2	18	3	0
UCEC_TCGA-AJ-A3BF	1	3	0	8	0	4	1	0	0	0	2	4	1	0	0	3	3	0	5	6	0
UCEC_TCGA-AJ-A3BG	2	355	141	514	86	405	77	0	135	2	72	0	0	0	10	45	1	0	0	11	0
UCEC_TCGA-AJ-A3BH	48	787	183	789	388	839	393	0	460	8	119	57	9	0	7	24	0	0	0	0	0
UCEC_TCGA-AJ-A3BI	1	5	0	7	3	0	0	0	0	2	2	0	3	1	1	9	0	0	11	0	8
UCEC_TCGA-AJ-A3BK	3	9	2	16	1	13	3	0	4	0	3	8	4	6	0	2	2	0	9	4	2
UCEC_TCGA-AJ-A3EJ	1	7	10	13	1	19	0	1	3	0	0	1	1	4	0	5	2	0	6	10	5
UCEC_TCGA-AJ-A3EK	1312	863	680	678	764	638	935	601	764	252	288	585	556	988	25	113	74	63	0	0	0
UCEC_TCGA-AJ-A3EL	3117	893	2756	350	538	366	571	1882	83	865	226	175	396	281	0	67	283	295	29	0	21
UCEC_TCGA-AJ-A3EM	3	9	1	2	3	8	0	0	0	3	8	5	1	3	0	2	1	0	22	9	5
UCEC_TCGA-AJ-A3I9	1	4	1	7	5	0	1	1	2	4	2	4	0	5	3	1	2	0	0	2	1
UCEC_TCGA-AJ-A3IA	5	10	3	0	4	10	11	12	17	10	18	23	0	21	46	24	17	0	118	12	5
UCEC_TCGA-AJ-A3NF	1	8	4	2	3	6	1	0	0	0	0	5	12	0	16	3	0	0	6	8	0
UCEC_TCGA-AJ-A3NG	0	13	2	32	5	9	0	2	0	4	2	9	8	8	3	7	0	0	3	13	0
UCEC_TCGA-AJ-A3OJ	4	178	69	278	57	223	90	2	113	18	82	0	16	0	7	54	2	0	0	13	0
UCEC_TCGA-AJ-A3OK	0	212	78	365	9	336	20	0	32	0	32	0	0	0	2	0	0	0	0	7	0
UCEC_TCGA-AJ-A3OL	0	40	18	64	17	68	8	0	54	6	39	7	1	0	4	26	1	0	6	4	0
UCEC_TCGA-AJ-A3QS	17	12	24	7	3	8	2	1	4	0	1	5	29	4	226	0	0	17	26	4	0
UCEC_TCGA-AJ-A3TW	4	7	9	10	5	8	1	0	1	1	5	5	6	2	92	4	2	3	12	5	0
UCEC_TCGA-AJ-A5DV	0	12	6	15	1	40	2	1	2	0	1	1	7	0	0	0	0	3	3	15	2
UCEC_TCGA-AJ-A5DW	2288	166	1061	27	62	86	207	949	5	57	15	22	76	102	7	0	0	450	0	11	0
UCEC_TCGA-AJ-A6NU	1	3	7	3	2	2	0	2	0	1	0	7	5	0	3	7	0	2	7	5	4
UCEC_TCGA-AJ-A8CT	0	203	81	335	4	239	26	0	19	0	19	0	0	0	3	0	2	0	0	3	0
UCEC_TCGA-AJ-A8CV	4	37	8	54	27	12	6	1	32	8	36	18	4	5	0	20	7	0	4	3	8
UCEC_TCGA-AJ-A8CW	15	110	50	135	89	100	42	3	92	20	79	16	9	0	6	61	5	7	8	14	13
UCEC_TCGA-AP-A059	1644	1190	742	598	1128	1275	2974	308	2119	49	188	964	403	2590	26	0	115	0	0	0	0
UCEC_TCGA-AP-A0LE	5	64	18	72	57	52	51	0	89	27	83	17	8	0	0	27	2	0	16	9	15
UCEC_TCGA-AP-A0LF	9	15	10	17	0	18	4	0	2	5	0	9	16	9	127	0	7	9	55	9	4
UCEC_TCGA-AP-A0LL	2	6	0	6	3	14	0	0	5	0	0	1	7	0	3	0	0	2	3	5	0
UCEC_TCGA-AP-A0LM	3174	2605	3764	2012	1305	1007	1566	790	221	806	161	402	900	880	0	0	161	0	0	0	0
UCEC_TCGA-AP-A0LP	0	33	17	55	43	46	14	2	39	2	31	6	6	0	4	30	0	10	2	4	0
UCEC_TCGA-AP-A0LQ	0	6	3	12	0	10	0	0	9	9	3	7	0	0	2	0	0	0	4	5	0
UCEC_TCGA-AP-A0LS	6	54	14	61	61	42	47	5	51	31	77	20	3	0	3	27	1	5	10	24	5
UCEC_TCGA-AP-A1DH	6	83	26	110	77	69	41	11	157	16	32	5	7	0	4	94	3	0	0	9	18
UCEC_TCGA-AP-A1DK	191	991	119	739	3589	0	2190	0	2138	58	3471	3138	0	74	0	1904	36	0	0	103	0
