Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V
UCEC_TCGA-D1-A102	1	5	3	11	0	12	0	0	2	1	0	8	4	1	0	5	0	0	3	0	5	1
UCEC_TCGA-D1-A103	1636	1397	899	1006	837	302	713	429	585	332	104	992	419	332	0	205	54	63	0	184	0	0
UCEC_TCGA-D1-A15V	2	7	3	10	0	0	1	0	0	2	1	2	5	4	0	0	6	0	2	0	7	4
UCEC_TCGA-D1-A15W	1	10	8	13	1	10	1	0	2	5	1	0	4	2	2	1	0	0	9	8	7	1
UCEC_TCGA-D1-A15X	8	244	114	269	235	211	61	0	175	453	126	6	20	19	0	164	102	7	0	0	0	119
UCEC_TCGA-D1-A15Z	2	13	5	11	0	18	0	3	4	1	0	4	0	5	5	1	0	0	5	1	9	2
UCEC_TCGA-D1-A160	10	50	11	46	91	25	38	10	116	54	84	5	7	12	2	3	3	4	5	0	16	14
UCEC_TCGA-D1-A161	0	17	2	18	1	18	0	0	7	1	4	5	4	6	0	9	1	0	9	3	1	5
UCEC_TCGA-D1-A163	5	73	19	87	71	61	55	2	96	28	97	1	15	5	7	6	9	0	6	2	8	0
UCEC_TCGA-D1-A165	1	14	3	12	3	13	0	1	0	0	0	0	6	1	5	0	2	1	4	2	7	6
UCEC_TCGA-D1-A167	6	426	194	591	127	453	99	6	259	21	99	5	13	0	7	7	0	0	2	0	0	6
UCEC_TCGA-D1-A168	2	12	4	14	5	3	2	0	0	0	1	1	0	4	1	2	5	1	3	0	4	2
UCEC_TCGA-D1-A169	0	8	6	9	0	5	1	0	2	1	4	1	2	3	6	0	8	0	12	0	1	5
UCEC_TCGA-D1-A16B	2	8	4	3	5	8	0	3	0	2	0	3	0	2	2	3	1	0	9	0	5	0
UCEC_TCGA-D1-A16D	0	6	3	8	0	10	1	0	4	3	0	0	2	0	1	4	0	0	3	0	2	1
UCEC_TCGA-D1-A16E	1	14	5	10	3	11	0	0	1	2	3	0	1	8	0	0	5	1	10	0	0	1
UCEC_TCGA-D1-A16F	4	76	25	88	60	53	20	0	80	19	85	1	15	0	0	24	9	1	14	4	18	6
UCEC_TCGA-D1-A16G	0	4	5	4	3	9	0	0	2	0	4	0	0	9	3	0	0	1	1	0	7	0
UCEC_TCGA-D1-A16I	0	0	2	7	0	5	0	2	4	0	3	0	7	6	8	0	3	0	5	1	0	0
UCEC_TCGA-D1-A16J	3	6	29	19	0	6	0	11	4	0	0	0	0	66	107	42	0	0	0	8	2	13
UCEC_TCGA-D1-A16N	1	20	5	19	3	3	12	5	1	30	15	2	8	2	4	2	0	2	20	0	4	11
UCEC_TCGA-D1-A16O	0	5	2	3	6	7	1	0	1	1	0	0	0	0	0	7	0	0	6	2	0	0
UCEC_TCGA-D1-A16Q	0	6	2	5	0	3	0	0	5	2	0	1	0	2	5	0	2	0	5	2	0	1
UCEC_TCGA-D1-A16R	3	5	1	9	0	7	1	0	2	1	3	0	8	1	2	3	2	0	1	2	9	0
UCEC_TCGA-D1-A16S	0	3	2	2	0	7	0	1	2	0	2	1	10	2	13	3	6	0	7	5	6	0
UCEC_TCGA-D1-A16V	1	0	2	6	0	18	0	0	3	1	2	0	6	2	1	0	4	0	2	1	0	4
UCEC_TCGA-D1-A16X	1265	139	946	141	80	55	52	529	18	78	25	17	40	108	0	0	80	8	0	236	0	0
UCEC_TCGA-D1-A16Y	329	87	458	44	61	29	10	225	0	71	2	12	0	51	0	26	27	31	0	43	10	0
UCEC_TCGA-D1-A174	9	143	61	164	51	148	59	3	153	36	41	14	21	1	2	10	13	2	8	3	0	0
UCEC_TCGA-D1-A176	5	58	26	70	63	60	33	3	71	25	36	3	11	3	5	0	8	3	16	11	12	4
UCEC_TCGA-D1-A177	10	161	33	76	98	98	68	1	108	34	109	3	0	8	8	12	21	0	13	1	19	2
UCEC_TCGA-D1-A17A	2	45	11	31	37	24	23	5	21	21	40	5	7	7	2	2	0	0	8	4	0	0
UCEC_TCGA-D1-A17B	2	56	23	68	20	51	19	6	24	3	24	10	3	9	2	4	5	1	7	1	9	7
UCEC_TCGA-D1-A17C	2	15	2	9	0	4	0	2	5	2	0	0	6	4	0	0	0	0	6	3	2	3
UCEC_TCGA-D1-A17D	8	72	23	63	62	56	74	5	88	12	45	1	22	6	11	0	0	0	25	4	6	8
UCEC_TCGA-D1-A17F	0	14	11	28	32	23	1	3	73	8	24	0	50	26	13	0	7	3	0	0	7	5
UCEC_TCGA-D1-A17H	2	87	41	82	70	78	56	3	143	53	78	1	36	12	4	11	0	0	9	9	4	10
UCEC_TCGA-D1-A17K	3	4	2	3	8	5	0	5	2	2	2	0	11	3	8	0	2	2	11	2	2	6
UCEC_TCGA-D1-A17L	1	10	7	3	0	19	0	1	5	0	0	2	0	1	4	7	0	0	4	2	13	3
UCEC_TCGA-D1-A17M	4	93	24	91	41	54	35	1	44	8	47	14	11	3	6	2	21	0	11	3	7	7
UCEC_TCGA-D1-A17N	3	3	4	4	0	3	1	0	5	1	0	2	3	0	2	0	3	0	0	0	2	0
UCEC_TCGA-D1-A17Q	3254	260	1869	202	171	127	268	834	7	157	178	204	88	142	0	0	395	71	0	322	0	0
UCEC_TCGA-D1-A17R	0	43	22	28	37	55	12	3	36	16	36	6	0	9	5	0	8	0	2	0	6	0
UCEC_TCGA-D1-A17S	1	7	4	15	2	5	1	2	4	0	2	1	6	0	2	0	0	0	3	0	1	1
UCEC_TCGA-D1-A17T	0	13	10	15	4	20	0	0	1	2	0	1	3	1	5	0	0	0	5	1	11	2
UCEC_TCGA-D1-A17U	0	53	28	59	43	59	33	0	73	10	58	2	9	8	1	6	5	4	14	6	7	6
UCEC_TCGA-D1-A1NS	6	50	13	45	68	41	23	2	40	8	51	0	9	11	0	0	0	0	19	5	10	6
UCEC_TCGA-D1-A1NU	0	4	3	6	4	5	2	0	4	6	4	7	3	0	19	0	0	2	16	1	14	8
UCEC_TCGA-D1-A1NX	2	6	1	6	0	7	0	0	2	0	5	0	1	3	0	0	0	0	12	2	4	0
UCEC_TCGA-D1-A1NY	4	121	26	65	70	71	50	0	114	41	86	19	11	2	9	11	8	3	10	4	11	12
UCEC_TCGA-D1-A1NZ	15	121	28	101	138	97	83	14	88	73	126	6	34	15	14	0	0	8	42	10	7	15
UCEC_TCGA-D1-A1O0	1	10	2	7	1	8	0	3	4	2	5	2	7	6	4	8	1	0	14	1	2	1
UCEC_TCGA-D1-A1O5	3	14	8	20	0	11	0	4	3	0	0	0	1	3	3	3	4	0	6	0	4	0
UCEC_TCGA-D1-A1O7	4	85	42	71	38	71	24	3	49	13	21	4	22	0	4	13	0	0	7	0	18	6
UCEC_TCGA-D1-A1O8	1	13	5	12	2	13	0	1	5	3	0	2	9	3	0	0	0	1	12	1	14	0
UCEC_TCGA-D1-A2G0	8	142	58	107	87	79	78	7	260	29	111	5	33	16	0	22	25	4	20	12	9	5
UCEC_TCGA-D1-A2G5	4	30	13	37	23	26	10	2	29	14	27	9	13	4	1	7	11	0	10	2	9	23
UCEC_TCGA-D1-A2G6	0	18	14	21	11	16	0	0	11	0	0	0	0	9	0	9	1	6	11	1	3	0
UCEC_TCGA-D1-A2G7	1	2	5	3	0	8	0	2	2	1	2	4	2	3	12	0	0	0	10	6	10	4
UCEC_TCGA-D1-A3DA	2	15	3	18	1	5	1	2	3	7	2	2	1	3	1	6	9	2	16	2	4	2
UCEC_TCGA-D1-A3DG	1	7	8	7	3	8	1	3	0	1	7	6	15	9	16	8	9	0	41	1	14	10
UCEC_TCGA-D1-A3DH	7	5	14	7	4	5	0	0	0	6	5	3	4	3	70	0	0	2	0	7	2	7
UCEC_TCGA-D1-A3JP	0	2	5	3	0	3	1	6	0	1	2	0	3	9	21	5	3	0	6	0	0	2
UCEC_TCGA-D1-A3JQ	4	5	1	3	0	2	0	0	6	1	2	0	3	6	4	0	0	2	3	1	6	0
UCEC_TCGA-DF-A2KN	240	231	27	155	357	197	2145	17	1021	149	800	274	598	0	0	29	209	159	0	22	73	117
UCEC_TCGA-DF-A2KR	1	4	2	7	11	2	4	0	5	3	7	7	8	4	11	2	12	1	22	0	12	16
UCEC_TCGA-DF-A2KS	1	12	5	17	7	9	0	4	4	7	2	14	6	0	9	0	7	7	37	0	5	23
UCEC_TCGA-DF-A2KU	1752	1890	1580	1102	1478	1123	1898	602	2364	574	53	1328	1115	949	0	0	83	59	26	0	0	0
UCEC_TCGA-DF-A2KV	840	86	441	36	87	1	19	528	0	66	4	26	22	19	0	0	37	0	0	149	0	0
UCEC_TCGA-DF-A2KZ	7	117	31	90	102	97	54	6	103	31	68	27	27	10	0	8	29	9	9	1	3	3
UCEC_TCGA-DF-A2L0	0	5	1	3	2	10	0	1	1	2	0	6	0	2	4	2	4	3	14	4	0	4
UCEC_TCGA-DI-A0WH	5	71	31	52	86	61	52	6	76	89	101	6	36	14	0	0	35	0	20	3	3	31
UCEC_TCGA-DI-A1BU	15	348	80	70	1668	122	267	0	779	4874	1260	0	159	415	0	823	1570	54	0	0	0	618
UCEC_TCGA-DI-A1BY	0	13	4	14	6	12	0	0	0	2	0	9	10	3	0	5	0	0	3	0	1	2
UCEC_TCGA-DI-A1C3	3	7	6	4	1	5	0	0	1	1	1	3	4	0	4	1	5	0	6	0	0	2
UCEC_TCGA-DI-A1NN	1	7	7	7	3	5	2	1	1	0	6	0	3	3	8	1	4	0	4	0	3	4
UCEC_TCGA-DI-A1NO	13	4	2	6	6	10	18	0	12	6	4	16	10	8	33	1	0	15	105	15	43	24
UCEC_TCGA-DI-A2QT	4	2	3	1	0	3	1	0	3	2	0	3	0	2	4	0	2	0	1	0	4	0
UCEC_TCGA-DI-A2QU	0	7	7	14	4	3	1	4	5	4	2	3	5	3	6	0	2	0	8	1	5	6
UCEC_TCGA-DI-A2QY	4	5	4	8	5	7	5	2	4	1	5	6	16	0	13	5	4	1	42	3	8	3
UCEC_TCGA-E6-A1LX	6959	1181	4135	531	1045	306	675	3169	75	707	147	581	154	581	0	356	718	285	0	319	0	0
UCEC_TCGA-E6-A1LZ	9	4	13	7	3	8	0	0	1	6	4	5	8	22	186	0	0	4	38	19	0	4
UCEC_TCGA-E6-A1M0	1324	126	572	23	83	16	49	609	0	39	16	58	0	0	0	0	0	0	0	225	0	0
UCEC_TCGA-E6-A2P8	5	92	30	82	66	68	27	12	139	44	112	0	7	18	1	5	18	7	14	8	2	27
UCEC_TCGA-E6-A2P9	12	152	45	145	124	105	77	23	197	50	109	15	29	15	0	31	15	8	39	18	22	24
UCEC_TCGA-E6-A8L9	0	3	2	6	9	5	2	0	2	5	3	0	1	1	0	0	1	0	25	0	4	4
UCEC_TCGA-EC-A1NJ	3	30	8	12	11	21	3	2	0	59	118	2	0	0	0	22	72	11	5	3	3	30
UCEC_TCGA-EC-A1QX	18	113	25	67	115	61	98	0	111	47	105	14	39	3	0	56	7	9	2	7	4	21
UCEC_TCGA-EC-A24G	10	286	102	411	140	310	89	8	174	91	74	0	32	4	1	2	13	2	6	0	0	8
UCEC_TCGA-EO-A1Y5	4	5	3	7	0	9	0	5	8	2	12	3	6	8	6	0	1	1	10	2	3	10
UCEC_TCGA-EO-A1Y7	3	7	4	13	2	9	1	0	1	0	0	4	3	0	1	3	10	1	8	3	2	0
UCEC_TCGA-EO-A1Y8	2	2	8	3	1	10	0	1	3	0	0	1	0	8	10	5	6	0	3	4	1	4
UCEC_TCGA-EO-A22R	3698	2867	2911	1106	1309	1166	2222	1423	0	1146	274	1509	0	347	0	1257	549	847	0	0	0	0
UCEC_TCGA-EO-A22S	3	99	43	120	68	105	34	10	125	21	123	6	16	8	0	16	24	0	26	4	14	0
UCEC_TCGA-EO-A22T	25	158	37	104	153	164	165	4	257	33	142	11	52	12	7	12	45	6	14	4	18	12
UCEC_TCGA-EO-A22U	2476	2856	2546	2700	1739	2556	183	1486	715	974	350	832	2750	1759	0	53	727	172	0	184	0	0
UCEC_TCGA-EO-A22X	6416	413	2997	244	307	69	470	3197	0	398	152	344	17	218	0	0	477	131	0	858	0	0
UCEC_TCGA-EO-A22Y	2	10	6	16	0	9	0	0	4	4	0	0	3	3	0	0	0	0	2	0	13	0
UCEC_TCGA-EO-A2CG	0	6	8	5	3	4	0	0	2	1	0	0	4	0	0	0	3	0	10	0	1	2
UCEC_TCGA-EO-A2CH	0	5	6	6	0	4	0	0	1	2	0	0	5	6	4	0	2	3	4	4	5	7
UCEC_TCGA-EO-A3AS	4	7	4	0	12	9	3	0	10	4	12	25	16	3	26	7	5	5	65	0	4	15
UCEC_TCGA-EO-A3AU	3	134	48	103	83	119	79	6	209	19	37	0	8	4	0	0	14	0	15	9	10	15
UCEC_TCGA-EO-A3AV	2839	174	1142	88	143	14	172	1598	0	122	55	253	27	6	0	0	98	68	0	492	0	0
UCEC_TCGA-EO-A3AY	2783	100	793	75	70	5	265	1204	0	115	43	209	12	0	0	0	181	92	0	344	0	0
UCEC_TCGA-EO-A3AZ	5	236	126	381	52	220	48	9	181	38	54	5	0	2	7	8	28	3	5	0	0	5
UCEC_TCGA-EO-A3B0	7537	507	2288	185	690	45	690	4120	0	595	45	657	101	330	0	0	224	458	0	878	0	0
UCEC_TCGA-EO-A3B1	1	3	3	6	3	1	0	0	4	4	0	3	0	8	4	0	7	0	7	0	4	2
UCEC_TCGA-EO-A3KU	3	3	1	14	2	10	3	0	2	6	2	0	0	3	5	3	0	2	21	0	0	5
UCEC_TCGA-EO-A3KW	2	11	1	2	1	1	0	0	1	0	3	3	7	5	4	2	3	1	3	3	10	0
UCEC_TCGA-EO-A3KX	142	246	36	164	308	207	1316	9	585	182	466	213	307	8	1	0	195	146	0	5	53	164
UCEC_TCGA-EO-A3L0	4	11	10	20	2	18	0	0	1	2	2	1	10	4	0	1	1	0	15	0	8	2
UCEC_TCGA-EY-A1G7	4	8	6	23	6	22	2	2	4	10	0	1	5	5	4	0	4	1	11	0	4	0
UCEC_TCGA-EY-A1G8	1714	112	869	101	92	31	85	703	0	74	36	66	40	109	0	0	93	32	0	287	0	0
UCEC_TCGA-EY-A1GC	0	4	2	7	0	13	1	2	11	0	0	0	6	0	2	2	0	0	8	0	0	6
UCEC_TCGA-EY-A1GD	466	95	320	30	57	40	15	443	0	117	16	38	12	4	0	43	59	72	0	59	0	0
UCEC_TCGA-EY-A1GE	0	4	5	10	0	8	0	3	1	1	3	0	1	3	2	1	2	0	9	0	4	1
UCEC_TCGA-EY-A1GF	7	44	24	51	38	35	41	0	60	11	68	5	22	0	0	36	0	0	11	11	12	15
UCEC_TCGA-EY-A1GH	1	12	5	18	3	20	2	0	0	0	4	0	4	3	1	1	3	0	4	0	4	0
UCEC_TCGA-EY-A1GI	3162	212	1502	108	161	34	157	1323	0	112	33	137	58	156	0	0	118	43	0	487	0	0
UCEC_TCGA-EY-A1GJ	1	3	2	4	7	9	0	2	0	2	2	1	10	0	5	0	5	0	7	3	1	0
UCEC_TCGA-EY-A1GK	11	91	35	87	128	86	111	4	155	59	184	7	27	8	0	33	19	16	32	7	0	3
UCEC_TCGA-EY-A1GL	4	12	7	5	2	8	0	0	2	1	0	0	5	2	4	7	0	0	0	0	10	1
UCEC_TCGA-EY-A1GM	0	9	1	9	0	5	0	0	2	4	1	0	3	4	0	3	1	1	6	0	4	2
UCEC_TCGA-EY-A1GO	2	30	11	34	47	35	28	1	103	0	52	5	23	13	5	25	7	4	8	5	3	0
UCEC_TCGA-EY-A1GP	0	2	4	9	0	0	0	0	6	1	1	1	0	3	2	1	1	0	10	2	4	1
UCEC_TCGA-EY-A1GQ	2	69	27	70	47	54	28	5	97	76	103	1	19	3	0	15	12	3	11	5	2	8
UCEC_TCGA-EY-A1GR	0	4	7	9	3	5	0	2	2	1	3	0	3	2	6	0	0	7	16	2	0	5
UCEC_TCGA-EY-A1GS	0	2	23	9	2	7	0	4	5	1	1	0	0	79	307	22	0	0	8	10	4	10
UCEC_TCGA-EY-A1GT	0	15	5	19	0	28	0	0	4	0	2	7	7	5	5	0	1	0	2	0	0	6
UCEC_TCGA-EY-A1GU	33	133	34	154	229	104	240	8	417	47	130	69	188	22	1	35	0	0	118	22	10	1
UCEC_TCGA-EY-A1GV	0	0	2	2	3	7	0	3	2	0	0	1	0	3	5	3	3	0	9	0	0	3
UCEC_TCGA-EY-A1GW	2	7	2	5	0	4	1	0	5	0	0	2	3	2	3	5	4	0	4	2	11	7
UCEC_TCGA-EY-A1GX	0	11	9	18	4	20	2	0	0	2	5	6	12	5	1	0	9	0	10	2	5	1
UCEC_TCGA-EY-A1H0	5	58	11	58	11	45	19	2	58	6	72	2	6	0	6	16	16	9	4	1	22	16
UCEC_TCGA-EY-A210	1	4	5	6	1	3	0	0	3	3	0	1	0	4	3	0	0	0	5	0	10	6
UCEC_TCGA-EY-A212	0	5	5	6	4	6	0	0	1	1	5	2	2	0	12	1	0	0	12	8	10	2
UCEC_TCGA-EY-A214	0	4	2	3	1	4	0	2	8	7	4	3	2	4	4	0	0	3	13	1	12	7
UCEC_TCGA-EY-A215	447	928	234	626	412	689	1157	127	1025	335	228	752	313	142	0	49	189	93	0	0	0	0
UCEC_TCGA-EY-A2OM	11	107	29	109	62	93	45	10	112	27	92	17	7	13	0	1	20	0	31	14	7	15
UCEC_TCGA-EY-A2ON	4	10	3	15	0	0	0	0	5	3	2	4	4	7	8	7	4	0	15	3	2	9
UCEC_TCGA-EY-A2OO	3	8	10	16	2	11	1	3	8	0	0	2	5	2	0	3	0	0	7	1	0	1
UCEC_TCGA-EY-A2OP	2	72	36	82	38	71	52	0	103	32	83	6	11	0	3	0	10	3	11	3	9	2
UCEC_TCGA-EY-A2OQ	0	4	7	16	0	2	2	0	5	0	1	3	4	4	2	0	4	0	4	2	6	3
UCEC_TCGA-EY-A3L3	1	4	4	6	6	9	1	0	2	0	3	0	0	5	17	0	6	2	10	2	2	3
UCEC_TCGA-EY-A3QX	6	4	5	6	1	9	1	0	4	2	0	2	5	3	3	0	3	0	25	0	1	1
UCEC_TCGA-EY-A4KR	1	6	5	8	3	13	4	3	5	1	5	0	3	1	21	0	11	6	28	0	2	0
UCEC_TCGA-EY-A547	1	29	7	22	9	24	7	0	32	10	20	5	0	2	0	13	7	0	24	5	5	14
UCEC_TCGA-EY-A548	6	113	43	95	83	82	24	2	102	34	74	1	24	10	5	0	1	0	17	5	5	7
UCEC_TCGA-EY-A549	4	384	200	635	27	573	0	3	84	6	0	0	0	0	0	0	0	0	0	0	0	0
UCEC_TCGA-EY-A54A	2	10	6	9	6	9	6	3	0	3	4	2	8	4	17	5	4	6	28	2	6	9
UCEC_TCGA-EY-A5W2	8	101	49	79	142	102	103	2	166	60	128	0	24	13	2	15	18	12	9	10	0	5
UCEC_TCGA-EY-A72D	3	4	5	8	13	5	0	0	0	1	1	2	5	0	2	0	1	2	2	0	8	7
UCEC_TCGA-FI-A2CX	0	1	2	0	2	5	0	0	0	0	1	1	0	0	7	0	2	0	2	0	6	1
UCEC_TCGA-FI-A2CY	0	5	5	4	9	11	1	2	2	0	2	0	4	1	4	0	1	0	5	1	0	0
UCEC_TCGA-FI-A2D0	109	2412	1032	1411	1114	1967	62	252	628	642	130	182	770	533	0	0	0	27	0	0	0	0
UCEC_TCGA-FI-A2D2	4	4	3	3	5	8	0	0	0	0	2	0	0	0	3	0	2	0	13	0	1	1
UCEC_TCGA-FI-A2D4	6	65	23	40	45	63	31	2	53	9	51	0	12	7	12	0	20	1	10	3	1	9
UCEC_TCGA-FI-A2D5	2026	3950	1993	735	2401	1041	1277	1175	349	2372	325	1293	171	384	0	3833	165	563	0	0	0	0
UCEC_TCGA-FI-A2D6	6	111	40	90	102	84	71	3	75	38	135	0	9	8	1	0	1	5	32	5	7	15
UCEC_TCGA-FI-A2EU	0	7	2	6	3	10	3	0	5	0	2	1	5	3	10	0	0	3	5	0	2	4
UCEC_TCGA-FI-A2EW	0	0	9	7	0	16	2	7	3	1	0	0	7	17	25	7	5	0	10	11	3	6
UCEC_TCGA-FI-A2EX	1	8	6	9	0	5	0	0	3	0	4	0	0	9	13	0	4	1	4	0	8	0
UCEC_TCGA-FI-A2EY	3	4	9	14	5	11	3	1	3	6	2	1	3	14	25	7	4	0	20	0	6	5
UCEC_TCGA-FI-A2F4	34	73	11	17	351	49	500	0	318	232	632	73	370	11	0	0	193	69	0	0	16	111
UCEC_TCGA-FI-A2F8	1	8	8	3	0	3	1	0	0	6	2	0	1	18	35	6	5	0	2	0	3	5
UCEC_TCGA-FI-A2F9	3	6	2	10	1	5	1	0	4	5	3	3	0	0	1	0	2	0	10	2	4	0
UCEC_TCGA-FI-A3PV	1	6	7	7	1	8	1	0	0	3	2	7	9	3	23	0	1	0	14	3	4	0
UCEC_TCGA-FI-A3PX	4	10	5	7	0	10	1	7	4	9	3	2	12	6	8	0	0	4	33	0	0	1
UCEC_TCGA-H5-A2HR	1	2	3	6	6	13	1	7	0	0	2	1	2	0	3	0	4	0	5	0	6	4
UCEC_TCGA-JU-AAVI	1	9	3	4	0	15	0	0	5	1	0	0	0	0	8	1	8	1	8	2	4	3
UCEC_TCGA-K6-A3WQ	0	2	2	3	2	7	0	4	0	3	2	3	0	3	2	2	3	0	11	0	2	0
UCEC_TCGA-KJ-A3U4	0	5	1	9	1	2	0	2	0	0	0	5	6	6	1	1	2	2	14	4	8	1
UCEC_TCGA-KP-A3VZ	3	4	5	2	4	16	2	5	12	1	6	4	5	3	8	0	6	1	32	3	13	9
UCEC_TCGA-KP-A3W0	0	3	3	8	2	1	0	0	2	2	5	0	4	0	1	0	0	0	5	0	4	3
UCEC_TCGA-KP-A3W1	0	5	7	6	5	9	1	1	0	1	1	1	0	8	8	2	1	1	6	0	1	2
UCEC_TCGA-KP-A3W3	2	0	4	7	0	2	1	3	5	0	4	0	8	2	4	2	1	0	12	0	2	2
UCEC_TCGA-KP-A3W4	1	5	4	4	4	3	1	0	1	2	0	1	4	0	10	0	1	0	5	0	21	2
UCEC_TCGA-PG-A5BC	0	5	3	6	4	10	1	2	4	0	5	0	0	3	2	0	7	0	6	0	5	6
UCEC_TCGA-PG-A6IB	1	55	27	76	52	77	54	5	104	4	62	0	7	13	0	13	2	3	15	1	32	6
UCEC_TCGA-PG-A7D5	1	2	3	11	4	12	0	0	2	0	0	0	5	4	2	0	0	1	1	4	2	1
UCEC_TCGA-PG-A914	6	3	10	10	1	17	0	1	2	0	0	2	13	18	98	8	0	3	15	1	0	6
UCEC_TCGA-PG-A915	1	6	4	7	7	7	1	0	2	3	3	4	8	7	10	0	2	3	27	1	5	5
UCEC_TCGA-PG-A916	0	11	2	6	1	4	1	5	3	1	0	3	3	0	0	0	1	0	12	0	3	1
UCEC_TCGA-PG-A917	13	92	34	95	78	90	70	19	185	38	74	29	6	14	0	35	2	0	39	15	48	74
UCEC_TCGA-QF-A5YS	962	80	705	69	84	6	21	450	5	33	4	38	25	67	0	0	13	0	0	207	0	0
UCEC_TCGA-QF-A5YT	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
UCEC_TCGA-QS-A5YQ	638	40	363	34	37	9	13	288	0	11	4	4	6	36	0	0	15	0	0	153	0	0
UCEC_TCGA-QS-A5YR	4	46	12	53	24	40	26	3	58	7	30	0	7	3	0	0	13	0	10	0	6	0
UCEC_TCGA-QS-A744	0	16	7	16	0	11	0	2	0	4	1	7	11	0	5	0	2	0	6	2	2	2
UCEC_TCGA-QS-A8F1	1	7	2	8	5	8	0	2	0	3	8	4	8	4	8	0	2	0	20	3	7	2
UCEC_TCGA-SJ-A6ZI	22	414	140	373	307	317	177	10	228	60	141	2	24	13	0	0	15	10	2	0	5	20
UCEC_TCGA-SJ-A6ZJ	3	10	6	17	5	5	0	2	0	5	2	0	9	3	4	1	6	1	15	3	2	5
UCEC_TCGA-SL-A6J9	0	2	1	8	3	5	1	5	2	1	3	0	14	3	1	0	5	0	9	0	7	2
UCEC_TCGA-SL-A6JA	10	157	40	120	74	101	56	12	169	30	80	9	19	10	4	0	5	4	13	2	37	30
STAD_TCGA-3M-AB46	5	11	5	9	5	2	11	5	12	4	7	2	13	8	23	9	3	2	41	8	9	5
STAD_TCGA-3M-AB47	11	15	11	17	0	16	0	2	3	2	10	4	13	5	0	0	0	4	4	0	23	1
STAD_TCGA-B7-5816	11	165	57	173	155	120	98	10	81	169	138	25	24	21	0	34	10	52	24	6	28	6
STAD_TCGA-B7-5818	0	19	14	25	0	2	2	60	54	0	38	0	45	50	10	20	27	55	0	0	51	22
STAD_TCGA-B7-A5TI	16	124	39	105	57	102	57	4	41	31	55	7	7	0	16	0	12	2	8	0	0	10
STAD_TCGA-B7-A5TJ	5	44	21	46	8	36	4	10	19	4	4	1	22	6	1	0	5	41	2	9	16	8
STAD_TCGA-B7-A5TK	2	7	3	15	1	11	1	0	0	0	2	0	0	1	11	7	1	0	0	0	7	1
STAD_TCGA-B7-A5TN	1	3	11	14	3	8	0	3	5	1	0	3	0	2	1	1	0	3	18	0	23	0
STAD_TCGA-BR-4183	1	6	5	10	3	15	0	4	1	0	1	0	6	1	1	5	0	2	4	1	4	0
STAD_TCGA-BR-4184	27	1892	92	242	948	176	69	0	167	177	24	121	12	12	0	166	0	7	0	0	0	5
STAD_TCGA-BR-4187	1	6	5	9	3	0	0	2	0	1	0	0	3	0	2	0	0	0	0	2	3	1
STAD_TCGA-BR-4188	0	12	6	24	1	22	0	0	9	0	5	0	0	1	3	0	2	4	3	3	8	0
STAD_TCGA-BR-4191	5	8	7	6	7	5	11	13	14	0	7	10	13	17	19	20	5	0	70	0	6	11
STAD_TCGA-BR-4201	9	232	99	230	165	193	52	5	183	73	115	24	39	1	4	31	16	3	0	8	0	15
STAD_TCGA-BR-4253	0	5	7	14	6	1	1	0	6	0	2	2	13	5	7	12	2	11	5	0	2	3
STAD_TCGA-BR-4255	1	6	6	11	2	5	0	0	0	5	0	0	10	2	1	2	12	2	4	0	4	1
STAD_TCGA-BR-4256	9	151	40	132	114	130	90	4	101	117	89	5	21	24	11	0	13	54	17	10	0	5
STAD_TCGA-BR-4257	15	151	76	136	116	146	90	0	99	115	123	14	32	6	0	16	33	28	4	0	13	20
STAD_TCGA-BR-4267	3	2	5	6	1	4	0	4	8	5	1	1	1	0	9	0	0	8	38	1	2	8
STAD_TCGA-BR-4279	3	5	11	5	3	10	0	0	2	4	3	0	2	0	2	0	1	1	2	0	4	3
STAD_TCGA-BR-4280	1	114	18	67	75	58	67	4	32	50	119	17	7	6	0	42	21	50	22	1	1	0
STAD_TCGA-BR-4292	7	286	123	340	85	272	45	5	80	68	78	28	0	1	5	0	13	9	12	7	13	19
STAD_TCGA-BR-4294	0	4	0	0	4	0	0	0	3	3	0	0	3	5	0	0	0	0	11	0	6	0
STAD_TCGA-BR-4357	4	7	13	10	13	13	9	5	9	0	16	7	11	13	46	9	14	53	15	7	21	24
STAD_TCGA-BR-4361	12	251	85	193	339	243	96	20	193	736	277	1	29	47	4	132	176	25	0	0	0	82
STAD_TCGA-BR-4362	14	254	66	262	117	225	66	10	77	191	137	31	0	1	2	64	12	124	14	0	17	25
STAD_TCGA-BR-4363	4	80	35	89	51	63	36	4	64	44	62	8	0	0	0	15	8	14	5	0	0	4
STAD_TCGA-BR-4366	1	13	5	18	11	15	1	0	3	4	7	3	18	5	14	0	6	16	26	8	2	3
STAD_TCGA-BR-4368	8	222	71	215	158	189	62	4	170	100	112	20	28	9	17	0	6	10	0	8	17	8
STAD_TCGA-BR-4369	5	19	13	18	7	11	1	1	5	1	2	0	7	17	15	12	0	71	10	9	4	5
