Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
STAD_TCGA-BR-8080	44	9	6	15	15	3	5	16	0	14	45	5	46
STAD_TCGA-BR-8081	383	0	34	115	178	85	60	22	0	103	12	7	23
STAD_TCGA-BR-8284	160	3	17	32	28	36	18	1	20	33	32	9	12
STAD_TCGA-BR-8285	31	0	5	4	0	5	4	9	21	0	23	2	16
STAD_TCGA-BR-8286	23	4	5	18	0	5	11	5	29	0	32	10	26
STAD_TCGA-BR-8289	30	2	10	6	16	6	9	9	14	9	45	13	70
STAD_TCGA-BR-8291	6	5	0	0	3	0	1	0	0	0	11	2	4
STAD_TCGA-BR-8295	6	0	4	6	2	0	1	1	0	3	18	6	10
STAD_TCGA-BR-8296	40	0	4	1	2	3	0	1	0	1	22	16	0
STAD_TCGA-BR-8297	41	0	3	19	5	8	17	8	23	5	28	16	118
STAD_TCGA-BR-8360	351	0	38	185	121	52	60	0	17	112	44	5	15
STAD_TCGA-BR-8361	653	11	62	163	316	56	159	0	61	200	0	10	49
STAD_TCGA-BR-8363	365	0	37	136	190	92	184	0	49	163	23	9	82
STAD_TCGA-BR-8364	4	0	2	0	1	0	2	0	5	6	3	1	1
STAD_TCGA-BR-8365	7	0	2	0	1	0	0	5	7	0	5	2	0
STAD_TCGA-BR-8366	7	3	3	25	0	0	0	33	40	34	0	5	60
STAD_TCGA-BR-8367	26	1	3	7	8	0	2	0	1	0	16	4	7
STAD_TCGA-BR-8368	518	2	28	75	150	35	61	0	19	139	24	0	22
STAD_TCGA-BR-8369	54	2	5	9	5	11	10	13	24	15	42	7	59
STAD_TCGA-BR-8370	45	0	1	1	6	10	0	0	12	15	40	6	6
STAD_TCGA-BR-8371	6	0	1	0	0	2	5	1	5	1	0	1	3
STAD_TCGA-BR-8372	323	4	29	136	112	53	382	0	0	370	1	0	34
STAD_TCGA-BR-8373	30	6	8	0	17	0	11	3	1	0	17	9	11
STAD_TCGA-BR-8380	38	0	10	5	0	2	0	2	0	0	22	4	8
STAD_TCGA-BR-8381	39	4	1	10	10	1	3	4	27	0	48	10	6
STAD_TCGA-BR-8382	400	4	24	114	143	43	47	2	0	211	5	3	29
STAD_TCGA-BR-8384	13	0	1	3	1	4	3	5	8	0	13	1	10
STAD_TCGA-BR-8483	39	6	3	16	0	0	0	0	13	17	45	1	14
STAD_TCGA-BR-8484	15	0	6	6	2	0	5	6	18	2	22	5	13
STAD_TCGA-BR-8485	21	5	6	0	12	0	25	25	15	0	19	10	250
STAD_TCGA-BR-8486	11	0	0	6	6	3	8	3	12	0	15	4	0
STAD_TCGA-BR-8487	1059	0	51	182	755	268	658	6	16	152	0	19	27
STAD_TCGA-BR-8588	51	2	1	0	9	4	2	4	18	14	21	2	23
STAD_TCGA-BR-8589	0	3	1	15	0	0	14	388	0	69	0	13	886
STAD_TCGA-BR-8590	31	2	0	0	8	5	2	8	6	4	16	11	62
STAD_TCGA-BR-8591	492	0	30	139	220	134	176	0	49	340	0	5	42
STAD_TCGA-BR-8592	20	0	4	0	0	0	4	0	8	6	0	0	1
STAD_TCGA-BR-8676	23	3	5	3	7	1	2	5	7	0	24	7	12
STAD_TCGA-BR-8677	19	0	8	0	0	5	4	5	14	0	22	7	0
STAD_TCGA-BR-8678	32	9	14	5	6	0	0	0	11	8	27	19	5
STAD_TCGA-BR-8679	58	3	3	21	5	1	4	12	24	2	31	19	17
STAD_TCGA-BR-8680	0	1713	2118	1133	0	0	718	1927	0	0	0	0	203
STAD_TCGA-BR-8682	43	1	10	0	4	0	0	4	0	0	13	5	4
STAD_TCGA-BR-8683	48	7	3	4	10	3	12	2	24	7	57	7	3
STAD_TCGA-BR-8686	37	5	6	4	6	5	0	0	16	0	40	14	5
STAD_TCGA-BR-8687	11	4	3	0	21	0	5	15	32	1	7	5	129
STAD_TCGA-BR-8690	36	6	6	11	7	14	16	9	2	7	50	15	14
STAD_TCGA-BR-A44T	6	0	4	1	3	0	2	0	3	4	0	0	0
STAD_TCGA-BR-A44U	44	0	4	0	9	0	1	7	10	0	20	2	14
STAD_TCGA-BR-A452	8	0	8	6	2	0	0	14	14	0	19	22	38
STAD_TCGA-BR-A453	16	0	3	11	3	22	0	0	11	14	6	0	0
STAD_TCGA-BR-A4CQ	51	7	6	0	15	0	5	0	40	11	67	8	14
STAD_TCGA-BR-A4CR	16	2	0	3	10	5	0	3	11	8	23	2	2
STAD_TCGA-BR-A4CS	44	12	11	7	4	3	0	5	31	10	45	15	7
STAD_TCGA-BR-A4IU	9	1	5	1	3	0	2	0	1	5	0	0	1
STAD_TCGA-BR-A4IV	2	0	1	4	6	1	2	2	3	0	11	3	5
STAD_TCGA-BR-A4IY	49	6	3	0	15	0	9	2	4	9	72	15	3
STAD_TCGA-BR-A4IZ	10	0	2	0	1	1	0	0	0	0	4	0	2
STAD_TCGA-BR-A4J1	19	0	6	6	0	7	5	1	0	0	31	8	4
STAD_TCGA-BR-A4J2	32	1	6	1	1	0	0	4	2	9	12	0	2
STAD_TCGA-BR-A4J4	36	3	2	0	0	7	5	0	28	4	16	0	0
STAD_TCGA-BR-A4J5	41	2	0	0	5	1	6	6	8	6	26	0	14
STAD_TCGA-BR-A4J6	0	0	0	2	0	1	0	1	7	8	17	2	1
STAD_TCGA-BR-A4J7	21	0	4	14	1	0	3	1	10	1	10	0	3
STAD_TCGA-BR-A4J8	39	1	10	7	0	4	11	3	0	0	22	10	8
STAD_TCGA-BR-A4J9	15	0	2	0	5	0	1	0	7	1	11	2	4
STAD_TCGA-BR-A4PD	5	1	6	9	0	5	14	7	24	9	21	11	81
STAD_TCGA-BR-A4PE	59	4	7	23	5	6	0	6	35	3	65	10	32
STAD_TCGA-BR-A4PF	25	6	1	10	8	0	3	0	13	8	33	7	5
STAD_TCGA-BR-A4QI	25	1	9	13	9	2	0	4	11	5	36	15	20
STAD_TCGA-BR-A4QL	889	18	75	221	208	61	100	0	69	248	21	10	32
STAD_TCGA-BR-A4QM	21	0	9	15	4	2	4	2	14	9	21	4	18
STAD_TCGA-CD-5798	20	3	8	15	0	2	0	13	12	3	29	6	9
STAD_TCGA-CD-5799	15	0	4	7	0	4	1	0	2	4	17	1	2
STAD_TCGA-CD-5800	37	1	16	24	2	6	6	10	36	0	25	36	4
STAD_TCGA-CD-5801	3	4	24	18	21	0	8	186	63	23	27	22	146
STAD_TCGA-CD-5802	13	1	2	0	12	0	3	3	12	0	3	15	0
STAD_TCGA-CD-5803	7	0	2	5	2	0	0	1	1	3	19	4	1
STAD_TCGA-CD-5804	32	1	4	3	1	2	7	1	13	6	10	8	1
STAD_TCGA-CD-5813	45	8	7	8	11	0	17	3	9	15	68	20	12
STAD_TCGA-CD-8524	59	4	7	9	13	1	6	0	22	8	43	3	15
STAD_TCGA-CD-8525	13	2	10	6	0	2	0	3	0	12	23	22	6
STAD_TCGA-CD-8526	13	1	3	10	0	0	1	0	8	3	14	2	2
STAD_TCGA-CD-8527	93	4	10	25	16	17	16	0	27	29	42	8	21
STAD_TCGA-CD-8528	54	3	6	0	10	0	1	4	12	17	25	0	3
STAD_TCGA-CD-8529	20	12	11	19	18	15	10	13	55	21	215	88	8
STAD_TCGA-CD-8530	25	4	2	3	2	4	5	1	0	0	19	14	36
STAD_TCGA-CD-8531	43	0	9	25	41	8	22	11	39	13	96	4	14
STAD_TCGA-CD-8532	14	1	4	0	0	2	9	1	4	0	8	5	2
STAD_TCGA-CD-8533	63	0	10	3	3	0	4	10	16	9	29	7	1
STAD_TCGA-CD-8534	21	2	1	8	0	0	4	2	12	0	10	12	0
STAD_TCGA-CD-8535	13	4	18	24	11	4	0	23	65	4	41	21	106
STAD_TCGA-CD-8536	404	9	23	89	161	67	75	0	10	117	0	0	8
STAD_TCGA-CD-A486	26	4	5	19	0	2	0	0	16	9	24	6	1
STAD_TCGA-CD-A487	26	6	8	4	14	0	1	8	31	0	23	23	71
STAD_TCGA-CD-A489	11	0	6	7	0	1	2	8	12	13	20	9	7
STAD_TCGA-CD-A48A	43	6	19	11	8	2	21	8	28	2	42	15	86
STAD_TCGA-CD-A48C	42	9	16	14	1	3	2	0	16	13	63	15	78
STAD_TCGA-CD-A4MG	663	0	54	379	515	231	248	23	0	463	0	0	22
STAD_TCGA-CD-A4MH	26	2	0	6	17	0	5	1	13	0	19	8	2
STAD_TCGA-CD-A4MI	326	3	43	107	260	73	75	17	0	169	18	0	20
STAD_TCGA-CD-A4MJ	258	0	10	62	106	63	92	0	4	96	15	0	14
STAD_TCGA-CG-4300	45	4	7	1	7	5	14	4	18	0	34	3	21
STAD_TCGA-CG-4301	14	3	0	0	4	0	2	3	9	3	15	11	0
STAD_TCGA-CG-4304	15	2	3	1	13	0	3	4	0	5	16	18	3
STAD_TCGA-CG-4305	428	4	27	108	227	99	126	0	29	216	0	9	38
STAD_TCGA-CG-4306	574	8	31	38	211	40	86	12	23	129	20	15	5
STAD_TCGA-CG-4436	56	0	6	0	2	2	7	13	10	0	37	12	75
STAD_TCGA-CG-4437	59	11	14	31	27	19	24	9	60	27	297	57	14
STAD_TCGA-CG-4438	37	3	3	0	21	0	8	3	5	6	53	28	4
STAD_TCGA-CG-4440	14	7	13	19	1	3	0	8	10	16	23	22	17
STAD_TCGA-CG-4441	35	3	13	0	12	2	5	0	17	1	17	1	29
STAD_TCGA-CG-4442	441	0	52	110	266	110	372	0	0	203	0	2	24
STAD_TCGA-CG-4443	7	1	0	8	3	3	5	5	13	1	51	19	1
STAD_TCGA-CG-4444	25	2	7	5	10	2	0	2	23	0	36	8	110
STAD_TCGA-CG-4449	9	3	9	18	0	2	11	1	18	1	17	15	7
STAD_TCGA-CG-4455	2	0	2	0	0	0	0	3	18	5	19	3	2
STAD_TCGA-CG-4460	1197	12	142	148	301	68	156	39	0	75	45	0	18
STAD_TCGA-CG-4462	36	3	7	1	3	0	2	8	4	0	17	3	13
STAD_TCGA-CG-4465	151	0	17	94	136	57	47	0	17	126	0	3	39
STAD_TCGA-CG-4466	30	4	8	7	5	5	3	25	12	0	37	17	95
STAD_TCGA-CG-4469	58	14	11	20	8	11	8	5	27	0	51	12	160
STAD_TCGA-CG-4474	45	1	8	3	12	2	4	8	0	2	14	8	0
STAD_TCGA-CG-4475	12	0	4	0	10	0	4	8	7	0	21	6	1
STAD_TCGA-CG-4476	28	5	3	0	14	6	10	4	7	0	44	23	2
STAD_TCGA-CG-4477	14	0	4	0	6	1	0	1	10	0	24	7	4
STAD_TCGA-CG-5716	7	1	2	0	0	0	4	0	0	0	9	0	1
STAD_TCGA-CG-5717	3	2	3	8	4	6	9	2	11	22	54	31	9
STAD_TCGA-CG-5718	13	1	6	9	0	0	3	0	32	9	23	9	2
STAD_TCGA-CG-5719	27	0	4	0	8	0	5	5	15	0	12	14	0
STAD_TCGA-CG-5720	25	1	2	2	2	0	5	1	15	9	27	9	5
STAD_TCGA-CG-5721	1014	0	92	49	152	202	3274	0	86	0	26	0	69
STAD_TCGA-CG-5722	29	0	7	0	1	4	3	5	11	9	26	8	1
STAD_TCGA-CG-5723	583	12	61	303	312	39	293	45	8	151	21	11	34
STAD_TCGA-CG-5724	33	1	8	5	11	2	2	4	20	1	21	3	32
STAD_TCGA-CG-5725	7	0	5	3	0	3	0	2	10	0	18	0	2
STAD_TCGA-CG-5726	397	1	82	319	156	70	154	0	8	181	38	8	14
STAD_TCGA-CG-5727	50	6	19	6	5	7	5	6	12	8	56	17	6
STAD_TCGA-CG-5728	576	2	43	156	192	70	145	19	0	284	9	10	29
STAD_TCGA-CG-5730	47	6	14	15	9	0	7	2	34	5	30	33	0
STAD_TCGA-CG-5732	15	0	3	0	5	2	3	3	15	4	19	5	5
STAD_TCGA-CG-5733	369	10	53	106	244	42	80	0	40	223	0	0	26
STAD_TCGA-CG-5734	24	1	9	16	0	1	1	4	18	12	13	1	12
STAD_TCGA-D7-5577	20	4	9	6	5	0	3	14	36	0	30	5	12
STAD_TCGA-D7-5578	83	6	8	4	12	0	15	0	13	11	33	31	77
STAD_TCGA-D7-5579	14	3	13	10	4	9	1	17	5	21	29	17	31
STAD_TCGA-D7-6518	24	6	4	9	6	0	0	3	7	6	19	10	10
STAD_TCGA-D7-6519	9	0	6	0	2	3	3	4	7	2	25	5	1
STAD_TCGA-D7-6520	19	3	3	5	0	1	4	1	8	6	11	10	5
STAD_TCGA-D7-6521	25	0	14	6	6	0	0	1	9	1	14	12	0
STAD_TCGA-D7-6522	22	2	1	0	8	2	1	3	0	0	14	4	9
STAD_TCGA-D7-6524	43	4	12	0	7	2	7	5	4	3	37	0	0
STAD_TCGA-D7-6525	23	13	11	16	0	5	1	0	18	18	32	16	48
STAD_TCGA-D7-6526	34	6	10	10	7	0	1	6	31	14	63	25	61
STAD_TCGA-D7-6527	30	2	5	15	1	2	0	29	7	2	32	25	117
STAD_TCGA-D7-6528	13	8	13	34	0	4	5	43	44	0	59	38	161
STAD_TCGA-D7-6815	57	3	3	15	0	2	0	0	44	10	29	3	5
STAD_TCGA-D7-6817	27	0	0	5	10	1	8	0	9	0	33	2	10
STAD_TCGA-D7-6818	14	2	2	14	1	1	6	6	20	4	10	4	108
STAD_TCGA-D7-6820	20	0	2	1	9	0	3	10	12	8	35	20	1
STAD_TCGA-D7-6822	24	5	10	12	0	0	10	31	24	23	28	19	121
STAD_TCGA-D7-8570	36	1	5	6	6	0	0	0	20	0	61	13	6
STAD_TCGA-D7-8572	28	5	15	6	15	4	4	6	40	0	77	12	10
STAD_TCGA-D7-8573	33	0	6	3	5	0	4	1	11	15	16	3	8
STAD_TCGA-D7-8574	18	1	0	0	3	1	0	0	8	3	12	0	3
STAD_TCGA-D7-8575	14	3	5	0	3	0	1	1	10	5	14	1	0
STAD_TCGA-D7-8576	21	0	3	7	2	4	6	0	11	0	13	4	0
STAD_TCGA-D7-8578	25	0	3	9	0	0	0	0	13	7	10	0	0
STAD_TCGA-D7-8579	35	3	6	12	0	0	8	0	4	7	10	1	57
STAD_TCGA-D7-A4YT	20	5	12	17	15	11	6	10	33	16	163	44	12
STAD_TCGA-D7-A4YU	57	1	15	11	5	9	9	9	27	7	61	12	62
STAD_TCGA-D7-A4YV	445	5	38	117	170	56	36	0	0	78	29	3	23
STAD_TCGA-D7-A4YX	47	1	5	0	3	0	7	0	12	0	18	7	0
STAD_TCGA-D7-A4YY	145	3	19	66	80	32	24	5	33	46	30	0	67
STAD_TCGA-D7-A4Z0	23	4	4	17	2	0	0	14	0	0	0	4	298
STAD_TCGA-D7-A6ET	8	0	2	0	3	0	0	2	7	2	7	3	0
STAD_TCGA-D7-A6EV	59	0	10	8	2	15	9	3	18	7	36	11	26
STAD_TCGA-D7-A6EX	26	2	14	7	16	5	2	0	13	0	46	10	12
STAD_TCGA-D7-A6EY	446	2	12	189	105	56	212	10	0	385	29	3	112
STAD_TCGA-D7-A6EZ	17	0	9	21	9	7	12	2	20	19	133	43	22
STAD_TCGA-D7-A6F0	24	6	11	24	0	0	0	0	20	18	24	20	10
STAD_TCGA-D7-A6F2	28	0	3	0	7	0	3	10	0	5	30	4	0
STAD_TCGA-D7-A747	14	0	4	3	2	0	0	0	21	0	13	8	61
STAD_TCGA-D7-A748	17	2	3	7	0	0	0	0	6	7	3	0	6
STAD_TCGA-D7-A74A	49	3	10	0	3	0	4	0	21	0	29	72	4
STAD_TCGA-D7-A74B	9	1	3	0	0	2	2	2	9	9	0	2	3
STAD_TCGA-EQ-5647	16	1	8	5	0	3	7	5	10	0	29	17	9
STAD_TCGA-EQ-8122	42	3	13	18	18	2	7	5	42	0	41	24	13
STAD_TCGA-EQ-A4SO	13	1	4	8	16	0	10	0	7	14	95	30	7
STAD_TCGA-F1-6177	652	0	37	121	221	55	69	0	31	187	0	1	21
STAD_TCGA-F1-6874	349	3	37	59	192	109	73	0	58	68	21	2	20
STAD_TCGA-F1-6875	33	0	6	0	4	1	3	8	17	11	19	7	6
STAD_TCGA-F1-A448	249	0	13	70	103	25	43	17	0	136	0	0	12
STAD_TCGA-F1-A72C	20	2	0	6	0	0	2	0	9	1	13	2	6
STAD_TCGA-FP-7735	12	1	6	0	5	1	0	5	10	1	14	16	0
STAD_TCGA-FP-7829	60	22	11	21	9	7	0	1	52	22	72	4	25
STAD_TCGA-FP-7916	46	3	5	10	4	7	0	0	5	6	29	8	2
STAD_TCGA-FP-7998	20	3	5	5	1	3	5	0	8	1	16	10	4
STAD_TCGA-FP-8099	55	7	21	11	17	2	1	7	17	8	17	8	2
STAD_TCGA-FP-8209	0	0	0	1	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	2	0	1	0	0	2	0	0	0
STAD_TCGA-FP-8211	1	5	2	8	10	0	3	0	5	7	59	11	5
STAD_TCGA-FP-8631	7	4	6	3	12	0	1	9	15	4	38	15	6
STAD_TCGA-FP-A4BE	784	0	43	96	223	137	107	7	0	210	0	0	34
STAD_TCGA-FP-A4BF	28	4	5	21	0	3	1	10	14	3	22	5	6
STAD_TCGA-FP-A8CX	24	0	9	0	2	7	8	0	12	4	30	6	12
STAD_TCGA-FP-A9TM	64	2	4	6	7	7	3	0	31	16	56	11	1
STAD_TCGA-HF-7131	10	0	0	0	4	0	4	6	9	3	21	36	22
STAD_TCGA-HF-7132	531	3	46	209	156	101	61	4	20	226	0	1	22
STAD_TCGA-HF-7133	21	0	1	9	5	3	1	2	18	4	17	6	2
STAD_TCGA-HF-7134	67	8	13	8	1	11	11	12	48	3	59	16	98
STAD_TCGA-HF-7136	20	0	4	14	0	4	3	2	3	0	37	5	4
STAD_TCGA-HF-A5NB	564	6	25	188	217	32	199	0	4	279	0	0	42
STAD_TCGA-HJ-7597	438	2	21	23	166	29	89	19	0	87	0	0	2
STAD_TCGA-HU-8238	38	1	13	9	0	6	8	0	20	0	37	19	51
STAD_TCGA-HU-8243	58	2	8	3	7	0	9	4	10	9	34	14	3
STAD_TCGA-HU-8244	73	0	7	0	6	0	2	8	26	2	29	4	8
STAD_TCGA-HU-8245	17	1	1	7	7	0	6	5	0	13	12	3	5
STAD_TCGA-HU-8249	59	4	9	15	4	5	0	9	20	15	22	12	1
STAD_TCGA-HU-8602	718	0	64	134	200	108	157	0	0	362	0	0	18
STAD_TCGA-HU-8604	65	12	17	19	8	5	2	0	29	8	46	4	43
STAD_TCGA-HU-8608	18	1	6	15	0	6	8	0	13	7	19	10	2
STAD_TCGA-HU-8610	17	3	8	11	1	0	0	2	3	2	10	5	7
STAD_TCGA-HU-A4G2	15	3	7	0	2	2	7	0	11	1	14	1	0
STAD_TCGA-HU-A4G3	38	2	9	3	10	0	0	8	21	11	14	2	8
STAD_TCGA-HU-A4G6	27	2	6	7	2	1	0	1	17	5	22	0	6
STAD_TCGA-HU-A4G8	680	5	47	131	252	39	222	9	16	196	0	10	14
STAD_TCGA-HU-A4G9	341	5	28	52	146	1	55	7	0	196	0	0	20
STAD_TCGA-HU-A4GC	57	1	12	17	3	6	5	13	6	0	26	6	18
STAD_TCGA-HU-A4GD	27	1	0	0	8	0	4	5	7	6	29	17	3
STAD_TCGA-HU-A4GF	28	1	9	25	1	1	4	10	11	14	35	8	22
STAD_TCGA-HU-A4GH	1	4	9	30	0	3	21	47	18	0	0	19	807
STAD_TCGA-HU-A4GJ	2	1	0	0	0	0	0	0	3	0	0	0	0
STAD_TCGA-HU-A4GN	467	0	41	159	210	99	79	2	23	184	9	3	23
STAD_TCGA-HU-A4GP	58	10	12	23	5	7	8	0	22	14	82	10	12
STAD_TCGA-HU-A4GQ	952	7	44	122	300	107	142	0	39	279	0	0	38
STAD_TCGA-HU-A4GT	452	1	20	157	185	87	185	1	0	365	0	0	33
STAD_TCGA-HU-A4GU	252	2	17	899	7	236	0	2	0	133	64	19	95
STAD_TCGA-HU-A4GX	583	4	51	91	253	75	122	20	0	130	0	0	0
STAD_TCGA-HU-A4GY	30	3	0	2	1	2	1	2	18	2	15	0	3
STAD_TCGA-HU-A4H0	56	7	5	0	13	5	16	12	39	5	50	3	5
STAD_TCGA-HU-A4H2	52	0	7	15	6	11	6	2	27	12	56	4	30
STAD_TCGA-HU-A4H3	331	9	21	93	184	66	64	0	27	153	2	1	32
STAD_TCGA-HU-A4H4	144	0	5	55	57	59	212	5	2	116	32	9	71
STAD_TCGA-HU-A4H5	21	6	7	12	30	6	1	0	36	19	165	14	11
STAD_TCGA-HU-A4H6	57	0	7	0	13	0	3	10	15	7	24	3	9
STAD_TCGA-HU-A4H8	611	0	20	170	199	88	6	11	19	108	34	6	16
STAD_TCGA-HU-A4HB	2	0	0	0	0	0	0	2	5	0	1	0	3
STAD_TCGA-HU-A4HD	31	6	10	10	7	6	20	7	30	0	61	23	15
STAD_TCGA-IN-7806	25	3	1	0	4	0	8	2	17	0	19	8	2
STAD_TCGA-IN-7808	33	7	9	13	0	7	0	0	17	3	24	3	15
STAD_TCGA-IN-8462	34	1	3	9	3	8	1	1	9	21	32	12	9
STAD_TCGA-IN-8663	31	1	6	15	0	3	0	7	40	5	43	8	69
STAD_TCGA-IN-A6RI	19	0	0	6	0	0	10	6	27	6	14	2	40
STAD_TCGA-IN-A6RJ	26	0	6	0	11	7	7	4	14	5	30	6	51
STAD_TCGA-IN-A6RL	11	65	7	25	25	19	36	56	30	94	123	32	41
STAD_TCGA-IN-A6RN	17	3	7	0	17	2	3	5	12	0	57	22	10
STAD_TCGA-IN-A6RO	49	14	22	5	13	18	0	0	29	13	123	46	30
STAD_TCGA-IN-A6RP	58	4	13	18	1	5	0	0	18	6	37	32	10
STAD_TCGA-IN-A6RR	35	2	7	7	0	14	8	0	56	3	20	9	36
STAD_TCGA-IN-A6RS	33	3	5	19	4	1	0	3	29	4	23	6	2
STAD_TCGA-IN-A7NR	15	1	5	12	4	4	0	2	15	0	11	0	44
STAD_TCGA-IN-A7NT	20	1	2	16	4	2	0	8	10	15	13	16	29
STAD_TCGA-IN-A7NU	24	3	4	4	7	0	9	3	16	0	24	0	23
STAD_TCGA-IN-AB1V	11	1	5	9	3	1	3	0	17	0	20	3	2
STAD_TCGA-IN-AB1X	22	4	9	0	8	8	2	9	26	5	21	5	22
STAD_TCGA-IP-7968	58	1	4	0	15	3	0	0	9	4	21	7	11
STAD_TCGA-KB-A6F5	20	1	4	8	0	0	2	0	24	7	13	2	2
STAD_TCGA-KB-A6F7	18	0	1	2	15	8	0	6	0	12	48	7	7
STAD_TCGA-KB-A93G	17	1	8	11	0	3	0	0	31	10	33	12	1
STAD_TCGA-KB-A93H	49	1	17	28	2	5	13	7	46	11	52	8	45
STAD_TCGA-KB-A93J	9	2	3	9	0	7	3	5	5	1	7	2	2
STAD_TCGA-MX-A5UG	16	0	7	9	1	2	2	1	5	0	7	6	0
STAD_TCGA-MX-A5UJ	694	1	53	165	232	42	92	0	55	171	0	0	29
STAD_TCGA-MX-A663	13	3	8	14	8	0	0	3	5	0	33	17	2
STAD_TCGA-MX-A666	15	6	8	5	6	1	0	8	23	4	36	20	9
STAD_TCGA-R5-A7O7	34	0	9	7	3	7	6	2	20	7	32	13	11
STAD_TCGA-R5-A7ZE	27	6	14	18	0	1	2	6	37	0	41	9	40
STAD_TCGA-R5-A7ZF	29	0	4	7	13	0	4	0	12	5	9	1	1
STAD_TCGA-R5-A7ZI	307	7	43	119	135	48	90	12	0	148	0	9	14
STAD_TCGA-R5-A7ZR	23	3	7	2	4	0	4	0	10	7	21	5	4
STAD_TCGA-R5-A804	28	3	3	0	3	1	0	1	2	6	30	6	10
STAD_TCGA-R5-A805	25	1	3	0	2	2	0	5	4	0	12	10	94
STAD_TCGA-RD-A7BS	22	5	3	0	7	0	2	4	12	2	4	9	1
STAD_TCGA-RD-A7BT	11	1	7	12	5	0	0	0	20	0	51	17	159
STAD_TCGA-RD-A7BW	23	3	5	0	8	0	9	5	3	0	22	10	2
STAD_TCGA-RD-A7C1	116	6	9	0	7	2	24	0	40	0	67	14	52
STAD_TCGA-RD-A8MV	13	2	9	17	0	0	0	2	2	8	18	4	10
STAD_TCGA-RD-A8MW	12	3	1	11	0	0	1	0	10	2	30	12	11
STAD_TCGA-RD-A8N0	0	0	0	1	0	0	0	0	0	0	1	0	0
STAD_TCGA-RD-A8N1	3	1	5	0	8	5	14	6	14	9	43	14	8
STAD_TCGA-RD-A8N2	0	0	0	2	0	0	0	0	0	0	0	0	0
STAD_TCGA-RD-A8N4	2	0	0	2	1	0	0	0	0	0	1	3	0
STAD_TCGA-RD-A8N5	13	0	5	0	0	1	1	2	4	2	12	0	3
STAD_TCGA-RD-A8N6	61	1	11	2	5	0	17	4	5	11	54	20	2
STAD_TCGA-RD-A8N9	44	4	9	2	13	0	2	12	13	6	38	2	12
STAD_TCGA-RD-A8NB	248	10	26	64	122	54	62	0	28	100	0	0	19
STAD_TCGA-SW-A7EA	196	0	19	65	110	35	77	0	45	89	0	12	39
STAD_TCGA-SW-A7EB	16	4	9	22	0	0	0	0	3	7	86	28	3
STAD_TCGA-VQ-A8DL	10	0	1	8	8	6	2	2	0	0	21	5	5
STAD_TCGA-VQ-A8DT	44	4	15	8	0	10	7	1	39	1	42	5	55
STAD_TCGA-VQ-A8DU	38	1	4	3	4	3	8	6	13	1	22	7	64
STAD_TCGA-VQ-A8DV	21	1	4	0	0	1	1	4	21	5	14	0	5
STAD_TCGA-VQ-A8DZ	10	2	2	6	0	6	0	7	8	19	31	9	7
STAD_TCGA-VQ-A8E0	20	7	5	0	15	0	3	0	6	7	38	12	10
STAD_TCGA-VQ-A8E2	31	0	0	12	9	0	4	2	22	5	28	7	27
STAD_TCGA-VQ-A8E3	252	0	7	57	115	43	92	9	0	196	0	8	20
STAD_TCGA-VQ-A8E7	51	8	4	11	11	0	0	4	0	10	25	7	9
STAD_TCGA-VQ-A8P2	2165	370	444	1326	1247	1288	323	0	1558	152	0	13	49
STAD_TCGA-VQ-A8P3	33	2	6	6	3	6	15	0	0	0	13	4	273
STAD_TCGA-VQ-A8P5	51	2	7	36	0	11	9	17	9	0	17	32	71
STAD_TCGA-VQ-A8P8	53	1	3	7	3	0	0	7	4	7	34	8	3
STAD_TCGA-VQ-A8PB	384	5	44	54	163	21	74	0	26	115	0	0	3
STAD_TCGA-VQ-A8PC	17	0	6	8	6	11	11	3	18	0	20	6	54
STAD_TCGA-VQ-A8PD	41	3	4	10	7	0	0	2	2	3	16	4	12
STAD_TCGA-VQ-A8PE	42	5	1	0	7	2	4	5	19	0	38	22	8
STAD_TCGA-VQ-A8PF	24	0	10	10	6	1	0	15	16	3	20	5	25
STAD_TCGA-VQ-A8PH	16	2	3	9	1	1	14	0	21	7	138	15	14
STAD_TCGA-VQ-A8PJ	12	3	9	9	9	1	7	10	16	2	25	14	69
STAD_TCGA-VQ-A8PK	0	3	8	10	1	0	2	9	8	0	18	13	44
STAD_TCGA-VQ-A8PM	8	2	1	9	1	0	0	14	9	0	2	3	17
STAD_TCGA-VQ-A8PO	212	0	5	60	141	68	103	0	0	277	0	7	29
STAD_TCGA-VQ-A8PP	441	11	17	189	219	55	254	0	38	305	0	0	39
STAD_TCGA-VQ-A8PQ	5	0	0	0	0	0	0	1	3	6	0	2	0
STAD_TCGA-VQ-A8PS	9	0	5	4	4	0	1	4	14	0	10	6	2
STAD_TCGA-VQ-A8PT	419	18	29	247	240	99	112	0	82	154	16	10	7
STAD_TCGA-VQ-A8PU	18	4	1	0	7	7	7	5	14	0	84	8	1
STAD_TCGA-VQ-A8PX	129	0	11	101	14	38	172	0	0	192	0	0	33
STAD_TCGA-VQ-A8PY	14	4	8	11	1	12	3	0	13	13	14	4	17
STAD_TCGA-VQ-A8PZ	51	1	3	0	5	2	0	9	8	7	15	3	3
