Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q
COAD_TCGA-NH-A8F8	4	22	4	28	34	3	0	0	4	0	0	2	18	0	2	0	39
COAD_TCGA-QG-A5YV	7	38	13	57	21	3	1	4	3	5	0	3	16	8	10	12	26
COAD_TCGA-QG-A5YW	7	30	13	34	18	8	0	7	6	5	0	16	11	2	3	16	27
COAD_TCGA-QG-A5YX	4	16	3	33	45	0	1	0	1	0	0	1	6	0	2	0	6
COAD_TCGA-QG-A5Z1	2	29	12	34	1	2	0	9	6	5	0	2	10	1	1	8	11
COAD_TCGA-QG-A5Z2	11	224	54	273	213	162	128	16	13	51	51	71	2	0	8	0	13
COAD_TCGA-QL-A97D	12	47	17	46	60	6	0	9	18	15	0	5	18	4	3	38	34
COAD_TCGA-RU-A8FL	1	33	9	20	23	12	4	2	0	5	0	6	18	9	9	26	30
COAD_TCGA-SS-A7HO	4	22	4	50	11	7	0	2	9	0	16	4	17	2	2	18	53
COAD_TCGA-T9-A92H	8	19	9	41	23	13	3	11	12	4	0	0	24	13	8	42	30
COAD_TCGA-WS-AB45	4	561	208	949	802	266	202	0	27	102	0	188	0	0	20	0	0
UCEC_TCGA-2E-A9G8	0	8	2	7	4	7	0	11	0	1	0	1	3	7	4	29	4
UCEC_TCGA-4E-A92E	5	0	32	7	6	0	0	0	2	0	37	5	23	139	0	0	0
UCEC_TCGA-5B-A90C	3	2	3	7	15	4	0	0	9	0	10	1	1	0	1	9	6
UCEC_TCGA-5S-A9Q8	1	6	10	6	26	3	0	3	3	0	0	2	5	0	0	1	4
UCEC_TCGA-A5-A0G1	967	1305	704	639	1631	1735	1512	262	4272	290	818	135	1279	46	199	365	249
UCEC_TCGA-A5-A0GQ	1	8	2	18	10	0	0	0	2	1	0	6	10	6	1	6	11
UCEC_TCGA-A5-A0R6	0	2	3	12	18	5	0	0	0	0	0	1	10	1	0	11	3
UCEC_TCGA-A5-A0R7	2	2	0	11	14	5	0	3	0	0	8	3	8	0	3	25	8
UCEC_TCGA-A5-A0R8	1	9	4	14	15	1	2	0	0	5	0	2	12	1	0	2	19
UCEC_TCGA-A5-A0R9	0	0	4	10	32	1	0	3	2	0	0	2	0	0	0	0	1
UCEC_TCGA-A5-A0RA	0	7	7	19	21	2	0	0	4	5	0	4	3	1	0	2	10
UCEC_TCGA-A5-A0VO	1	11	4	13	39	0	0	0	0	0	0	2	5	5	0	0	12
UCEC_TCGA-A5-A0VP	1	357	145	745	375	205	128	0	0	117	0	104	0	0	9	0	0
UCEC_TCGA-A5-A0VQ	3	56	10	78	94	122	37	5	3	0	0	34	7	0	0	0	1
UCEC_TCGA-A5-A1OF	1137	2047	574	1245	1835	1421	2294	219	4036	989	1403	342	613	0	330	0	0
UCEC_TCGA-A5-A1OG	1	3	0	7	0	2	0	0	2	0	11	5	1	5	0	8	2
UCEC_TCGA-A5-A1OH	0	0	8	21	16	0	2	0	0	0	22	7	22	39	5	44	8
UCEC_TCGA-A5-A1OJ	0	11	10	17	7	0	0	0	0	0	4	2	4	1	0	7	5
UCEC_TCGA-A5-A1OK	3	10	5	10	11	7	1	0	3	0	2	0	14	3	0	7	8
UCEC_TCGA-A5-A2K2	3	4	2	15	13	11	1	10	7	0	12	7	8	42	2	36	17
UCEC_TCGA-A5-A2K3	6	317	121	668	460	261	165	0	13	26	0	58	0	0	0	0	0
UCEC_TCGA-A5-A2K4	0	3	1	13	4	1	2	3	0	2	2	0	7	0	0	7	5
UCEC_TCGA-A5-A2K5	5883	285	2962	211	86	59	171	3259	665	88	663	0	311	51	48	0	322
UCEC_TCGA-A5-A2K7	2	127	37	192	99	169	108	4	6	29	0	66	24	11	1	0	7
UCEC_TCGA-A5-A3LO	2	4	3	6	0	2	2	0	0	4	8	3	3	1	0	4	2
UCEC_TCGA-A5-A3LP	0	3	5	6	27	2	0	0	0	0	9	1	6	13	2	0	0
UCEC_TCGA-A5-A7WK	3	4	6	17	2	3	0	5	0	4	0	10	4	29	0	19	9
UCEC_TCGA-A5-AB3J	0	10	2	9	9	0	0	3	1	3	1	2	2	6	0	0	9
UCEC_TCGA-AJ-A23M	1	5	5	3	19	1	3	1	0	6	0	2	0	55	4	31	16
UCEC_TCGA-AJ-A23N	1	4	6	7	0	3	1	0	0	7	0	0	3	13	2	13	4
UCEC_TCGA-AJ-A23O	3	90	44	79	133	144	121	46	56	58	55	232	0	0	22	106	71
UCEC_TCGA-AJ-A2QK	2	3	1	22	24	7	3	4	0	3	1	9	0	2	0	12	14
UCEC_TCGA-AJ-A2QL	1	10	4	10	13	1	0	0	0	4	0	0	4	2	1	4	6
UCEC_TCGA-AJ-A2QM	3	1	5	8	16	2	4	2	0	0	4	5	11	221	0	2	8
UCEC_TCGA-AJ-A2QN	1	28	4	22	21	0	0	0	0	3	0	2	3	3	0	8	6
UCEC_TCGA-AJ-A2QO	4	195	51	213	210	293	185	7	38	74	0	161	17	7	6	0	9
UCEC_TCGA-AJ-A3BD	1	5	9	7	26	7	0	0	6	4	0	6	3	12	0	16	6
UCEC_TCGA-AJ-A3BF	1	3	0	5	10	0	2	0	0	0	2	2	4	0	3	2	7
UCEC_TCGA-AJ-A3BG	0	344	123	617	425	152	104	0	0	32	0	59	0	0	0	0	0
UCEC_TCGA-AJ-A3BH	24	852	145	1113	446	666	451	0	193	107	0	62	52	0	0	0	0
UCEC_TCGA-AJ-A3BI	1	4	0	2	17	0	2	0	1	1	5	2	0	1	0	17	0
UCEC_TCGA-AJ-A3BK	2	9	2	17	15	4	0	0	11	0	0	4	11	0	2	9	5
UCEC_TCGA-AJ-A3EJ	1	7	10	19	8	5	0	2	5	0	0	0	5	0	2	12	13
UCEC_TCGA-AJ-A3EK	1238	861	715	703	717	988	507	618	1829	272	662	248	729	24	68	0	0
UCEC_TCGA-AJ-A3EL	3387	869	2929	404	294	69	511	2004	589	884	679	157	124	0	294	0	0
UCEC_TCGA-AJ-A3EM	3	10	1	5	0	0	0	0	2	4	1	8	7	0	1	29	14
UCEC_TCGA-AJ-A3I9	1	3	0	4	11	3	0	1	6	3	5	2	2	2	2	0	1
UCEC_TCGA-AJ-A3IA	1	12	2	0	0	19	12	12	30	11	0	18	22	49	18	138	22
UCEC_TCGA-AJ-A3NF	1	9	4	5	0	0	3	0	0	0	9	0	10	19	0	7	8
UCEC_TCGA-AJ-A3NG	0	10	2	25	43	0	0	1	5	5	2	2	12	2	0	0	11
UCEC_TCGA-AJ-A3OJ	1	169	58	338	248	134	130	3	10	39	0	74	0	0	2	0	0
UCEC_TCGA-AJ-A3OK	0	200	64	487	254	19	18	2	0	21	0	28	0	0	0	0	0
UCEC_TCGA-AJ-A3OL	0	38	16	90	57	66	19	0	0	13	0	44	10	0	2	3	5
UCEC_TCGA-AJ-A3QS	18	13	26	10	2	5	0	1	6	1	0	3	10	261	1	18	15
UCEC_TCGA-AJ-A3TW	4	6	9	12	10	4	2	0	2	3	0	6	2	102	3	10	7
UCEC_TCGA-AJ-A5DV	0	13	5	39	0	3	1	3	4	0	3	2	7	3	1	5	22
UCEC_TCGA-AJ-A5DW	2558	99	1177	77	0	0	143	1015	283	56	74	8	58	4	0	0	39
UCEC_TCGA-AJ-A6NU	1	3	8	2	5	0	1	3	0	2	2	0	10	3	0	14	7
UCEC_TCGA-AJ-A8CT	0	183	67	372	275	0	24	0	0	0	0	12	0	0	1	0	0
UCEC_TCGA-AJ-A8CV	3	36	7	40	77	44	11	0	4	10	0	38	17	0	7	0	0
UCEC_TCGA-AJ-A8CW	16	112	47	157	141	141	73	2	4	33	28	83	13	0	5	0	19
UCEC_TCGA-AP-A059	1212	1318	759	1040	218	2742	2044	248	5033	187	274	0	1064	50	124	0	0
UCEC_TCGA-AP-A0LE	5	68	15	84	69	120	79	0	1	42	2	86	17	0	3	11	10
UCEC_TCGA-AP-A0LF	8	15	10	22	10	0	0	0	14	8	0	0	12	145	7	61	13
UCEC_TCGA-AP-A0LL	3	7	0	13	0	5	0	0	1	0	7	0	6	5	0	1	9
UCEC_TCGA-AP-A0LM	3254	2626	3874	1818	1928	204	1248	514	1691	718	1432	0	318	0	129	0	0
UCEC_TCGA-AP-A0LP	0	30	16	65	59	63	28	3	0	5	25	33	5	0	0	0	12
UCEC_TCGA-AP-A0LQ	0	5	2	15	9	6	0	0	0	11	0	3	10	1	0	0	8
UCEC_TCGA-AP-A0LS	7	57	10	70	56	78	74	4	0	36	37	83	11	0	1	0	23
UCEC_TCGA-AP-A1DH	6	79	22	111	160	207	84	14	1	33	0	26	0	0	4	0	21
UCEC_TCGA-AP-A1DK	180	1164	4	445	733	4225	3760	0	0	0	2025	3540	2551	0	11	0	103
UCEC_TCGA-AP-A1DM	4	70	13	66	18	100	44	1	1	45	0	36	17	19	6	5	26
UCEC_TCGA-AP-A1DO	5	82	28	137	84	160	59	24	0	31	0	81	12	1	4	45	17
UCEC_TCGA-AP-A1DP	7	78	14	52	84	128	49	4	0	41	52	41	11	0	2	21	15
UCEC_TCGA-AP-A1DQ	0	7	2	2	4	0	1	1	0	0	0	0	5	4	0	4	9
UCEC_TCGA-AP-A1DR	21	149	38	169	165	193	119	1	4	19	0	76	12	0	4	9	17
UCEC_TCGA-AP-A1DV	5548	3337	3946	896	0	0	983	1329	2000	0	3103	0	0	0	121	0	0
UCEC_TCGA-AP-A1E0	3389	208	1993	168	39	50	240	1655	394	81	0	0	0	0	23	0	120
UCEC_TCGA-AP-A1E1	6	97	47	87	131	149	68	11	5	34	6	79	0	3	9	3	28
UCEC_TCGA-AP-A1E3	1	3	3	10	15	0	2	3	0	2	0	0	11	2	0	2	6
UCEC_TCGA-AP-A1E4	2	3	3	4	2	5	0	0	0	1	3	2	2	1	0	6	5
UCEC_TCGA-AP-A5FX	0	5	1	4	17	1	0	0	3	0	5	1	9	1	0	7	2
UCEC_TCGA-AW-A1PO	0	2	6	2	5	8	1	4	0	2	0	6	14	11	1	24	15
UCEC_TCGA-AX-A06H	6	66	21	91	111	89	21	2	5	24	0	45	0	0	0	0	0
UCEC_TCGA-AX-A06L	0	7	0	17	0	1	0	1	10	2	0	3	5	2	0	2	3
UCEC_TCGA-AX-A0IS	1	12	1	14	17	3	0	0	1	1	0	2	0	2	2	1	6
UCEC_TCGA-AX-A0IU	1	7	2	9	7	2	1	2	4	3	4	0	7	7	0	13	7
UCEC_TCGA-AX-A0J0	4762	100	2205	155	63	25	217	2388	347	281	0	218	0	0	192	0	0
UCEC_TCGA-AX-A1C4	9	123	42	159	218	270	147	0	14	47	0	119	8	2	15	2	0
UCEC_TCGA-AX-A1C5	0	184	71	372	383	189	88	0	8	37	0	86	0	0	7	0	0
UCEC_TCGA-AX-A1C7	0	7	8	4	0	3	0	0	7	1	0	3	2	1	4	7	13
UCEC_TCGA-AX-A1C8	5	2	2	7	13	6	0	0	0	11	0	3	8	16	0	22	0
UCEC_TCGA-AX-A1C9	0	262	110	590	345	90	52	0	0	43	0	69	0	0	7	0	0
UCEC_TCGA-AX-A1CA	4	9	2	16	26	0	0	0	6	0	7	2	2	68	2	2	9
UCEC_TCGA-AX-A1CC	0	0	0	3	6	0	0	0	0	1	6	0	5	2	0	0	5
UCEC_TCGA-AX-A1CE	688	3615	569	2741	116	2769	1743	355	3119	967	1733	58	798	0	157	0	0
UCEC_TCGA-AX-A1CF	2	0	3	3	7	7	0	5	8	1	6	4	8	17	0	75	6
UCEC_TCGA-AX-A1CI	0	2	6	14	9	0	3	2	1	5	4	0	5	2	0	0	7
UCEC_TCGA-AX-A1CJ	3	3	1	16	40	5	0	0	0	0	0	2	5	1	0	3	4
UCEC_TCGA-AX-A1CK	1	6	5	17	16	0	0	0	1	0	4	0	10	1	1	3	14
UCEC_TCGA-AX-A1CN	0	7	4	6	0	0	1	0	0	0	0	7	10	1	0	6	5
UCEC_TCGA-AX-A1CP	0	5	3	8	3	0	0	0	0	0	0	7	3	2	0	2	4
UCEC_TCGA-AX-A2H2	4	9	15	12	9	0	2	5	1	2	9	7	28	131	2	45	27
UCEC_TCGA-AX-A2H4	3	6	8	10	12	5	8	0	2	8	0	5	9	147	4	52	1
UCEC_TCGA-AX-A2H5	1	11	0	2	6	0	0	0	0	0	0	0	6	12	1	17	1
UCEC_TCGA-AX-A2H7	3	16	6	18	0	0	0	0	7	2	3	12	35	7	1	13	10
UCEC_TCGA-AX-A2H8	0	6	4	8	4	4	0	1	0	6	0	0	3	4	2	21	11
UCEC_TCGA-AX-A2HA	4	286	90	484	380	305	270	0	26	140	40	128	0	0	16	0	0
UCEC_TCGA-AX-A2HC	9427	2058	3710	1160	4	0	2204	778	2944	0	343	0	0	66	91	0	0
UCEC_TCGA-AX-A2HD	344	2925	536	2070	1485	1867	634	89	2340	305	203	149	948	0	26	0	0
UCEC_TCGA-AX-A2HF	0	2	0	2	0	0	1	2	0	0	0	2	3	6	0	5	5
UCEC_TCGA-AX-A2HG	5	105	35	177	238	228	149	2	32	29	3	114	1	0	10	0	0
UCEC_TCGA-AX-A2HH	1	10	2	16	10	0	4	0	0	2	3	2	8	3	0	0	9
UCEC_TCGA-AX-A2HJ	9	121	30	136	129	306	175	3	2	751	133	513	22	0	15	0	13
UCEC_TCGA-AX-A2HK	1	5	9	4	3	6	4	3	0	0	0	6	5	6	0	22	17
UCEC_TCGA-AX-A2IN	11	86	25	86	101	149	88	10	9	59	5	62	11	0	3	11	13
UCEC_TCGA-AX-A2IO	9	10	40	10	0	6	0	0	0	0	0	0	0	479	2	52	14
UCEC_TCGA-AX-A3FS	7	107	31	136	167	242	111	2	0	22	0	151	9	0	10	0	15
UCEC_TCGA-AX-A3FT	9	219	75	369	458	206	239	0	79	55	0	93	0	0	34	0	0
UCEC_TCGA-AX-A3FV	0	5	5	5	9	4	1	7	16	11	0	11	0	14	5	54	0
UCEC_TCGA-AX-A3FW	3	14	3	15	0	2	3	1	0	7	0	0	6	0	1	7	12
UCEC_TCGA-AX-A3FX	2	2	5	5	9	0	0	3	0	3	4	2	12	5	1	31	9
UCEC_TCGA-AX-A3FZ	3	4	8	5	14	0	0	3	0	3	1	0	8	3	1	2	3
UCEC_TCGA-AX-A3G1	1	6	5	8	3	3	4	3	2	0	0	3	9	4	1	20	6
UCEC_TCGA-AX-A3G3	2	5	5	8	9	1	0	3	9	7	15	12	15	29	3	80	28
UCEC_TCGA-AX-A3G4	0	2	2	2	0	4	2	0	0	5	0	6	8	2	1	16	7
UCEC_TCGA-AX-A3G6	4	8	6	6	5	8	3	0	0	2	0	1	12	5	0	14	0
UCEC_TCGA-AX-A3G7	1	7	1	3	14	2	0	2	0	0	0	3	4	0	0	5	0
UCEC_TCGA-AX-A3G8	17	177	39	166	227	220	101	2	0	25	0	59	12	0	5	0	0
UCEC_TCGA-AX-A3G9	10	128	49	149	180	116	77	16	29	20	10	68	6	0	1	0	7
UCEC_TCGA-AX-A3GB	1	24	7	38	12	5	0	4	1	5	0	1	13	0	0	13	9
UCEC_TCGA-AX-A3GI	0	5	4	0	9	3	0	0	3	1	0	2	7	5	1	17	14
UCEC_TCGA-B5-A0JN	0	5	7	1	0	16	0	3	8	2	0	22	21	28	1	65	12
UCEC_TCGA-B5-A0JS	0	4	0	9	2	1	0	2	1	0	6	2	1	2	2	1	4
UCEC_TCGA-B5-A0JT	5	1	4	13	34	1	0	0	1	0	2	7	0	1	0	2	5
UCEC_TCGA-B5-A0JU	7	90	36	84	84	117	53	3	0	10	0	49	27	0	2	13	31
UCEC_TCGA-B5-A0JX	2	2	4	19	24	5	2	5	0	1	0	0	5	18	3	3	9
UCEC_TCGA-B5-A0JY	6097	357	3100	185	225	114	448	1648	956	305	341	92	158	0	146	0	0
UCEC_TCGA-B5-A0K8	3	4	4	6	5	0	0	0	1	4	0	0	7	20	0	13	0
UCEC_TCGA-B5-A0K9	12	123	37	171	182	107	71	0	23	53	46	88	4	0	10	0	0
UCEC_TCGA-B5-A0KB	1	2	0	13	2	3	1	0	2	2	0	0	0	2	0	20	7
UCEC_TCGA-B5-A11E	1452	1459	1670	875	1355	858	852	753	1646	926	822	97	670	0	142	0	0
UCEC_TCGA-B5-A11F	1	3	6	8	28	0	1	0	0	0	0	0	4	4	0	1	0
UCEC_TCGA-B5-A11G	6	67	6	32	82	9	11	4	0	153	52	175	25	0	28	28	4
UCEC_TCGA-B5-A11H	3	134	39	227	143	207	114	1	0	70	60	144	3	0	1	0	4
UCEC_TCGA-B5-A11I	4	7	4	2	10	5	1	4	1	0	4	4	4	6	0	1	15
UCEC_TCGA-B5-A11J	1	77	31	82	56	114	51	3	2	8	7	61	11	7	8	2	16
UCEC_TCGA-B5-A11L	3	15	10	23	39	0	0	8	0	4	0	4	11	4	0	19	15
UCEC_TCGA-B5-A11M	3	5	5	10	3	2	0	0	0	0	0	0	5	0	0	0	5
UCEC_TCGA-B5-A11N	947	111	788	92	0	9	12	532	28	25	36	13	62	6	7	0	41
UCEC_TCGA-B5-A11O	1	24	8	18	3	18	5	0	0	6	0	13	11	0	0	5	11
UCEC_TCGA-B5-A11P	0	7	2	8	13	6	0	1	3	1	5	1	7	5	0	5	9
UCEC_TCGA-B5-A11Q	1	6	3	5	14	6	0	0	0	0	0	0	2	2	3	0	9
UCEC_TCGA-B5-A11R	3	9	58	11	45	0	2	0	0	0	81	3	31	709	0	0	0
UCEC_TCGA-B5-A11S	0	7	5	8	6	3	2	0	0	0	0	2	11	0	0	14	2
UCEC_TCGA-B5-A11U	5	36	14	67	112	82	34	1	9	10	0	54	2	3	0	0	0
UCEC_TCGA-B5-A11V	2	5	7	20	0	0	0	3	0	0	5	3	4	1	1	5	18
UCEC_TCGA-B5-A11W	1	8	7	23	14	2	0	2	1	1	0	0	12	0	0	6	14
UCEC_TCGA-B5-A11X	0	3	6	12	12	3	0	0	0	3	7	0	2	2	1	0	24
UCEC_TCGA-B5-A11Y	2	270	76	465	371	78	39	0	0	35	0	111	0	0	6	0	0
UCEC_TCGA-B5-A11Z	1	8	3	19	15	0	0	0	5	0	2	0	6	5	0	6	7
UCEC_TCGA-B5-A121	3	4	4	3	5	1	0	5	1	0	0	1	5	2	0	4	4
UCEC_TCGA-B5-A1MR	3679	372	2054	129	0	51	184	2813	590	198	414	27	27	0	158	0	0
UCEC_TCGA-B5-A1MS	3	11	4	5	0	1	5	0	0	0	0	0	8	1	0	20	5
UCEC_TCGA-B5-A1MU	1	0	3	6	8	3	3	0	0	0	0	3	3	0	0	2	10
UCEC_TCGA-B5-A1MV	3	14	2	23	0	5	3	0	0	2	0	2	22	3	0	7	7
UCEC_TCGA-B5-A1MW	0	94	12	10	61	5	22	23	18	214	26	263	12	0	32	43	23
UCEC_TCGA-B5-A1MX	368	186	0	141	0	1930	3662	0	739	150	0	772	1350	0	120	0	126
UCEC_TCGA-B5-A1MY	1	4	0	10	0	1	0	0	6	2	9	0	4	9	0	10	5
UCEC_TCGA-B5-A1MZ	3	3	8	24	0	3	0	0	0	2	2	1	10	4	0	15	0
UCEC_TCGA-B5-A1N2	5	5	5	3	7	2	0	0	19	1	20	5	11	21	1	82	5
UCEC_TCGA-B5-A3F9	0	27	5	18	3	0	2	1	0	4	1	3	6	4	0	7	13
UCEC_TCGA-B5-A3FA	1193	893	1733	495	953	1966	167	1004	2553	2909	556	1553	1329	0	308	0	0
UCEC_TCGA-B5-A3FB	3	6	3	15	22	2	1	0	1	1	1	0	12	3	0	3	3
UCEC_TCGA-B5-A3FC	564	5153	594	4853	1859	751	803	55	1432	1345	1354	522	2177	0	62	0	0
UCEC_TCGA-B5-A3FD	1	6	2	7	28	7	0	0	0	6	0	0	0	0	0	6	6
UCEC_TCGA-B5-A3FH	3	0	6	8	20	2	0	0	0	3	0	2	3	0	4	0	1
UCEC_TCGA-B5-A3S1	4	7	13	9	17	6	2	0	0	2	9	0	1	59	1	8	6
UCEC_TCGA-B5-A5OC	12	137	25	145	155	363	185	7	55	94	57	139	9	0	0	25	31
UCEC_TCGA-B5-A5OD	1	11	3	5	0	3	0	3	0	1	5	3	6	4	3	8	8
UCEC_TCGA-B5-A5OE	2	17	0	15	26	0	0	1	2	5	6	5	2	13	4	8	9
UCEC_TCGA-BG-A0M8	2	7	2	10	0	5	6	1	0	0	7	6	4	9	1	28	13
UCEC_TCGA-BG-A0MA	1	4	5	9	0	9	0	0	3	2	0	4	5	2	0	8	7
UCEC_TCGA-BG-A0MG	4	6	13	27	36	10	6	5	0	9	0	2	6	4	0	10	11
UCEC_TCGA-BG-A0MK	2	8	7	13	45	21	7	0	2	1	0	9	4	0	0	8	5
UCEC_TCGA-BG-A0MQ	4	51	23	103	121	142	43	0	17	76	0	79	13	0	7	18	15
UCEC_TCGA-BG-A0MU	3	7	4	13	10	0	0	0	0	4	3	1	14	0	0	11	13
UCEC_TCGA-BG-A0RY	0	5	6	15	0	10	0	0	0	0	0	6	5	8	1	4	10
UCEC_TCGA-BG-A0VV	0	3	3	14	11	1	2	3	0	0	0	0	3	0	1	12	7
UCEC_TCGA-BG-A0VW	8	58	30	72	126	130	52	0	5	8	0	47	17	0	10	0	10
UCEC_TCGA-BG-A0VX	68	39	52	26	5	1	17	6	4	14	32	0	0	0	0	0	6
UCEC_TCGA-BG-A0VZ	9	57	19	72	23	66	34	0	0	2	15	61	9	4	5	8	18
UCEC_TCGA-BG-A0W1	0	12	6	17	0	9	0	0	0	1	1	0	7	1	2	17	3
UCEC_TCGA-BG-A0W2	3	2	5	14	16	0	0	0	0	1	0	0	2	1	3	0	1
UCEC_TCGA-BG-A0YU	0	5	0	8	0	1	0	0	1	1	6	2	0	1	2	0	3
UCEC_TCGA-BG-A0YV	1	8	6	26	11	8	5	3	0	5	0	5	9	3	0	9	0
UCEC_TCGA-BG-A186	0	6	0	9	7	6	0	3	0	0	0	2	3	0	1	1	1
UCEC_TCGA-BG-A187	1	7	9	26	24	2	5	0	0	4	0	0	9	0	0	4	18
UCEC_TCGA-BG-A18A	4	2	3	22	8	3	0	0	4	1	0	1	11	1	1	15	3
UCEC_TCGA-BG-A18B	5	38	10	71	52	95	51	0	13	13	0	40	18	3	2	0	6
UCEC_TCGA-BG-A18C	3	2	0	11	16	0	0	0	0	5	0	3	4	5	4	6	1
UCEC_TCGA-BG-A220	10	137	29	138	190	218	89	6	23	26	0	98	35	0	1	0	3
UCEC_TCGA-BG-A221	5	208	77	390	202	159	105	0	5	169	54	334	10	0	8	0	0
UCEC_TCGA-BG-A222	13	432	72	383	91	1071	245	0	0	1404	1867	694	514	0	0	294	0
UCEC_TCGA-BG-A2AE	0	4	3	14	24	2	0	0	0	1	0	5	3	4	6	12	6
UCEC_TCGA-BG-A2L7	4	98	38	137	196	115	61	5	17	31	6	55	3	0	0	0	0
UCEC_TCGA-BG-A3EW	8	79	24	52	101	89	63	8	20	42	39	79	1	0	2	0	21
UCEC_TCGA-BG-A3PP	5	6	4	8	0	2	2	2	7	2	0	0	7	2	0	19	8
UCEC_TCGA-BK-A0CA	1	5	10	22	9	1	0	0	2	0	4	3	7	0	0	11	0
UCEC_TCGA-BK-A0CB	2	8	1	10	16	0	4	1	0	3	1	0	13	0	0	4	14
UCEC_TCGA-BK-A0CC	1	6	5	3	4	8	3	0	0	2	2	1	6	13	5	15	4
UCEC_TCGA-BK-A139	7	10	10	12	41	0	7	11	3	1	1	8	23	10	4	46	18
UCEC_TCGA-BK-A13B	5	84	29	102	100	194	107	1	0	45	45	113	11	0	3	7	8
UCEC_TCGA-BK-A13C	1	1	4	15	11	0	3	0	4	2	0	2	3	0	0	0	11
UCEC_TCGA-BK-A26L	1	11	1	10	18	10	5	6	5	5	0	11	0	4	1	22	11
UCEC_TCGA-BK-A4ZD	1	9	4	21	0	4	3	5	1	7	0	3	11	1	3	32	9
UCEC_TCGA-BK-A56F	0	4	11	16	11	5	1	0	7	5	0	5	2	1	0	7	3
UCEC_TCGA-BK-A6W3	2695	153	1640	94	45	34	104	1538	228	74	116	43	27	0	0	0	115
UCEC_TCGA-BK-A6W4	4	3	3	9	7	0	0	0	0	1	0	2	0	1	1	1	1
UCEC_TCGA-BS-A0T9	1	4	3	12	15	7	1	0	4	0	0	0	4	0	0	13	7
UCEC_TCGA-BS-A0TA	11	86	20	50	62	91	88	0	4	59	23	69	0	0	8	0	6
UCEC_TCGA-BS-A0TC	937	41	392	66	0	23	21	277	38	10	9	0	0	0	0	0	58
UCEC_TCGA-BS-A0TD	1	4	4	6	5	2	0	0	0	3	0	4	3	1	1	9	4
UCEC_TCGA-BS-A0TE	8	44	3	22	70	58	44	1	6	14	35	26	24	15	0	25	17
UCEC_TCGA-BS-A0TG	0	7	5	17	0	0	1	0	0	1	0	4	4	4	0	4	7
UCEC_TCGA-BS-A0TI	2	0	3	0	13	5	0	0	16	7	0	11	10	0	3	32	10
UCEC_TCGA-BS-A0TJ	4	103	29	142	150	167	123	1	16	18	0	67	0	1	8	0	14
UCEC_TCGA-BS-A0U5	0	7	9	14	14	0	2	0	0	8	0	3	1	3	0	0	10
UCEC_TCGA-BS-A0U7	1	19	7	34	41	30	23	0	2	8	9	46	10	2	1	9	11
UCEC_TCGA-BS-A0U8	2	64	14	74	105	81	47	0	0	16	44	55	0	0	0	0	0
UCEC_TCGA-BS-A0U9	0	0	0	6	13	1	0	0	0	1	2	0	2	0	0	3	9
UCEC_TCGA-BS-A0UA	2	51	12	68	117	55	19	5	2	8	0	39	12	4	0	0	0
UCEC_TCGA-BS-A0UF	5072	215	2419	167	41	6	455	1914	808	138	286	22	44	0	156	0	86
UCEC_TCGA-BS-A0UJ	175	12	15	20	42	0	38	113	34	374	75	1044	118	0	166	19	79
UCEC_TCGA-BS-A0UL	3	63	19	116	126	71	34	4	0	10	0	38	0	0	2	0	0
UCEC_TCGA-BS-A0UT	1	0	0	8	12	0	0	0	3	1	2	5	0	3	0	5	2
UCEC_TCGA-BS-A0UV	4976	358	3663	517	390	4	308	1170	587	207	519	196	276	30	24	0	0
UCEC_TCGA-BS-A0V4	3	56	15	67	58	90	34	0	10	14	0	40	14	0	0	2	19
UCEC_TCGA-BS-A0V6	1	12	3	7	18	0	0	0	0	0	4	3	6	3	0	6	11
UCEC_TCGA-BS-A0V7	1	9	2	8	16	4	0	4	3	2	1	0	7	2	0	6	3
UCEC_TCGA-BS-A0V8	1	10	6	7	14	3	2	0	0	2	0	11	1	13	1	21	11
UCEC_TCGA-BS-A0VI	4	51	16	58	70	43	31	1	12	20	38	38	7	0	0	0	6
UCEC_TCGA-BS-A0WQ	0	8	5	2	24	5	0	0	2	0	0	0	4	1	0	3	7
UCEC_TCGA-D1-A0ZN	0	0	7	8	5	0	0	0	0	1	0	6	7	2	2	6	11
UCEC_TCGA-D1-A0ZO	2	83	28	108	146	154	61	7	12	19	0	68	2	0	8	2	3
UCEC_TCGA-D1-A0ZP	3	4	2	8	0	1	0	3	0	0	0	2	3	4	0	6	9
UCEC_TCGA-D1-A0ZQ	4	15	6	20	16	1	0	0	0	0	0	0	11	2	2	10	15
UCEC_TCGA-D1-A0ZR	3	9	6	10	0	1	0	0	2	0	6	4	6	4	0	10	7
UCEC_TCGA-D1-A0ZS	0	64	19	88	75	82	43	1	6	11	0	67	12	0	1	0	4
UCEC_TCGA-D1-A0ZU	0	2	3	18	4	1	1	1	0	0	0	0	6	3	0	0	3
UCEC_TCGA-D1-A0ZV	4	1	2	12	9	1	2	0	1	0	8	1	6	1	0	3	0
UCEC_TCGA-D1-A0ZZ	0	10	5	10	0	1	2	1	0	1	0	2	3	16	0	15	15
UCEC_TCGA-D1-A101	7	83	27	87	78	131	59	0	16	8	0	70	7	7	2	0	9
