Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
UCEC_TCGA-B5-A0JY	3.03E+01	2.35E+02	5.89E+01	1.24E+02	1.66E+01	1.00E+02	2.66E+02	2.03E+01	1.49E+02	1.08E+01	2.62E+01	1.87E+00	1.10E+00	9.45E+00
UCEC_TCGA-B5-A0K8	1.76E+00	4.71E-01	4.00E-01	8.57E-01	0.00E+00	0.00E+00	5.17E-01	5.73E-01	9.21E-01	1.00E-01	1.54E+00	1.12E+00	1.61E+00	2.00E-01
UCEC_TCGA-B5-A0K9	1.52E+01	1.32E+00	8.27E+00	4.34E+00	9.38E+00	9.00E+00	1.73E+00	2.71E+00	9.54E+00	5.25E+00	3.46E+00	4.35E+00	1.82E+00	1.35E+00
UCEC_TCGA-B5-A0KB	1.21E+00	5.17E-01	7.06E-01	3.06E-01	7.00E-01	3.35E-01	1.00E-01	5.59E-01	6.00E-01	3.48E-01	3.06E-01	6.33E-01	4.00E-01	0.00E+00
UCEC_TCGA-B5-A11E	1.04E+02	4.44E+01	9.17E+01	3.98E+01	4.31E+01	2.04E+02	9.36E+01	6.49E+01	2.44E+02	2.81E+01	8.87E+01	3.88E+00	2.43E+00	1.96E+01
UCEC_TCGA-B5-A11F	1.92E+00	5.63E-01	1.40E+00	8.33E-01	4.23E-01	7.12E-01	6.83E-01	4.00E-01	1.10E+00	1.05E+00	1.58E+00	1.33E+00	9.45E-01	1.33E-01
UCEC_TCGA-B5-A11G	4.91E+00	9.24E-01	4.59E+00	1.43E+00	2.95E+00	3.79E+00	2.69E+00	1.24E+01	1.05E+01	2.10E+01	5.37E+00	4.52E+00	5.78E-01	3.64E+00
UCEC_TCGA-B5-A11H	1.89E+01	9.68E-01	1.23E+01	6.11E+00	1.07E+01	1.84E+01	3.58E+00	7.04E+00	1.15E+01	1.53E+01	5.70E+00	4.10E+00	0.00E+00	4.82E-01
UCEC_TCGA-B5-A11I	1.29E+00	9.31E-01	7.78E-01	6.99E-01	1.27E+00	5.62E-01	1.29E+00	2.00E-01	9.07E-01	7.46E-01	1.13E+00	1.63E+00	9.80E-01	0.00E+00
UCEC_TCGA-B5-A11J	7.03E+00	6.71E-01	5.21E+00	2.36E+00	6.27E+00	7.68E+00	2.50E+00	2.20E+00	3.32E+00	8.13E+00	2.05E+00	3.19E+00	1.27E+00	1.54E+00
UCEC_TCGA-B5-A11L	2.97E+00	6.71E-01	2.75E+00	1.33E+00	1.13E+00	0.00E+00	1.98E+00	7.48E-01	2.46E+00	9.66E-01	1.74E+00	2.88E+00	1.15E+00	7.81E-01
UCEC_TCGA-B5-A11M	1.62E+00	7.12E-01	1.29E+00	7.19E-01	1.79E+00	0.00E+00	5.00E-01	1.00E-01	3.06E-01	8.00E-01	1.31E+00	8.44E-01	2.24E-01	0.00E+00
UCEC_TCGA-B5-A11N	1.08E+01	7.30E+01	1.38E+01	2.02E+01	2.92E+00	3.86E+00	7.20E+01	5.94E+00	1.12E+01	3.38E+00	7.04E+00	2.33E+00	1.21E+00	1.90E+00
UCEC_TCGA-B5-A11O	1.66E+00	6.05E-01	3.04E+00	1.38E+00	1.52E+00	1.13E+00	9.29E-01	1.30E+00	1.74E+00	1.78E+00	1.72E+00	1.96E+00	0.00E+00	3.00E-01
UCEC_TCGA-B5-A11P	8.72E-01	1.00E-01	1.22E+00	8.09E-01	1.07E+00	8.46E-01	9.24E-01	2.77E-01	1.34E+00	5.81E-01	1.68E+00	1.38E+00	1.05E+00	4.00E-01
UCEC_TCGA-B5-A11Q	1.51E+00	5.63E-01	1.71E+00	6.18E-01	9.64E-01	1.00E-01	1.55E+00	0.00E+00	8.03E-01	0.00E+00	1.26E+00	1.54E+00	9.29E-01	4.82E-01
UCEC_TCGA-B5-A11R	2.16E+00	1.22E+00	1.69E+00	4.43E+00	2.39E+00	8.97E-01	2.11E+01	0.00E+00	2.89E+01	8.16E-01	2.56E+00	1.98E+00	3.09E+01	7.63E-01
UCEC_TCGA-B5-A11S	1.52E+00	0.00E+00	1.11E+00	6.80E-01	7.72E-01	3.35E-01	2.00E-01	0.00E+00	5.17E-01	4.90E-01	8.03E-01	1.13E+00	0.00E+00	0.00E+00
UCEC_TCGA-B5-A11U	8.08E+00	1.11E+00	7.85E+00	2.60E+00	7.36E+00	4.50E+00	1.12E+00	2.34E+00	4.43E+00	6.20E+00	2.65E+00	1.14E+00	1.28E+00	6.36E-01
UCEC_TCGA-B5-A11V	1.32E+00	5.22E-01	1.26E+00	8.57E-01	6.11E-01	0.00E+00	1.49E+00	4.96E-01	1.17E+00	7.12E-01	1.47E+00	2.46E+00	1.53E-01	1.67E-01
UCEC_TCGA-B5-A11W	2.46E+00	4.99E-01	2.15E+00	1.23E+00	8.17E-01	6.99E-01	8.72E-01	8.44E-01	2.42E+00	2.67E-01	3.20E+00	2.26E+00	3.71E-01	0.00E+00
UCEC_TCGA-B5-A11X	1.36E+00	0.00E+00	8.92E-01	5.93E-01	1.26E+00	0.00E+00	2.20E+00	8.59E-01	1.89E+00	1.00E-01	6.80E-01	3.31E+00	7.00E-01	4.90E-01
UCEC_TCGA-B5-A11Y	4.61E+01	7.15E-01	3.37E+01	1.55E+01	6.18E+00	1.20E+01	2.58E+00	4.10E+00	2.73E+01	7.60E+00	3.44E+00	2.27E+00	2.00E-01	6.70E-01
UCEC_TCGA-B5-A11Z	2.32E+00	5.97E-01	1.34E+00	8.57E-01	0.00E+00	6.57E-01	1.18E+00	6.83E-01	1.69E+00	0.00E+00	1.58E+00	1.92E+00	1.18E+00	0.00E+00
UCEC_TCGA-B5-A121	7.33E-01	9.00E-01	8.70E-01	6.23E-01	4.07E-01	0.00E+00	6.18E-01	3.40E-01	8.03E-01	4.07E-01	1.28E+00	1.10E+00	5.93E-01	0.00E+00
UCEC_TCGA-B5-A1MR	1.69E+01	2.82E+02	4.41E+01	8.36E+01	1.05E+01	6.54E+01	3.58E+02	1.81E+01	9.14E+01	1.39E+01	2.44E+01	2.74E+00	1.62E+00	2.06E+01
UCEC_TCGA-B5-A1MS	1.39E+00	7.67E-01	1.58E+00	7.22E-01	9.75E-01	1.14E+00	1.00E-01	6.83E-01	1.57E+00	1.00E-01	1.79E+00	1.63E+00	7.22E-01	0.00E+00
UCEC_TCGA-B5-A1MU	1.66E+00	4.00E-01	5.17E-01	4.76E-01	1.25E+00	1.02E+00	8.83E-01	0.00E+00	9.09E-01	8.97E-01	9.64E-01	1.83E+00	0.00E+00	2.00E-01
UCEC_TCGA-B5-A1MV	1.89E+00	5.54E-01	1.87E+00	5.62E-01	9.68E-01	9.89E-01	1.10E+00	4.47E-01	1.21E+00	1.56E+00	1.41E+00	2.18E+00	6.33E-01	1.00E-01
UCEC_TCGA-B5-A1MW	4.97E+00	1.64E+00	4.38E+00	1.92E+00	6.05E-01	5.23E+00	7.77E+00	2.42E+01	1.12E+01	2.78E+01	2.93E+00	5.33E+00	6.71E-01	3.29E+00
UCEC_TCGA-B5-A1MX	2.42E+01	5.54E+01	4.05E+01	9.42E+00	2.55E+02	2.32E+02	4.66E+00	3.90E+01	2.13E+02	3.24E+02	1.34E+02	3.76E+00	8.19E-01	1.28E+01
UCEC_TCGA-B5-A1MY	8.62E-01	5.12E-01	1.72E+00	4.16E-01	1.40E+00	8.03E-01	8.14E-01	8.43E-01	1.88E+00	0.00E+00	1.87E+00	2.05E+00	7.12E-01	0.00E+00
UCEC_TCGA-B5-A1MZ	1.29E+00	4.67E-01	5.54E-01	1.25E+00	7.46E-01	0.00E+00	7.67E-01	8.03E-01	6.32E-01	0.00E+00	1.94E+00	2.24E+00	1.26E+00	0.00E+00
UCEC_TCGA-B5-A1N2	1.05E+00	1.15E+00	1.75E+00	1.34E+00	1.13E+00	2.94E+00	1.92E+00	2.04E+00	2.80E+00	1.45E+00	3.24E+00	3.56E+00	2.84E+00	2.77E-01
UCEC_TCGA-B5-A3F9	2.29E+00	0.00E+00	1.10E+00	8.56E-01	0.00E+00	4.48E-01	1.02E+00	1.55E+00	1.75E+00	1.33E+00	1.26E+00	2.79E+00	9.29E-01	3.35E-01
UCEC_TCGA-B5-A3FA	8.87E+01	4.40E+01	8.28E+01	3.77E+01	1.21E+02	2.75E+02	1.32E+02	1.06E+02	3.10E+02	2.14E+02	1.46E+02	0.00E+00	9.60E-01	3.30E+01
UCEC_TCGA-B5-A3FB	2.18E+00	1.16E+00	7.52E-01	7.00E-01	4.28E-01	5.54E-01	8.70E-01	6.05E-01	1.12E+00	1.23E+00	1.90E+00	1.45E+00	6.86E-01	3.06E-01
UCEC_TCGA-B5-A3FC	3.76E+02	6.89E+01	1.49E+02	9.76E+01	1.08E+02	2.30E+02	4.33E+01	5.34E+01	3.04E+02	7.34E+01	1.73E+02	0.00E+00	1.47E+00	1.23E+01
UCEC_TCGA-B5-A3FD	1.89E+00	3.59E-01	1.18E+00	6.83E-01	1.00E+00	3.00E-01	9.94E-01	1.67E+00	7.27E-01	5.58E-01	2.06E+00	1.60E+00	3.06E-01	1.00E-01
UCEC_TCGA-B5-A3FH	7.61E-01	5.96E-01	2.13E-01	5.67E-01	1.28E+00	8.14E-01	2.21E-01	1.15E+00	9.94E-01	9.69E-01	1.47E+00	4.71E-01	0.00E+00	6.71E-01
UCEC_TCGA-B5-A3S1	1.07E+00	7.12E-01	1.47E+00	1.36E+00	1.09E+00	8.94E-01	1.90E+00	6.40E-01	2.10E+00	3.35E-01	0.00E+00	1.83E+00	3.75E+00	2.91E-01
UCEC_TCGA-B5-A5OC	1.49E+01	2.34E+00	9.13E+00	4.28E+00	2.26E+01	2.37E+01	5.05E+00	5.24E+00	8.47E+00	2.50E+01	5.23E+00	6.11E+00	1.06E+00	1.45E+00
UCEC_TCGA-B5-A5OD	1.27E+00	4.16E-01	1.42E+00	7.37E-01	8.41E-01	0.00E+00	1.86E+00	1.10E+00	9.12E-01	6.63E-01	1.70E+00	9.45E-01	7.33E-01	5.42E-01
UCEC_TCGA-B5-A5OE	2.25E+00	5.12E-01	2.47E+00	2.21E-01	8.33E-01	4.00E-01	1.58E+00	1.50E+00	1.85E+00	1.58E+00	1.37E+00	2.56E+00	1.23E+00	9.78E-01
UCEC_TCGA-BG-A0M8	1.41E+00	5.59E-01	1.25E+00	6.40E-01	1.25E+00	9.83E-01	2.02E+00	4.73E-01	1.60E+00	1.38E+00	2.01E+00	2.66E+00	1.51E+00	5.16E-01
UCEC_TCGA-BG-A0MA	9.60E-01	3.14E-01	9.57E-01	4.33E-01	1.57E+00	0.00E+00	1.48E+00	1.10E+00	1.36E+00	7.46E-01	1.93E+00	1.16E+00	6.05E-01	2.77E-01
UCEC_TCGA-BG-A0MG	3.33E+00	4.27E-01	2.12E+00	1.61E+00	1.03E+00	1.24E+00	1.80E+00	1.18E+00	2.28E+00	1.57E+00	2.60E+00	2.18E+00	9.21E-01	1.00E-01
UCEC_TCGA-BG-A0MK	2.83E+00	4.16E-01	2.06E+00	1.02E+00	2.83E+00	1.63E+00	2.00E+00	3.67E-01	2.00E+00	1.42E+00	2.39E+00	2.79E+00	0.00E+00	0.00E+00
UCEC_TCGA-BG-A0MQ	1.01E+01	1.15E+00	8.46E+00	3.25E+00	8.23E+00	8.07E+00	2.92E+00	5.08E+00	4.95E+00	6.67E+00	3.36E+00	2.95E+00	5.93E-01	7.61E-01
UCEC_TCGA-BG-A0MU	1.75E+00	5.00E-01	9.57E-01	8.69E-01	5.00E-01	2.00E-01	1.30E+00	1.49E+00	1.76E+00	7.02E-01	1.51E+00	2.39E+00	6.32E-01	4.07E-01
UCEC_TCGA-BG-A0RY	1.48E+00	0.00E+00	7.42E-01	9.57E-01	1.45E+00	0.00E+00	3.40E-01	2.00E-01	1.78E+00	1.20E+00	1.49E+00	1.39E+00	1.01E+00	4.77E-01
UCEC_TCGA-BG-A0VV	1.34E+00	0.00E+00	8.70E-01	6.29E-01	3.59E-01	4.90E-01	1.24E+00	0.00E+00	1.72E+00	6.23E-01	1.51E+00	1.07E+00	7.57E-01	4.77E-01
UCEC_TCGA-BG-A0VW	1.04E+01	1.23E+00	1.03E+01	3.04E+00	7.77E+00	9.83E+00	2.80E+00	3.45E+00	7.98E+00	5.69E+00	4.53E+00	3.00E+00	1.05E+00	1.34E+00
UCEC_TCGA-BG-A0VX	1.95E+00	2.05E+00	2.98E+00	1.97E+00	4.00E-01	2.68E+00	2.07E+00	2.64E+00	5.17E+00	1.10E+00	2.28E+00	2.00E-01	7.02E-01	6.67E-01
UCEC_TCGA-BG-A0VZ	6.72E+00	1.08E+00	6.98E+00	3.53E+00	4.49E+00	6.88E+00	2.10E+00	1.71E+00	2.61E+00	7.69E+00	1.33E+00	2.38E+00	1.43E+00	6.11E-01
UCEC_TCGA-BG-A0W1	1.92E+00	0.00E+00	9.69E-01	1.21E+00	1.24E+00	0.00E+00	1.00E+00	9.60E-01	4.23E-01	1.00E-01	1.36E+00	2.05E+00	3.07E-01	5.62E-01
UCEC_TCGA-BG-A0W2	1.78E+00	5.78E-01	7.75E-01	8.59E-01	0.00E+00	0.00E+00	1.00E-01	4.07E-01	1.34E+00	0.00E+00	8.72E-01	1.15E+00	4.96E-01	5.39E-01
UCEC_TCGA-BG-A0YU	1.06E+00	0.00E+00	1.33E+00	4.58E-01	8.57E-01	3.00E-01	3.00E-01	5.39E-01	5.93E-01	6.67E-01	6.05E-01	4.96E-01	3.71E-01	5.33E-01
UCEC_TCGA-BG-A0YV	2.44E+00	5.54E-01	1.51E+00	1.29E+00	9.57E-01	1.76E+00	1.15E+00	1.02E+00	8.95E-01	1.23E+00	1.38E+00	1.34E+00	7.48E-01	5.54E-01
UCEC_TCGA-BG-A186	1.35E+00	0.00E+00	8.30E-01	3.40E-01	1.09E+00	0.00E+00	6.01E-01	0.00E+00	6.05E-01	4.76E-01	1.00E+00	9.78E-01	3.07E-01	4.96E-01
UCEC_TCGA-BG-A187	1.99E+00	2.21E-01	1.22E+00	1.59E+00	1.48E+00	8.47E-01	1.99E+00	6.99E-01	2.86E+00	5.47E-01	2.48E+00	2.62E+00	7.48E-01	0.00E+00
UCEC_TCGA-BG-A18A	1.14E+00	6.63E-01	8.33E-01	9.83E-01	1.19E+00	4.16E-01	7.89E-01	7.06E-01	1.35E+00	6.87E-01	1.87E+00	1.22E+00	6.19E-01	2.67E-01
UCEC_TCGA-BG-A18B	5.33E+00	1.14E+00	6.07E+00	2.41E+00	2.71E+00	4.02E+00	1.83E+00	2.38E+00	3.96E+00	5.89E+00	5.42E+00	2.98E+00	9.48E-01	7.00E-01
UCEC_TCGA-BG-A18C	1.24E+00	9.12E-01	6.63E-01	0.00E+00	0.00E+00	0.00E+00	3.42E-01	1.22E+00	1.32E+00	1.75E+00	1.85E+00	1.19E+00	9.20E-01	1.13E+00
UCEC_TCGA-BG-A220	1.74E+01	1.53E+00	1.34E+01	4.69E+00	1.31E+01	1.29E+01	3.84E+00	5.66E+00	9.61E+00	1.19E+01	5.37E+00	3.72E+00	6.57E-01	1.35E+00
UCEC_TCGA-BG-A221	3.06E+01	1.08E+00	2.16E+01	9.75E+00	6.37E+00	1.58E+01	1.15E+00	1.22E+01	1.96E+01	9.70E+00	4.18E+00	3.10E+00	1.19E+00	2.54E+00
UCEC_TCGA-BG-A222	2.67E+01	1.64E+00	6.29E+01	6.13E+00	1.11E+02	3.25E+01	3.95E+01	8.47E+01	1.83E+02	7.45E+01	9.58E+01	1.09E+01	4.91E+00	1.65E+00
UCEC_TCGA-BG-A2AE	2.52E+00	0.00E+00	1.39E+00	1.09E+00	1.11E+00	0.00E+00	1.40E+00	4.07E-01	1.51E+00	1.44E+00	1.32E+00	2.46E+00	5.42E-01	1.11E+00
UCEC_TCGA-BG-A2L7	1.37E+01	1.27E+00	1.10E+01	5.27E+00	5.77E+00	1.30E+01	1.95E+00	3.49E+00	8.05E+00	1.34E+01	4.31E+00	4.72E+00	3.42E-01	0.00E+00
UCEC_TCGA-BG-A3EW	5.95E+00	1.78E+00	4.72E+00	1.37E+00	8.66E+00	1.02E+01	3.65E+00	4.34E+00	7.42E+00	6.83E+00	3.19E+00	4.68E+00	8.03E-01	1.69E+00
UCEC_TCGA-BG-A3PP	1.56E+00	7.02E-01	9.04E-01	5.37E-01	3.40E-01	1.11E+00	1.52E+00	6.57E-01	6.84E-01	2.00E-01	1.03E+00	1.97E+00	7.12E-01	3.35E-01
UCEC_TCGA-BK-A0CA	2.86E+00	3.94E-01	1.19E+00	1.19E+00	6.46E-01	5.86E-01	0.00E+00	0.00E+00	1.14E+00	1.01E+00	1.47E+00	1.38E+00	1.33E-01	0.00E+00
UCEC_TCGA-BK-A0CB	2.11E+00	5.73E-01	1.48E+00	4.73E-01	1.00E-01	6.23E-01	1.19E+00	1.12E+00	1.72E+00	0.00E+00	2.66E+00	2.49E+00	3.06E-01	0.00E+00
UCEC_TCGA-BK-A0CC	1.33E+00	4.07E-01	1.03E+00	7.57E-01	1.51E+00	8.46E-01	2.67E-01	5.97E-01	1.63E+00	9.17E-01	1.13E+00	2.19E+00	1.35E+00	7.48E-01
UCEC_TCGA-BK-A139	2.84E+00	1.52E+00	1.74E+00	1.19E+00	6.11E-01	1.14E+00	1.51E+00	7.33E-01	2.44E+00	1.41E+00	3.21E+00	2.79E+00	1.75E+00	1.07E+00
UCEC_TCGA-BK-A13B	1.03E+01	8.31E-01	9.43E+00	2.93E+00	1.08E+01	1.67E+01	2.30E+00	5.31E+00	6.12E+00	1.37E+01	5.50E+00	2.38E+00	5.73E-01	6.19E-01
UCEC_TCGA-BK-A13C	1.13E+00	2.21E-01	6.05E-01	6.57E-01	3.27E-01	1.64E+00	9.22E-01	6.29E-01	1.78E+00	7.49E-01	1.59E+00	1.09E+00	0.00E+00	0.00E+00
UCEC_TCGA-BK-A26L	2.39E+00	3.67E-01	1.89E+00	6.01E-01	1.91E+00	1.12E+00	2.83E+00	1.51E+00	1.29E+00	1.91E+00	1.25E+00	2.32E+00	7.77E-01	6.96E-01
UCEC_TCGA-BK-A4ZD	2.44E+00	7.16E-01	1.80E+00	7.33E-01	1.84E+00	3.06E-01	8.36E-01	1.10E+00	1.26E+00	8.49E-01	1.46E+00	1.91E+00	6.86E-01	1.23E+00
UCEC_TCGA-BK-A56F	2.51E+00	0.00E+00	1.01E+00	2.02E+00	1.04E+00	1.18E+00	6.00E-01	1.10E+00	1.67E+00	6.74E-01	1.15E+00	1.81E+00	3.48E-01	0.00E+00
UCEC_TCGA-BK-A6W3	1.44E+01	1.87E+02	3.26E+01	5.25E+01	6.03E+00	1.98E+01	2.15E+02	1.14E+01	3.72E+01	7.72E+00	7.65E+00	3.38E+00	1.08E+00	7.15E+00
UCEC_TCGA-BK-A6W4	1.69E+00	1.12E+00	5.96E-01	6.29E-01	3.96E-01	0.00E+00	8.82E-01	8.19E-01	7.48E-01	8.36E-01	1.19E+00	6.80E-01	2.21E-01	4.42E-01
UCEC_TCGA-BS-A0T9	2.17E+00	4.76E-01	1.69E+00	6.87E-01	1.51E+00	4.27E-01	1.70E+00	0.00E+00	2.63E+00	7.00E-01	1.03E+00	2.58E+00	0.00E+00	4.22E-01
UCEC_TCGA-BS-A0TA	8.48E+00	1.53E+00	3.93E+00	2.77E+00	1.00E+01	7.71E+00	2.47E+00	3.40E+00	6.41E+00	7.54E+00	1.52E+00	2.36E+00	1.22E+00	1.28E+00
UCEC_TCGA-BS-A0TC	5.20E+00	4.14E+01	6.93E+00	1.79E+01	3.54E+00	5.83E+00	4.19E+01	3.81E+00	6.39E+00	2.87E+00	1.54E+00	2.94E+00	4.67E-01	7.92E-01
UCEC_TCGA-BS-A0TD	1.29E+00	3.14E-01	5.37E-01	9.66E-01	7.75E-01	2.00E-01	8.33E-01	8.75E-01	2.00E-01	1.45E+00	8.43E-01	1.32E+00	2.91E-01	4.16E-01
UCEC_TCGA-BS-A0TE	4.45E+00	1.20E+00	2.97E+00	8.83E-01	3.96E+00	4.31E+00	5.35E+00	4.00E+00	3.13E+00	5.72E+00	4.99E+00	2.82E+00	2.74E+00	9.07E-01
UCEC_TCGA-BS-A0TG	1.48E+00	0.00E+00	1.05E+00	9.31E-01	3.00E-01	2.00E-01	8.23E-01	2.00E-01	5.58E-01	8.59E-01	8.82E-01	1.21E+00	7.72E-01	0.00E+00
UCEC_TCGA-BS-A0TI	7.45E-01	1.01E+00	4.16E-01	5.21E-01	9.64E-01	2.33E+00	1.58E+00	7.12E-01	2.64E+00	2.16E+00	2.15E+00	4.33E+00	1.00E-01	9.87E-01
UCEC_TCGA-BS-A0TJ	1.72E+01	1.34E+00	1.41E+01	2.42E+00	1.66E+01	1.59E+01	5.41E+00	2.73E+00	1.09E+01	1.86E+01	4.23E-01	3.18E+00	1.45E+00	1.46E+00
UCEC_TCGA-BS-A0U5	2.30E+00	0.00E+00	9.19E-01	9.89E-01	3.33E-01	7.67E-01	1.10E+00	1.36E+00	2.15E+00	6.15E-01	1.05E+00	1.88E+00	6.87E-01	3.65E-01
UCEC_TCGA-BS-A0U7	3.56E+00	4.47E-01	3.13E+00	9.80E-01	5.10E+00	4.53E+00	2.02E+00	2.24E+00	2.77E+00	5.82E+00	2.75E+00	2.12E+00	8.30E-01	4.27E-01
UCEC_TCGA-BS-A0U8	8.43E+00	6.51E-01	4.97E+00	2.69E+00	7.67E+00	7.71E+00	1.40E+00	2.67E+00	6.68E+00	7.22E+00	4.00E+00	1.30E+00	0.00E+00	4.73E-01
UCEC_TCGA-BS-A0U9	8.72E-01	0.00E+00	4.71E-01	2.21E-01	6.15E-01	0.00E+00	1.40E+00	5.42E-01	8.14E-01	0.00E+00	7.60E-01	1.77E+00	0.00E+00	0.00E+00
UCEC_TCGA-BS-A0UA	9.71E+00	9.98E-01	6.99E+00	2.64E+00	2.03E+00	2.51E+00	1.80E+00	2.41E+00	6.39E+00	3.68E+00	3.64E+00	3.83E+00	1.26E+00	6.87E-01
UCEC_TCGA-BS-A0UF	1.54E+01	2.45E+02	4.45E+01	9.96E+01	3.20E+00	9.75E+01	2.91E+02	1.61E+01	1.31E+02	8.77E+00	2.86E+01	4.24E+00	1.56E+00	1.58E+01
UCEC_TCGA-BS-A0UJ	6.14E+00	9.05E+00	3.08E+00	2.62E+00	0.00E+00	8.35E+00	1.59E+01	8.35E+01	1.37E+01	1.06E+02	1.59E+01	7.16E+00	8.72E-01	1.67E+01
UCEC_TCGA-BS-A0UL	1.02E+01	1.02E+00	7.94E+00	4.13E+00	7.83E+00	6.79E+00	7.19E-01	2.30E+00	7.34E+00	6.56E+00	7.06E-01	1.90E+00	0.00E+00	8.83E-01
UCEC_TCGA-BS-A0UT	1.43E+00	5.97E-01	4.00E-01	3.06E-01	4.22E-01	4.16E-01	3.06E-01	7.16E-01	1.62E+00	1.36E+00	9.98E-01	1.99E+00	1.38E+00	3.00E-01
UCEC_TCGA-BS-A0UV	4.61E+01	1.97E+02	4.90E+01	1.26E+02	1.06E+01	4.79E+01	1.79E+02	2.31E+01	7.25E+01	1.65E+01	1.91E+01	4.09E+00	1.45E+00	9.63E+00
UCEC_TCGA-BS-A0V4	8.44E+00	7.75E-01	5.47E+00	2.08E+00	4.54E+00	5.16E+00	1.99E+00	2.20E+00	4.12E+00	5.64E+00	2.59E+00	2.44E+00	4.90E-01	1.00E-01
UCEC_TCGA-BS-A0V6	1.10E+00	3.71E-01	1.24E+00	7.03E-01	3.00E-01	0.00E+00	1.91E+00	1.29E+00	1.48E+00	3.14E-01	2.37E+00	2.04E+00	1.01E+00	0.00E+00
UCEC_TCGA-BS-A0V7	1.25E+00	4.16E-01	1.88E+00	4.00E-01	9.09E-01	6.83E-01	1.05E+00	9.91E-01	1.02E+00	0.00E+00	1.10E+00	1.24E+00	5.17E-01	3.67E-01
UCEC_TCGA-BS-A0V8	2.12E+00	3.27E-01	1.61E+00	8.49E-01	8.72E-01	6.32E-01	1.29E+00	1.01E+00	1.54E+00	1.67E+00	1.39E+00	2.61E+00	1.48E+00	6.05E-01
UCEC_TCGA-BS-A0VI	7.46E+00	1.02E+00	4.75E+00	2.18E+00	4.75E+00	3.87E+00	1.24E+00	2.98E+00	4.91E+00	6.34E+00	2.65E+00	2.55E+00	6.96E-01	7.77E-01
UCEC_TCGA-BS-A0WQ	1.32E+00	0.00E+00	1.54E+00	7.52E-01	1.10E+00	4.07E-01	4.73E-01	1.00E-01	1.61E+00	1.33E-01	1.70E+00	1.56E+00	4.48E-01	3.06E-01
UCEC_TCGA-D1-A0ZN	1.48E+00	0.00E+00	3.07E-01	1.39E+00	0.00E+00	0.00E+00	2.39E+00	3.96E-01	1.20E+00	1.16E+00	2.52E+00	2.54E+00	8.54E-01	2.13E-01
UCEC_TCGA-D1-A0ZO	1.29E+01	1.19E+00	9.20E+00	3.52E+00	7.98E+00	6.12E+00	2.57E+00	3.90E+00	5.67E+00	8.42E+00	2.88E+00	3.36E+00	1.11E+00	1.42E+00
UCEC_TCGA-D1-A0ZP	1.26E+00	5.21E-01	6.00E-01	4.58E-01	5.12E-01	0.00E+00	5.81E-01	0.00E+00	7.95E-01	8.44E-01	1.33E+00	1.07E+00	4.33E-01	0.00E+00
UCEC_TCGA-D1-A0ZQ	2.87E+00	8.31E-01	2.35E+00	6.63E-01	1.03E+00	0.00E+00	2.19E+00	2.24E-01	2.30E+00	2.13E-01	2.03E+00	2.30E+00	9.31E-01	5.73E-01
UCEC_TCGA-D1-A0ZR	1.24E+00	7.63E-01	1.53E+00	7.27E-01	7.12E-01	1.00E-01	1.11E+00	1.33E-01	1.09E+00	8.00E-01	1.46E+00	1.13E+00	9.19E-01	0.00E+00
UCEC_TCGA-D1-A0ZS	7.54E+00	2.13E-01	5.79E+00	3.62E+00	5.28E+00	7.10E+00	8.03E-01	2.20E+00	5.08E+00	6.96E+00	2.43E+00	2.18E+00	0.00E+00	0.00E+00
UCEC_TCGA-D1-A0ZU	1.12E+00	1.00E-01	5.54E-01	6.40E-01	5.97E-01	5.54E-01	4.73E-01	3.07E-01	8.46E-01	8.95E-01	1.38E+00	5.86E-01	7.61E-01	0.00E+00
UCEC_TCGA-D1-A0ZV	1.55E+00	6.51E-01	1.16E+00	5.97E-01	9.52E-01	5.97E-01	5.00E-01	3.79E-01	1.11E+00	9.33E-01	9.24E-01	4.73E-01	8.75E-01	0.00E+00
UCEC_TCGA-D1-A0ZZ	1.43E+00	0.00E+00	1.16E+00	9.40E-01	4.42E-01	6.36E-01	2.11E+00	2.67E-01	9.98E-01	7.57E-01	1.02E+00	3.13E+00	7.92E-01	4.00E-01
UCEC_TCGA-D1-A101	8.44E+00	1.84E+00	6.59E+00	3.32E+00	7.82E+00	8.03E+00	1.08E+00	1.77E+00	5.11E+00	1.19E+01	4.75E+00	1.79E+00	1.75E+00	6.57E-01
UCEC_TCGA-D1-A102	2.07E+00	2.33E-01	8.31E-01	6.16E-01	5.42E-01	1.84E+00	7.37E-01	3.35E-01	1.16E+00	0.00E+00	2.53E+00	1.79E+00	4.23E-01	0.00E+00
UCEC_TCGA-D1-A103	8.65E+01	4.46E+01	4.48E+01	2.91E+01	3.80E+01	2.06E+02	6.32E+01	2.16E+01	2.64E+02	2.17E+01	1.23E+02	0.00E+00	7.45E-01	1.02E+01
UCEC_TCGA-D1-A15V	1.25E+00	4.16E-01	1.22E+00	5.73E-01	0.00E+00	6.16E-01	8.54E-01	1.17E+00	7.92E-01	7.52E-01	1.56E+00	1.85E+00	4.00E-01	3.00E-01
UCEC_TCGA-D1-A15W	2.69E+00	5.12E-01	2.02E+00	1.41E+00	7.77E-01	4.33E-01	1.96E+00	8.95E-01	1.42E+00	3.33E-01	1.99E+00	2.15E+00	6.71E-01	5.26E-01
