Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_multinomial_train_fold1.43	999.9999999999987	0.844	825.943	82.594%	142.979	53.578%	0.88838	0.815
ATP2B4_multinomial_train_fold1.44	999.9999999999989	0.876	804.55	80.455%	124.801	48.456%	0.6528	0.851
ATP2B4_multinomial_train_fold1.45	999.9999999999989	0.893	724.059	72.406%	128.246	45.984%	0.53292	0.877
ATP2B4_multinomial_train_fold1.46	999.9999999999986	0.86	768.818	76.882%	136.774	51.219%	0.62435	0.834
ATP2B4_multinomial_train_fold1.47	999.9999999999986	0.836	806.541	80.654%	136.613	55.023%	0.66474	0.798
ATP2B4_multinomial_train_fold1.48	999.9999999999973	0.897	639.841	63.984%	144.975	47.047%	0.42253	0.887
ATP2B4_multinomial_train_fold1.49	999.9999999999986	0.919	592.734	59.273%	101.005	39.469%	0.58139	0.903
ATP2B4_multinomial_train_fold1.50	999.9999999999974	0.906	644.755	64.476%	124.187	44.266%	0.44168	0.893
ATP2B4_multinomial_train_fold1.51	999.9999999999986	0.861	744.919	74.492%	112.701	50.925%	0.55251	0.819
ATP2B4_multinomial_train_fold1.52	999.9999999999986	0.868	789.329	78.933%	123.889	49.672%	0.71677	0.839
ATP2B4_multinomial_train_fold1.53	999.9999999999987	0.864	810.829	81.083%	135.559	50.434%	0.74348	0.84
ATP2B4_multinomial_train_fold1.54	999.9999999999989	0.86	809.874	80.987%	143.034	51.348%	0.67435	0.837
ATP2B4_multinomial_train_fold1.55	999.9999999999974	0.902	634.267	63.427%	116.744	44.183%	0.41929	0.886
ATP2B4_multinomial_train_fold1.56	999.999999999999	0.818	814.076	81.408%	164.026	57.946%	0.71499	0.788
ATP2B4_multinomial_train_fold1.57	999.9999999999973	0.876	710.954	71.095%	151.36	49.886%	0.54328	0.862
ATP2B4_multinomial_train_fold1.58	999.9999999999976	0.897	617.803	61.78%	133.116	45.719%	0.52057	0.884
