Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R
COAD_TCGA-F4-6854	0	9	5	23	20	2	5	4	13	3	2	3	12	5	3	5	26	12
COAD_TCGA-F4-6855	4	21	6	31	19	0	6	2	4	3	2	3	11	7	8	0	24	0
COAD_TCGA-F4-6856	3	376	34	164	134	189	49	0	77	61	10	55	20	1	0	7	0	36
COAD_TCGA-G4-6293	5	16	8	37	18	3	0	1	10	0	0	8	25	1	4	1	11	5
COAD_TCGA-G4-6294	1	25	6	17	15	6	3	0	14	2	15	4	6	17	0	11	35	31
COAD_TCGA-G4-6295	2	25	14	11	27	0	1	6	14	7	12	10	9	5	10	2	30	23
COAD_TCGA-G4-6297	2	8	14	20	30	0	5	0	7	0	5	4	5	0	1	1	1	8
COAD_TCGA-G4-6298	5	12	5	25	30	1	1	0	2	1	0	0	16	0	0	0	9	0
COAD_TCGA-G4-6299	2	18	9	48	12	0	4	6	12	8	18	6	13	7	8	3	19	18
COAD_TCGA-G4-6302	10	166	70	139	171	83	142	0	122	58	13	120	18	3	0	10	23	14
COAD_TCGA-G4-6303	7	16	16	16	35	4	0	2	8	1	0	5	6	3	0	0	11	1
COAD_TCGA-G4-6304	7	230	50	188	148	112	82	0	121	80	9	107	44	0	0	5	0	15
COAD_TCGA-G4-6306	2	25	9	21	29	2	4	2	4	2	9	14	4	3	2	4	15	0
COAD_TCGA-G4-6307	4	13	6	28	6	7	4	4	1	2	0	0	11	7	0	4	14	3
COAD_TCGA-G4-6309	5	152	39	228	246	75	65	0	46	38	0	70	0	0	0	8	0	0
COAD_TCGA-G4-6310	2	35	14	21	32	0	1	0	5	0	6	5	18	4	0	2	6	9
COAD_TCGA-G4-6311	6	18	11	45	20	0	3	4	10	7	5	3	13	4	4	10	34	6
COAD_TCGA-G4-6314	2	30	16	28	37	8	1	3	0	6	20	5	4	18	5	2	0	5
COAD_TCGA-G4-6315	5	23	11	19	45	10	1	4	0	8	0	2	15	12	0	3	30	7
COAD_TCGA-G4-6317	2	19	13	33	29	0	2	0	8	4	0	2	21	5	0	1	0	3
COAD_TCGA-G4-6320	19	243	68	286	279	66	119	0	135	39	5	21	93	0	0	3	36	0
COAD_TCGA-G4-6321	2	16	7	13	22	0	0	1	8	0	2	2	7	1	4	0	17	0
COAD_TCGA-G4-6322	4	12	8	30	21	0	2	0	0	6	0	3	29	1	0	0	8	0
COAD_TCGA-G4-6323	5	19	2	36	20	10	0	0	1	9	0	5	8	5	0	4	12	0
COAD_TCGA-G4-6586	8	211	55	251	247	120	89	0	75	95	15	151	29	0	0	29	0	1
COAD_TCGA-G4-6588	19	399	46	308	294	319	247	0	225	283	51	244	52	1	0	36	0	54
COAD_TCGA-G4-6625	0	12	7	26	27	4	1	7	9	0	5	17	15	5	0	2	23	6
COAD_TCGA-G4-6626	0	28	14	47	35	4	0	0	1	4	1	3	16	5	0	0	29	2
COAD_TCGA-G4-6627	4	17	6	9	36	2	1	2	4	4	8	4	7	6	1	1	16	5
COAD_TCGA-G4-6628	39	463	49	314	264	189	301	0	473	52	0	134	115	0	0	22	0	1
COAD_TCGA-NH-A50T	4	29	20	33	35	0	0	1	5	3	2	0	10	2	1	0	19	1
COAD_TCGA-NH-A50U	7	15	7	28	18	0	2	3	3	4	0	5	9	5	4	3	1	4
COAD_TCGA-NH-A50V	9	33	8	40	47	10	2	0	4	5	5	1	15	2	0	1	28	6
COAD_TCGA-NH-A5IV	13	484	93	515	464	275	209	0	387	244	0	242	93	0	0	14	0	0
COAD_TCGA-NH-A6GA	2	7	12	42	17	0	3	0	7	0	3	0	4	4	13	2	15	0
COAD_TCGA-NH-A6GB	6	31	13	25	49	2	3	4	16	5	0	3	32	4	1	3	26	12
COAD_TCGA-NH-A6GC	7	23	12	0	34	0	6	2	4	0	5	1	7	15	2	5	26	7
COAD_TCGA-NH-A8F7	5	16	9	31	31	11	0	0	1	3	6	1	17	6	0	2	28	3
COAD_TCGA-NH-A8F8	4	22	3	32	24	0	1	0	8	1	3	1	18	0	7	2	34	0
COAD_TCGA-QG-A5YV	7	38	14	33	48	9	2	3	0	4	2	4	17	10	0	10	25	1
COAD_TCGA-QG-A5YW	7	27	14	26	29	4	1	6	11	6	6	16	12	3	0	4	29	2
COAD_TCGA-QG-A5YX	4	18	3	42	28	0	2	0	0	0	0	2	13	0	2	2	1	1
COAD_TCGA-QG-A5Z1	2	29	12	11	30	0	0	8	6	5	7	1	10	2	0	1	9	0
COAD_TCGA-QG-A5Z2	11	216	56	216	228	139	109	5	124	52	0	76	24	0	0	11	0	23
COAD_TCGA-QL-A97D	13	48	17	59	37	7	1	6	9	14	18	4	24	8	0	3	34	30
COAD_TCGA-RU-A8FL	1	29	9	28	16	7	3	1	14	5	2	6	20	12	0	9	34	11
COAD_TCGA-SS-A7HO	3	22	4	27	43	14	1	0	3	0	9	3	14	4	1	2	51	20
COAD_TCGA-T9-A92H	8	20	10	25	38	4	4	8	15	1	10	0	26	15	0	8	33	35
COAD_TCGA-WS-AB45	0	567	206	841	763	196	193	0	237	108	0	191	1	0	0	26	0	0
UCEC_TCGA-2E-A9G8	0	8	2	4	7	2	0	11	9	0	0	1	3	8	3	4	14	12
UCEC_TCGA-4E-A92E	5	3	28	0	10	0	0	0	0	0	0	6	4	100	100	0	0	0
UCEC_TCGA-5B-A90C	4	3	3	13	5	10	0	0	1	0	10	2	4	1	0	2	7	6
UCEC_TCGA-5S-A9Q8	1	7	10	22	4	1	1	2	4	0	3	2	8	0	0	0	2	3
UCEC_TCGA-A5-A0G1	1194	1349	634	981	559	1201	1921	213	1463	289	3602	181	1159	0	789	228	102	543
UCEC_TCGA-A5-A0GQ	1	9	2	10	16	0	0	0	1	1	2	6	11	5	4	1	11	2
UCEC_TCGA-A5-A0R6	0	3	3	15	10	0	0	0	6	0	0	2	13	3	0	1	3	7
UCEC_TCGA-A5-A0R7	1	3	0	17	10	8	0	3	5	1	0	4	10	1	2	4	14	9
UCEC_TCGA-A5-A0R8	1	9	4	10	12	0	2	0	3	4	0	2	11	0	7	0	15	7
UCEC_TCGA-A5-A0R9	0	2	3	29	7	3	0	1	1	1	2	2	4	0	0	0	0	0
UCEC_TCGA-A5-A0RA	0	8	7	22	15	3	1	0	1	6	4	4	5	2	0	0	7	0
UCEC_TCGA-A5-A0VO	1	12	3	32	10	0	0	0	3	1	0	2	7	2	10	0	6	3
UCEC_TCGA-A5-A0VP	0	358	150	436	599	99	108	0	198	112	0	103	13	0	0	10	0	0
UCEC_TCGA-A5-A0VQ	3	57	10	78	66	19	31	1	128	3	0	35	15	0	0	0	0	4
UCEC_TCGA-A5-A1OF	1370	2065	568	1349	1023	1805	2556	234	1008	1165	3487	413	797	0	253	392	0	0
UCEC_TCGA-A5-A1OG	2	3	1	0	7	8	0	0	1	1	1	6	0	4	7	0	4	2
UCEC_TCGA-A5-A1OH	0	2	7	20	20	4	3	0	3	2	0	8	16	32	39	6	14	18
UCEC_TCGA-A5-A1OJ	0	11	10	10	15	2	0	0	0	0	0	2	3	0	7	0	5	3
UCEC_TCGA-A5-A1OK	3	10	4	11	9	6	2	0	6	0	1	0	12	2	7	0	7	4
UCEC_TCGA-A5-A2K2	4	6	1	14	15	12	2	10	10	0	6	8	8	43	12	3	28	8
UCEC_TCGA-A5-A2K3	4	326	123	469	538	91	143	0	269	31	0	65	33	0	0	3	0	0
UCEC_TCGA-A5-A2K4	0	4	2	5	9	4	2	3	0	2	0	1	8	0	0	0	6	4
UCEC_TCGA-A5-A2K5	5861	400	2784	599	132	318	296	3073	34	129	392	0	0	0	678	66	302	0
UCEC_TCGA-A5-A2K7	3	122	39	103	162	57	87	0	159	25	0	68	34	9	0	1	0	13
UCEC_TCGA-A5-A3LO	2	4	3	0	7	7	2	1	0	5	0	3	5	3	0	0	2	0
UCEC_TCGA-A5-A3LP	0	5	4	20	5	8	0	0	1	0	0	2	7	13	7	2	0	0
UCEC_TCGA-A5-A7WK	3	4	7	9	14	4	0	5	2	3	0	9	3	31	0	0	13	8
UCEC_TCGA-A5-AB3J	0	10	2	9	7	1	0	2	0	2	1	2	3	5	2	0	6	5
UCEC_TCGA-AJ-A23M	1	6	5	17	3	0	3	1	5	6	1	4	2	55	4	5	25	9
UCEC_TCGA-AJ-A23N	1	5	7	0	7	4	0	0	1	6	0	0	5	15	0	2	7	4
UCEC_TCGA-AJ-A23O	6	90	44	105	70	103	105	36	118	51	55	225	13	0	0	23	58	158
UCEC_TCGA-AJ-A2QK	1	5	1	26	18	0	3	2	9	3	0	10	0	0	10	0	13	6
UCEC_TCGA-AJ-A2QL	1	10	3	12	8	0	0	0	3	4	0	0	3	0	8	1	7	0
UCEC_TCGA-AJ-A2QM	3	2	4	9	8	4	3	2	1	0	0	6	13	201	31	0	5	0
UCEC_TCGA-AJ-A2QN	1	29	4	19	19	0	0	0	2	4	0	2	6	4	1	0	5	5
UCEC_TCGA-AJ-A2QO	8	189	50	188	184	118	159	0	269	69	17	168	34	9	0	6	0	2
UCEC_TCGA-AJ-A3BD	0	6	9	25	5	11	0	0	3	4	8	6	7	16	0	0	7	1
UCEC_TCGA-AJ-A3BF	1	3	0	7	5	1	2	0	0	1	0	2	6	0	1	3	8	1
UCEC_TCGA-AJ-A3BG	0	344	124	450	491	65	91	0	169	38	0	61	20	0	0	3	0	0
UCEC_TCGA-AJ-A3BH	37	801	158	569	914	360	412	0	547	79	88	83	63	0	0	0	0	0
UCEC_TCGA-AJ-A3BI	1	5	0	12	2	3	2	0	1	2	1	3	0	1	6	0	2	12
UCEC_TCGA-AJ-A3BK	2	10	2	14	15	0	2	0	6	1	9	3	12	0	4	2	5	4
UCEC_TCGA-AJ-A3EJ	1	8	11	8	18	3	0	1	5	0	5	0	5	0	0	2	14	8
UCEC_TCGA-AJ-A3EK	1305	896	664	494	634	723	712	586	859	325	1490	247	592	0	572	80	0	0
UCEC_TCGA-AJ-A3EL	3409	922	2879	337	347	487	535	1947	41	981	471	153	153	0	221	311	0	0
UCEC_TCGA-AJ-A3EM	3	11	1	0	5	2	0	0	0	4	3	10	7	0	3	1	23	12
UCEC_TCGA-AJ-A3I9	1	4	0	9	3	4	0	1	2	4	6	2	3	3	0	2	0	2
UCEC_TCGA-AJ-A3IA	4	12	3	0	0	0	13	15	28	10	34	25	31	62	0	20	66	43
UCEC_TCGA-AJ-A3NF	1	9	4	0	5	4	3	0	0	0	0	0	7	14	17	0	10	1
UCEC_TCGA-AJ-A3NG	0	12	1	36	21	5	0	1	0	6	6	2	15	2	6	0	7	0
UCEC_TCGA-AJ-A3OJ	1	174	60	247	278	48	112	0	139	42	0	79	21	0	1	4	0	0
UCEC_TCGA-AJ-A3OK	0	207	68	301	383	0	21	0	49	29	0	25	10	0	0	0	0	0
UCEC_TCGA-AJ-A3OL	0	41	17	55	75	14	15	0	70	13	0	44	16	1	0	2	0	0
UCEC_TCGA-AJ-A3QS	19	12	25	9	8	6	0	2	4	0	5	3	9	247	23	1	17	0
UCEC_TCGA-AJ-A3TW	4	7	9	11	10	6	2	0	2	3	3	6	7	101	0	3	8	0
UCEC_TCGA-AJ-A5DV	0	14	7	4	34	2	1	3	4	0	2	2	7	1	6	0	21	3
UCEC_TCGA-AJ-A5DW	2551	147	1115	131	48	30	174	975	0	53	188	6	19	19	56	0	79	0
UCEC_TCGA-AJ-A6NU	1	3	8	5	2	2	0	2	0	2	0	0	12	3	4	0	9	8
UCEC_TCGA-AJ-A8CT	0	190	68	293	292	0	27	0	24	5	0	11	21	0	0	3	0	0
UCEC_TCGA-AJ-A8CV	3	36	6	60	33	23	11	0	38	9	0	37	23	0	1	7	0	7
UCEC_TCGA-AJ-A8CW	15	111	47	136	132	91	61	0	117	32	0	85	23	3	0	6	0	15
UCEC_TCGA-AP-A059	1482	1316	735	0	931	1044	2426	255	2411	116	4151	48	823	0	445	130	0	0
UCEC_TCGA-AP-A0LE	5	66	16	65	74	56	65	0	107	38	0	88	20	0	0	3	0	9
UCEC_TCGA-AP-A0LF	10	16	11	15	19	0	1	0	2	7	14	0	15	145	13	8	29	20
UCEC_TCGA-AP-A0LL	3	7	0	1	11	5	0	1	5	1	1	0	4	4	5	0	9	0
UCEC_TCGA-AP-A0LM	3297	2638	3777	1729	1520	1275	1389	556	72	930	1325	0	417	0	644	185	0	0
UCEC_TCGA-AP-A0LP	0	32	16	60	56	46	23	3	51	9	0	34	10	4	0	0	0	0
UCEC_TCGA-AP-A0LQ	0	5	2	11	13	0	0	0	10	11	0	2	10	1	0	0	5	0
UCEC_TCGA-AP-A0LS	7	56	11	60	62	63	61	3	62	41	0	84	18	1	0	2	13	3
UCEC_TCGA-AP-A1DH	6	82	21	120	99	67	69	8	199	30	0	36	16	0	0	4	0	11
UCEC_TCGA-AP-A1DK	202	979	38	974	477	3968	2956	0	2557	43	115	3787	2604	0	0	41	0	0
UCEC_TCGA-AP-A1DM	4	65	14	26	60	47	36	0	85	39	0	38	9	14	11	6	17	0
UCEC_TCGA-AP-A1DO	5	82	30	76	121	66	47	17	138	21	0	82	19	3	0	4	0	59
UCEC_TCGA-AP-A1DP	6	75	14	70	47	102	39	2	97	41	0	43	18	6	0	4	2	33
UCEC_TCGA-AP-A1DQ	0	7	2	3	2	0	0	1	1	0	0	0	6	5	0	0	8	4
UCEC_TCGA-AP-A1DR	21	145	38	138	145	60	97	0	190	16	0	83	32	0	0	4	0	27
UCEC_TCGA-AP-A1DV	5587	3271	3837	0	891	1897	1149	1468	0	88	1606	0	0	0	1275	194	0	0
UCEC_TCGA-AP-A1E0	3394	266	1918	299	97	2	275	1566	43	60	268	0	0	2	0	25	145	0
UCEC_TCGA-AP-A1E1	6	95	46	104	78	73	57	6	131	30	0	83	10	5	2	10	9	18
UCEC_TCGA-AP-A1E3	1	4	3	15	8	0	2	1	0	2	0	0	12	3	2	0	3	4
UCEC_TCGA-AP-A1E4	2	3	3	2	4	3	0	0	5	1	0	2	2	0	3	0	9	0
UCEC_TCGA-AP-A5FX	0	5	0	17	3	3	0	0	2	1	3	1	7	0	11	0	2	1
UCEC_TCGA-AW-A1PO	0	1	5	9	1	8	1	3	4	0	1	6	13	13	0	1	23	12
UCEC_TCGA-AX-A06H	6	67	20	98	75	24	21	0	93	26	0	43	8	0	0	0	0	0
UCEC_TCGA-AX-A06L	0	7	0	3	14	0	0	0	1	1	11	2	5	2	0	0	0	7
UCEC_TCGA-AX-A0IS	1	12	1	18	11	3	0	0	3	1	2	2	0	2	1	2	4	0
UCEC_TCGA-AX-A0IU	1	7	3	8	8	4	1	2	1	4	4	0	8	8	3	0	12	2
UCEC_TCGA-AX-A0J0	4783	201	2111	303	91	0	258	2292	15	264	199	203	0	4	0	188	41	0
UCEC_TCGA-AX-A1C4	10	122	39	172	135	85	122	0	256	43	0	122	24	1	6	14	0	24
UCEC_TCGA-AX-A1C5	0	193	69	367	297	77	80	0	186	42	0	87	18	0	0	9	0	0
UCEC_TCGA-AX-A1C7	0	7	8	0	4	0	0	0	5	1	8	3	3	1	0	4	14	2
UCEC_TCGA-AX-A1C8	6	3	2	11	7	0	0	0	10	12	0	3	9	16	6	0	3	7
UCEC_TCGA-AX-A1C9	0	270	113	386	468	29	48	0	116	50	0	64	15	0	0	9	0	0
UCEC_TCGA-AX-A1CA	4	10	1	20	14	0	2	0	3	0	1	2	0	51	37	1	4	5
UCEC_TCGA-AX-A1CC	0	0	0	6	2	1	0	0	0	1	0	0	4	1	9	0	4	0
UCEC_TCGA-AX-A1CE	856	3385	649	616	2347	2652	1858	332	1986	1052	2664	88	588	5	141	209	0	0
UCEC_TCGA-AX-A1CF	3	0	3	5	4	8	0	8	7	1	11	7	9	23	11	0	33	19
UCEC_TCGA-AX-A1CI	0	3	6	9	12	2	4	2	0	6	0	0	4	0	6	0	6	0
UCEC_TCGA-AX-A1CJ	2	5	0	34	12	1	0	0	7	0	0	2	8	1	3	0	0	8
UCEC_TCGA-AX-A1CK	1	7	5	16	13	2	0	0	1	1	3	0	12	2	0	2	13	1
UCEC_TCGA-AX-A1CN	0	6	4	2	6	0	0	0	1	0	0	7	10	0	4	0	6	1
UCEC_TCGA-AX-A1CP	0	5	3	6	7	0	0	0	0	0	0	7	3	2	0	0	4	0
UCEC_TCGA-AX-A2H2	4	10	14	11	11	0	3	5	4	2	1	8	23	118	41	2	39	12
UCEC_TCGA-AX-A2H4	4	7	9	13	8	2	6	0	7	8	4	6	19	153	0	4	13	17
UCEC_TCGA-AX-A2H5	1	11	0	2	3	0	0	0	3	0	0	0	3	8	14	1	4	7
UCEC_TCGA-AX-A2H7	3	16	7	4	16	5	0	0	0	2	10	11	34	10	1	0	11	3
UCEC_TCGA-AX-A2H8	0	7	4	8	7	0	0	1	6	6	0	0	3	5	0	2	16	9
UCEC_TCGA-AX-A2HA	6	286	93	377	404	210	231	0	245	134	0	144	20	0	0	19	0	0
UCEC_TCGA-AX-A2HC	9515	2149	3516	0	1055	178	2420	956	0	0	2157	0	0	0	751	88	0	0
UCEC_TCGA-AX-A2HD	466	2767	534	1362	1748	1226	909	38	1527	260	1894	152	863	0	133	42	0	0
UCEC_TCGA-AX-A2HF	0	2	0	0	2	0	0	2	1	0	0	2	5	8	0	0	6	0
UCEC_TCGA-AX-A2HG	8	108	33	204	148	101	132	0	197	27	8	121	22	0	0	10	0	9
UCEC_TCGA-AX-A2HH	1	10	2	10	13	0	4	0	0	3	0	2	6	1	8	0	8	2
UCEC_TCGA-AX-A2HJ	9	111	32	142	119	263	139	0	233	755	7	491	14	0	0	17	0	26
UCEC_TCGA-AX-A2HK	1	5	9	7	3	1	4	3	7	0	0	7	6	8	0	0	26	4
UCEC_TCGA-AX-A2IN	12	83	25	85	78	68	76	7	136	55	0	65	18	0	2	3	0	16
UCEC_TCGA-AX-A2IO	10	9	43	10	7	4	0	2	7	0	0	0	13	487	0	2	28	0
UCEC_TCGA-AX-A3FS	6	107	29	145	118	81	91	0	226	22	0	154	22	0	0	9	0	0
UCEC_TCGA-AX-A3FT	14	230	72	413	297	64	221	0	225	66	37	103	57	0	0	37	0	0
UCEC_TCGA-AX-A3FV	0	7	6	8	5	0	3	8	8	11	17	13	3	18	0	6	12	22
UCEC_TCGA-AX-A3FW	3	12	4	7	12	0	2	1	4	7	0	0	6	0	0	1	12	3
UCEC_TCGA-AX-A3FX	2	3	5	11	5	2	0	4	2	4	0	4	12	4	12	1	16	6
UCEC_TCGA-AX-A3FZ	3	4	7	15	4	0	0	2	0	4	0	0	9	2	3	1	1	3
UCEC_TCGA-AX-A3G1	1	7	6	4	8	0	4	3	5	0	1	4	10	3	4	2	12	4
UCEC_TCGA-AX-A3G3	2	6	4	11	8	7	0	3	4	7	10	14	8	26	31	3	48	39
UCEC_TCGA-AX-A3G4	0	2	2	0	2	0	1	0	6	5	1	7	9	3	0	1	10	8
UCEC_TCGA-AX-A3G6	4	8	7	4	6	0	2	0	12	2	0	2	13	6	3	0	0	5
UCEC_TCGA-AX-A3G7	1	7	0	14	2	0	0	2	4	0	0	3	5	1	1	0	0	2
UCEC_TCGA-AX-A3G8	15	169	36	194	137	111	83	0	184	20	0	66	29	0	0	6	0	0
UCEC_TCGA-AX-A3G9	11	127	47	160	123	72	71	8	98	19	15	69	24	0	0	3	0	19
UCEC_TCGA-AX-A3GB	1	24	8	18	32	0	0	3	12	5	0	0	14	0	0	0	6	10
UCEC_TCGA-AX-A3GI	0	6	4	5	0	0	0	0	6	0	5	2	10	7	0	1	19	6
UCEC_TCGA-B5-A0JN	0	5	7	0	1	0	0	3	22	1	10	24	24	34	4	1	30	25
UCEC_TCGA-B5-A0JS	0	4	1	3	7	6	0	2	0	0	1	2	1	3	1	3	3	0
UCEC_TCGA-B5-A0JT	5	4	3	28	11	5	2	0	1	0	0	7	1	1	3	0	4	1
UCEC_TCGA-B5-A0JU	7	86	35	67	76	52	42	0	108	5	0	53	34	0	1	2	16	22
UCEC_TCGA-B5-A0JX	1	4	3	28	15	0	2	3	8	2	0	0	8	18	0	3	5	2
UCEC_TCGA-B5-A0JY	6124	481	2972	309	141	253	544	1663	57	326	741	97	149	12	160	143	0	0
UCEC_TCGA-B5-A0K8	3	4	4	7	6	0	0	0	0	4	1	0	7	20	5	0	2	4
UCEC_TCGA-B5-A0K9	12	123	37	164	143	100	66	0	81	55	9	88	19	8	2	12	0	8
UCEC_TCGA-B5-A0KB	1	3	0	4	13	0	2	0	5	3	1	0	1	2	1	0	13	6
UCEC_TCGA-B5-A11E	1517	1459	1605	1201	703	973	996	694	724	1033	1371	88	678	0	357	178	0	0
UCEC_TCGA-B5-A11F	1	4	5	21	6	0	2	0	0	1	0	0	6	3	5	0	0	2
UCEC_TCGA-B5-A11G	5	65	5	61	29	38	9	3	12	156	0	163	31	0	17	27	0	61
UCEC_TCGA-B5-A11H	2	133	43	151	189	139	91	0	165	72	0	144	14	0	0	3	0	4
UCEC_TCGA-B5-A11I	4	7	3	14	0	8	1	3	2	0	2	4	3	7	0	0	14	0
UCEC_TCGA-B5-A11J	1	73	31	60	71	43	42	0	102	7	0	62	11	6	7	8	1	12
UCEC_TCGA-B5-A11L	3	17	9	39	19	1	0	6	3	4	0	4	15	6	1	0	16	12
UCEC_TCGA-B5-A11M	3	5	5	6	7	2	0	0	1	0	0	0	5	1	0	0	3	0
UCEC_TCGA-B5-A11N	938	124	762	94	72	15	19	503	14	22	0	9	24	0	68	7	38	0
UCEC_TCGA-B5-A11O	1	23	8	7	16	4	4	0	20	6	0	13	10	0	0	0	11	0
UCEC_TCGA-B5-A11P	0	7	2	14	7	8	0	0	4	1	4	1	8	6	1	0	7	3
UCEC_TCGA-B5-A11Q	1	6	2	13	4	3	0	0	6	0	0	0	2	3	0	4	7	0
UCEC_TCGA-B5-A11R	4	15	49	6	18	1	5	0	14	0	0	6	1	591	242	0	0	0
UCEC_TCGA-B5-A11S	0	8	5	10	7	2	2	0	3	0	0	2	13	0	0	0	5	3
UCEC_TCGA-B5-A11U	5	40	12	90	56	23	33	0	83	12	1	54	10	3	7	0	0	0
UCEC_TCGA-B5-A11V	2	6	7	0	18	3	0	3	0	1	0	3	4	0	7	1	19	0
UCEC_TCGA-B5-A11W	1	9	7	16	17	0	0	1	4	2	2	0	15	1	0	0	12	4
UCEC_TCGA-B5-A11X	0	4	6	14	10	8	0	0	1	4	0	0	2	3	0	2	21	0
UCEC_TCGA-B5-A11Y	0	272	76	392	368	61	40	0	80	42	0	106	8	0	0	8	0	0
UCEC_TCGA-B5-A11Z	1	9	2	20	16	2	0	0	0	0	5	0	5	4	4	0	4	5
UCEC_TCGA-B5-A121	3	4	4	4	3	1	0	4	2	0	1	1	5	2	2	0	6	0
UCEC_TCGA-B5-A1MR	3747	468	2006	0	137	231	272	2704	17	232	434	15	0	0	261	172	0	0
UCEC_TCGA-B5-A1MS	3	11	5	0	6	0	5	0	3	0	0	0	10	3	0	0	12	5
UCEC_TCGA-B5-A1MU	1	0	3	6	6	0	3	0	6	0	0	3	5	0	0	0	9	0
UCEC_TCGA-B5-A1MV	3	14	2	6	19	1	2	0	6	2	1	2	20	4	0	0	5	6
UCEC_TCGA-B5-A1MW	0	87	12	33	11	24	16	20	13	212	26	250	21	2	0	28	14	89
UCEC_TCGA-B5-A1MX	449	133	12	0	184	512	3081	0	1823	84	569	1005	1510	0	0	112	27	43
UCEC_TCGA-B5-A1MY	1	4	1	2	9	8	0	0	0	3	7	0	5	11	0	0	6	4
UCEC_TCGA-B5-A1MZ	3	5	9	2	19	1	0	0	4	1	0	1	9	4	4	0	1	12
UCEC_TCGA-B5-A1N2	6	7	5	4	4	11	0	0	3	3	23	7	8	21	26	1	29	34
UCEC_TCGA-B5-A3F9	0	27	5	4	16	1	2	1	1	4	0	3	5	2	6	0	14	3
UCEC_TCGA-B5-A3FA	1305	910	1689	681	415	1377	482	993	1509	2913	2318	1419	1307	0	0	294	0	0
UCEC_TCGA-B5-A3FB	3	6	2	20	12	2	2	0	3	1	0	0	11	2	8	0	0	4
UCEC_TCGA-B5-A3FC	621	4890	692	2611	4043	2140	906	0	243	1482	1150	447	2178	0	11	110	0	0
UCEC_TCGA-B5-A3FD	1	7	2	21	6	0	0	0	13	7	0	0	3	0	1	1	5	2
UCEC_TCGA-B5-A3FH	3	0	5	19	6	0	0	0	4	4	0	2	5	0	0	4	0	0
UCEC_TCGA-B5-A3S1	4	7	11	12	8	5	2	0	6	2	0	0	0	53	22	1	4	7
UCEC_TCGA-B5-A5OC	15	134	26	125	134	192	158	2	309	89	45	152	16	4	0	1	4	33
UCEC_TCGA-B5-A5OD	1	9	3	0	5	5	0	3	2	1	0	3	7	5	1	3	9	7
UCEC_TCGA-B5-A5OE	1	17	0	25	13	1	0	1	4	7	2	4	1	8	19	4	7	1
UCEC_TCGA-BG-A0M8	2	8	3	0	12	9	6	2	4	0	0	8	5	12	1	2	21	6
UCEC_TCGA-BG-A0MA	1	4	5	2	8	0	0	0	13	2	3	4	5	2	1	0	7	2
UCEC_TCGA-BG-A0MG	4	8	13	30	22	0	6	3	15	9	0	3	9	3	7	0	10	7
UCEC_TCGA-BG-A0MK	2	10	6	37	11	7	8	0	22	1	0	10	9	0	0	0	2	7
UCEC_TCGA-BG-A0MQ	5	56	23	99	91	43	37	0	141	73	11	80	25	0	0	6	0	22
UCEC_TCGA-BG-A0MU	3	8	5	10	12	3	0	0	0	5	0	1	17	0	0	0	16	3
UCEC_TCGA-BG-A0RY	0	5	6	0	15	0	0	1	11	0	1	6	5	7	2	1	10	0
UCEC_TCGA-BG-A0VV	0	4	3	14	13	0	2	2	2	0	0	0	4	0	0	1	8	7
UCEC_TCGA-BG-A0VW	8	60	28	101	61	36	45	0	128	8	0	48	29	3	0	10	0	8
UCEC_TCGA-BG-A0VX	65	38	51	16	21	23	14	8	0	19	5	0	1	3	0	0	2	4
UCEC_TCGA-BG-A0VZ	9	55	20	32	66	48	26	0	48	1	0	63	10	7	0	5	12	0
UCEC_TCGA-BG-A0W1	0	13	7	0	16	4	0	0	9	1	0	0	7	0	7	2	7	3
UCEC_TCGA-BG-A0W2	2	3	5	15	11	1	0	0	0	2	0	0	4	2	0	3	0	0
UCEC_TCGA-BG-A0YU	0	5	1	0	8	4	0	0	1	1	1	1	0	1	3	2	2	0
UCEC_TCGA-BG-A0YV	1	9	6	15	21	0	4	2	11	5	0	5	10	3	1	0	0	6
UCEC_TCGA-BG-A186	0	6	0	8	7	0	0	2	6	0	0	2	3	1	0	1	0	3
UCEC_TCGA-BG-A187	1	8	9	26	20	5	4	0	0	4	0	0	12	1	0	0	17	2
UCEC_TCGA-BG-A18A	4	3	3	14	19	0	0	0	5	1	5	1	11	2	0	1	3	7
UCEC_TCGA-BG-A18B	6	38	10	54	59	23	43	0	96	13	6	41	22	4	0	2	0	0
UCEC_TCGA-BG-A18C	3	3	0	16	9	0	0	0	0	5	0	3	7	6	0	4	0	4
UCEC_TCGA-BG-A220	11	134	27	154	120	78	80	0	203	24	7	100	46	0	6	2	0	11
UCEC_TCGA-BG-A221	3	207	82	247	323	149	88	0	112	170	0	318	18	0	0	9	0	0
UCEC_TCGA-BG-A222	14	410	98	191	374	1676	171	21	608	1540	8	612	418	41	293	0	0	605
UCEC_TCGA-BG-A2AE	0	6	3	23	11	5	0	0	0	1	0	5	6	6	0	6	7	5
UCEC_TCGA-BG-A2L7	5	99	35	163	111	56	57	0	106	30	3	56	23	0	0	0	0	22
UCEC_TCGA-BG-A3EW	9	77	24	79	46	75	55	5	69	45	19	78	13	4	0	3	6	21
UCEC_TCGA-BG-A3PP	5	6	4	2	8	0	3	2	4	2	6	0	6	2	3	0	13	8
