Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S
UCEC_TCGA-FI-A2EX	2	13	8	6	0	3	0	0	2	0	5	1	0	14	9	8	2	2	0
UCEC_TCGA-FI-A2EY	4	22	2	8	6	9	0	3	4	6	4	3	2	26	16	27	0	1	3
UCEC_TCGA-FI-A2F4	24	23	52	10	508	0	2	484	328	243	663	428	59	0	0	0	67	0	169
UCEC_TCGA-FI-A2F8	2	5	9	8	0	4	0	1	0	8	3	1	0	33	20	7	0	0	6
UCEC_TCGA-FI-A2F9	3	14	5	2	0	1	0	2	4	6	4	1	3	0	0	12	0	5	0
UCEC_TCGA-FI-A3PV	2	10	5	7	0	8	0	2	0	2	3	11	7	23	0	16	0	4	0
UCEC_TCGA-FI-A3PX	4	11	10	5	0	9	7	2	3	8	3	14	2	9	5	30	4	0	0
UCEC_TCGA-H5-A2HR	1	8	1	2	7	22	6	1	0	0	2	3	0	3	0	7	0	0	3
UCEC_TCGA-JU-AAVI	1	5	9	2	0	25	0	0	4	0	1	1	0	9	0	8	2	3	3
UCEC_TCGA-K6-A3WQ	0	4	2	2	2	12	4	0	0	2	2	1	4	2	4	10	0	0	0
UCEC_TCGA-KJ-A3U4	0	12	4	0	0	0	2	0	1	0	0	4	5	1	6	22	2	6	5
UCEC_TCGA-KP-A3VZ	2	1	3	5	2	30	4	3	13	0	7	6	4	9	2	41	2	5	5
UCEC_TCGA-KP-A3W0	0	14	1	3	2	0	0	0	2	2	5	2	0	1	0	7	0	2	2
UCEC_TCGA-KP-A3W1	0	10	4	7	6	9	0	2	0	0	2	1	1	8	10	5	1	0	0
UCEC_TCGA-KP-A3W3	2	10	0	4	0	0	2	1	5	0	4	7	1	4	3	14	0	0	4
UCEC_TCGA-KP-A3W4	1	6	5	4	5	5	0	1	1	0	1	3	2	10	0	14	0	4	7
UCEC_TCGA-PG-A5BC	0	8	4	2	3	17	2	1	5	0	6	1	0	2	3	9	0	0	6
UCEC_TCGA-PG-A6IB	2	109	45	25	63	88	2	56	109	0	65	4	0	0	18	12	5	6	0
UCEC_TCGA-PG-A7D5	1	17	1	2	4	11	0	0	2	0	0	6	0	1	4	0	1	5	0
UCEC_TCGA-PG-A914	7	15	1	10	2	21	0	1	1	0	0	16	3	103	12	19	3	0	0
UCEC_TCGA-PG-A915	1	10	5	4	6	5	0	2	3	2	4	9	4	10	6	33	4	3	2
UCEC_TCGA-PG-A916	0	9	12	2	0	4	4	2	3	0	1	3	3	1	0	12	0	0	1
UCEC_TCGA-PG-A917	6	128	85	29	101	111	18	69	196	19	78	0	30	0	22	43	1	23	91
UCEC_TCGA-QF-A5YS	984	56	97	756	43	0	493	7	18	19	5	28	13	1	36	0	0	213	0
UCEC_TCGA-QF-A5YT	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1
UCEC_TCGA-QS-A5YQ	649	25	51	392	9	0	317	3	2	5	7	10	0	2	17	0	0	162	0
UCEC_TCGA-QS-A5YR	4	79	41	10	24	35	4	27	62	2	34	9	0	0	2	9	0	0	0
UCEC_TCGA-QS-A744	0	23	16	7	0	6	2	2	0	3	2	11	7	5	0	8	0	2	0
UCEC_TCGA-QS-A8F1	1	12	6	1	6	5	2	0	0	2	9	10	4	8	5	24	0	7	0
UCEC_TCGA-SJ-A6ZI	24	550	384	125	326	257	2	180	246	0	147	25	0	0	0	0	14	0	0
UCEC_TCGA-SJ-A6ZJ	3	23	9	5	4	0	0	0	0	6	3	8	0	5	5	18	1	6	8
UCEC_TCGA-SL-A6J9	0	11	1	0	2	5	4	1	3	0	4	13	0	2	4	16	0	1	5
UCEC_TCGA-SL-A6JA	9	175	156	36	64	98	9	59	183	12	88	21	5	4	10	16	6	7	24
STAD_TCGA-3M-AB46	5	11	11	4	7	1	5	11	13	4	8	10	2	26	8	51	2	12	8
STAD_TCGA-3M-AB47	11	24	15	11	0	16	1	0	1	0	12	16	5	0	5	11	6	7	0
STAD_TCGA-B7-5816	14	257	153	52	191	100	10	103	89	168	143	11	24	0	24	11	54	3	0
STAD_TCGA-B7-5818	0	30	19	13	0	0	55	1	62	2	45	43	0	10	72	23	64	13	42
STAD_TCGA-B7-A5TI	16	158	117	36	50	104	3	60	44	18	59	8	1	17	0	0	2	0	0
STAD_TCGA-B7-A5TJ	5	69	42	20	0	29	12	6	21	0	6	26	0	1	5	2	45	16	7
STAD_TCGA-B7-A5TK	3	23	6	2	2	12	0	2	0	0	3	0	0	12	2	0	0	1	2
STAD_TCGA-B7-A5TN	1	21	1	11	5	6	1	0	6	1	1	0	3	2	3	24	5	9	0
STAD_TCGA-BR-4183	1	14	5	4	4	19	4	0	1	0	1	7	0	2	2	2	3	1	0
STAD_TCGA-BR-4184	29	350	2129	95	946	97	0	83	214	63	12	0	95	15	8	0	1	0	0
STAD_TCGA-BR-4187	1	11	5	5	3	0	2	0	1	0	0	1	0	2	0	0	0	4	3
STAD_TCGA-BR-4188	0	36	9	4	0	20	0	1	8	0	6	0	0	3	1	4	5	6	0
STAD_TCGA-BR-4191	6	6	9	8	14	8	13	11	15	0	8	9	12	20	22	82	0	0	11
STAD_TCGA-BR-4201	9	334	217	91	183	173	1	61	196	47	121	38	14	7	0	0	5	0	0
STAD_TCGA-BR-4253	0	18	4	7	13	0	0	1	6	0	2	11	3	8	6	8	12	0	5
STAD_TCGA-BR-4255	0	18	5	5	2	2	0	0	0	7	1	11	0	1	2	9	2	1	8
STAD_TCGA-BR-4256	12	193	140	35	110	134	0	92	114	106	91	18	0	13	23	0	56	0	0
STAD_TCGA-BR-4257	17	199	144	72	126	159	0	94	106	108	130	37	8	1	2	0	30	0	0
STAD_TCGA-BR-4267	2	9	2	5	0	2	4	0	9	4	1	1	0	10	0	44	9	1	4
STAD_TCGA-BR-4279	3	6	5	11	2	15	0	0	2	3	4	3	0	2	0	2	1	0	2
STAD_TCGA-BR-4280	2	95	117	17	96	66	6	69	35	47	125	0	19	2	10	13	53	0	0
STAD_TCGA-BR-4292	8	510	261	111	44	238	1	59	92	44	91	0	15	7	0	0	15	0	0
STAD_TCGA-BR-4294	0	0	5	0	5	0	0	0	4	2	0	2	0	0	5	13	0	3	0
STAD_TCGA-BR-4357	3	14	6	12	23	12	6	9	8	0	18	14	8	49	13	24	59	14	27
STAD_TCGA-BR-4361	16	276	245	80	403	285	19	104	221	853	289	44	0	12	68	0	25	0	1
STAD_TCGA-BR-4362	15	390	239	57	111	212	10	77	85	194	144	0	26	7	8	0	134	0	0
STAD_TCGA-BR-4363	4	141	72	32	63	41	4	38	65	40	65	0	6	0	0	0	15	0	0
STAD_TCGA-BR-4366	2	28	11	4	13	8	1	1	3	2	9	22	1	15	2	31	16	10	0
STAD_TCGA-BR-4368	9	315	204	62	165	173	0	69	180	72	116	26	8	18	6	0	11	0	0
STAD_TCGA-BR-4369	7	26	19	13	7	6	3	2	7	0	1	4	0	15	21	11	76	13	2
STAD_TCGA-BR-4370	12	394	203	99	66	123	5	66	110	26	64	10	0	8	18	0	12	6	0
STAD_TCGA-BR-4371	5	55	25	18	7	28	2	0	0	0	6	9	1	11	10	1	12	13	0
STAD_TCGA-BR-6452	0	455	591	110	1017	242	8	288	330	1166	539	161	115	19	149	0	131	0	806
STAD_TCGA-BR-6453	0	32	17	5	0	4	6	2	3	7	3	6	1	2	12	1	118	5	2
STAD_TCGA-BR-6454	7	15	7	7	23	14	0	4	4	6	0	2	2	11	6	26	23	9	13
STAD_TCGA-BR-6455	0	26	21	5	0	5	0	2	4	1	9	29	0	5	0	3	0	5	0
STAD_TCGA-BR-6456	3	2	0	1	5	16	0	0	0	1	2	2	2	2	0	8	2	1	0
STAD_TCGA-BR-6457	7	25	8	6	0	15	5	0	3	4	5	10	1	5	0	10	28	6	3
STAD_TCGA-BR-6458	3	43	14	9	0	0	17	2	11	5	3	3	8	8	8	17	222	2	0
STAD_TCGA-BR-6563	4	30	8	4	6	0	7	0	0	4	5	0	0	0	3	6	7	0	2
STAD_TCGA-BR-6564	1	0	4	6	3	9	1	0	0	0	1	0	4	6	1	1	0	0	4
STAD_TCGA-BR-6565	6	20	7	12	14	1	2	0	9	4	14	13	6	14	0	47	5	2	0
STAD_TCGA-BR-6566	12	168	166	45	112	101	5	100	72	71	108	15	13	4	4	14	38	0	0
STAD_TCGA-BR-6705	1	32	3	5	8	2	0	1	0	2	2	4	4	8	3	15	22	2	2
STAD_TCGA-BR-6706	0	20	8	8	5	0	26	1	0	11	22	13	0	1	6	3	112	0	7
STAD_TCGA-BR-6707	1	28	9	4	0	0	0	0	2	2	4	4	0	3	5	0	0	17	11
STAD_TCGA-BR-6709	1	0	6	2	0	0	0	0	9	1	7	10	0	6	0	6	5	0	0
STAD_TCGA-BR-6801	0	12	1	6	0	20	0	0	6	1	0	5	0	4	6	0	0	0	0
STAD_TCGA-BR-6802	5	51	145	20	118	63	0	26	4	8	40	0	28	5	1	0	10	0	0
STAD_TCGA-BR-6803	0	7	0	1	0	0	2	0	0	1	0	1	3	1	0	1	0	2	0
STAD_TCGA-BR-6852	13	175	221	49	176	127	6	76	58	32	123	5	63	2	10	0	36	0	0
STAD_TCGA-BR-7196	1	8	4	0	9	11	0	1	3	0	0	9	6	4	3	18	4	5	0
STAD_TCGA-BR-7197	1	32	17	16	0	39	7	1	0	0	3	18	3	5	9	10	63	0	0
STAD_TCGA-BR-7703	14	175	107	39	41	109	0	42	83	21	77	20	7	16	0	2	15	9	0
STAD_TCGA-BR-7704	10	17	9	8	6	34	10	3	14	5	16	14	16	39	24	79	78	15	52
STAD_TCGA-BR-7707	13	288	236	73	151	217	6	94	96	116	144	13	12	7	9	0	53	0	0
STAD_TCGA-BR-7715	1	23	18	15	0	25	12	4	8	4	7	12	2	3	4	12	15	2	0
STAD_TCGA-BR-7716	11	8	5	5	3	3	4	6	13	0	7	1	3	57	20	5	13	19	12
STAD_TCGA-BR-7717	0	40	16	10	5	15	0	1	4	5	5	4	0	7	7	27	28	0	4
STAD_TCGA-BR-7722	0	3	9	5	0	22	2	0	1	2	1	4	0	3	3	1	0	2	0
STAD_TCGA-BR-7723	3	23	5	2	0	31	8	1	4	2	21	5	6	3	15	13	53	5	8
STAD_TCGA-BR-7851	12	346	234	98	154	325	0	91	101	45	118	22	9	9	0	0	7	0	0
STAD_TCGA-BR-7901	1	30	8	6	0	0	9	2	11	11	5	7	1	22	11	30	41	4	30
STAD_TCGA-BR-7957	1	11	5	6	0	2	0	0	5	0	0	1	4	0	5	12	2	3	4
STAD_TCGA-BR-7958	2	23	8	6	3	0	7	5	16	0	7	9	14	9	18	43	31	3	4
STAD_TCGA-BR-7959	1	11	10	10	8	22	2	1	10	0	0	6	1	10	4	14	15	0	0
STAD_TCGA-BR-8058	0	5	1	2	7	2	4	0	2	7	0	2	0	8	3	11	5	1	0
STAD_TCGA-BR-8059	16	111	76	26	59	92	16	48	41	39	44	25	23	21	0	124	56	6	13
STAD_TCGA-BR-8060	1	30	0	3	13	8	7	3	6	11	13	26	3	11	24	31	70	2	19
STAD_TCGA-BR-8077	2	20	13	12	10	14	0	0	7	2	1	5	11	11	1	20	8	4	0
STAD_TCGA-BR-8078	13	312	282	95	126	236	2	98	134	60	188	0	16	13	0	0	29	0	0
STAD_TCGA-BR-8080	7	34	20	8	15	6	12	3	6	1	13	0	9	6	0	18	38	9	18
STAD_TCGA-BR-8081	4	275	171	57	100	60	1	90	86	33	81	0	15	3	13	1	22	4	6
STAD_TCGA-BR-8284	7	94	65	26	4	68	1	27	22	10	19	13	12	9	5	0	11	8	0
STAD_TCGA-BR-8285	0	27	10	6	2	10	5	1	0	2	0	8	9	0	11	7	14	3	5
STAD_TCGA-BR-8286	4	24	18	5	0	0	4	3	9	13	0	17	1	4	16	20	23	4	3
STAD_TCGA-BR-8289	3	16	10	11	18	29	11	7	4	1	9	2	7	10	9	26	58	6	2
STAD_TCGA-BR-8291	5	5	2	0	0	0	0	0	3	0	2	0	0	1	0	8	4	2	0
STAD_TCGA-BR-8295	0	3	5	4	0	2	2	0	4	1	4	0	0	7	0	16	9	0	0
STAD_TCGA-BR-8296	0	27	11	6	0	11	0	2	0	0	0	5	1	14	0	9	0	4	0
STAD_TCGA-BR-8297	0	17	22	5	16	41	14	3	3	7	6	9	16	17	3	11	98	3	0
STAD_TCGA-BR-8360	4	171	209	58	106	209	2	61	59	25	56	0	9	11	3	3	13	1	0
STAD_TCGA-BR-8361	17	343	257	98	170	311	0	83	147	62	139	25	27	16	9	0	36	0	0
STAD_TCGA-BR-8363	10	205	180	59	128	175	0	98	97	115	112	26	15	6	23	12	69	0	0
STAD_TCGA-BR-8364	0	2	1	2	1	5	0	0	1	0	4	2	0	1	2	4	0	0	0
STAD_TCGA-BR-8365	0	7	0	2	0	7	2	0	1	0	0	0	3	2	2	0	0	0	3
STAD_TCGA-BR-8366	1	6	18	3	2	21	27	1	6	1	20	24	0	2	11	0	51	3	13
STAD_TCGA-BR-8367	1	17	12	5	0	6	0	0	8	3	0	2	0	3	1	8	6	1	2
STAD_TCGA-BR-8368	7	271	175	60	69	255	0	48	64	10	79	1	11	5	0	0	18	0	0
STAD_TCGA-BR-8369	1	43	19	7	1	11	8	9	5	10	7	22	0	6	4	17	54	15	17
STAD_TCGA-BR-8370	1	23	12	3	3	31	0	5	3	0	5	1	17	4	4	10	5	15	0
STAD_TCGA-BR-8371	0	7	0	1	2	0	0	1	0	3	2	0	0	0	5	2	2	0	0
STAD_TCGA-BR-8372	12	179	174	55	102	137	1	74	72	284	248	20	26	1	0	21	26	12	0
STAD_TCGA-BR-8373	5	17	6	9	19	19	3	1	1	1	3	0	1	9	0	9	9	0	1
STAD_TCGA-BR-8380	0	28	13	11	0	3	0	0	0	0	0	2	4	3	1	11	8	3	4
STAD_TCGA-BR-8381	4	24	15	3	11	30	2	1	6	0	0	7	5	5	13	18	5	11	3
STAD_TCGA-BR-8382	10	215	176	51	48	186	6	61	87	18	122	0	11	4	3	0	22	5	0
STAD_TCGA-BR-8384	0	11	4	2	6	4	3	3	0	0	0	1	0	0	5	12	9	0	2
STAD_TCGA-BR-8483	3	28	21	4	0	10	0	0	3	1	9	14	0	2	0	16	12	10	21
STAD_TCGA-BR-8484	0	15	7	6	0	1	4	0	6	5	4	14	1	4	5	12	11	1	4
STAD_TCGA-BR-8485	4	23	3	6	11	0	29	0	6	21	14	12	2	8	7	22	215	0	5
STAD_TCGA-BR-8486	0	13	5	0	14	0	0	3	0	4	1	9	0	4	3	7	0	2	3
STAD_TCGA-BR-8487	22	602	368	115	448	413	0	291	310	398	166	0	0	17	27	0	16	0	0
STAD_TCGA-BR-8588	2	37	11	5	0	14	1	1	8	0	10	14	12	3	0	2	20	6	5
STAD_TCGA-BR-8589	0	7	8	0	8	3	319	0	4	12	121	18	0	3	19	21	753	0	93
STAD_TCGA-BR-8590	2	27	3	0	8	8	5	5	1	0	4	0	2	8	4	6	57	5	10
STAD_TCGA-BR-8591	15	283	220	65	114	225	0	148	116	109	216	49	8	6	17	2	34	0	0
STAD_TCGA-BR-8592	0	6	4	4	0	20	0	0	0	2	1	3	0	0	0	0	1	2	0
STAD_TCGA-BR-8676	2	24	6	5	9	0	0	0	1	0	1	0	5	1	11	10	12	8	4
STAD_TCGA-BR-8677	0	24	1	9	0	0	0	2	1	4	1	6	11	4	8	9	0	4	0
STAD_TCGA-BR-8678	8	14	12	14	0	23	1	0	6	0	5	6	4	16	5	10	4	2	6
STAD_TCGA-BR-8679	2	36	29	5	0	21	9	0	14	4	6	12	3	12	14	9	14	0	10
STAD_TCGA-BR-8680	1627	73	756	1846	696	38	1561	54	0	650	0	0	82	0	261	0	163	5	0
STAD_TCGA-BR-8682	1	36	10	11	0	0	0	0	1	0	1	3	1	4	3	3	4	4	2
STAD_TCGA-BR-8683	6	38	13	6	6	13	0	1	6	6	7	16	8	5	5	28	3	11	9
STAD_TCGA-BR-8686	5	22	12	7	0	24	0	2	7	0	0	4	10	8	12	10	5	10	0
STAD_TCGA-BR-8687	4	13	0	3	11	8	17	1	13	1	9	19	7	4	9	0	113	1	0
STAD_TCGA-BR-8690	4	26	17	6	0	0	3	4	6	14	4	9	20	15	0	10	12	14	29
STAD_TCGA-BR-A44T	0	1	2	4	2	8	0	0	1	0	0	0	0	0	1	0	0	4	0
STAD_TCGA-BR-A44U	0	43	7	6	2	0	0	2	4	2	1	9	0	1	3	12	14	1	4
STAD_TCGA-BR-A452	0	12	3	8	10	0	8	0	0	0	0	11	1	21	5	9	34	9	0
STAD_TCGA-BR-A453	2	9	12	4	1	9	0	13	4	0	6	7	8	0	2	0	0	4	5
STAD_TCGA-BR-A4CQ	7	31	11	9	4	40	1	2	13	0	6	23	5	10	4	29	13	14	2
STAD_TCGA-BR-A4CR	2	16	4	0	8	0	0	5	3	0	7	4	2	0	8	13	2	2	9
STAD_TCGA-BR-A4CS	11	26	15	11	2	32	5	5	3	0	3	14	0	11	12	29	6	9	0
STAD_TCGA-BR-A4IU	1	3	3	5	0	8	0	0	2	0	4	0	0	0	1	0	1	0	0
STAD_TCGA-BR-A4IV	0	3	2	1	11	2	1	2	0	0	0	0	1	1	4	5	4	3	0
STAD_TCGA-BR-A4IY	4	33	11	6	0	13	0	0	13	4	11	3	9	14	1	41	2	7	15
STAD_TCGA-BR-A4IZ	0	7	2	3	1	1	0	0	0	0	0	0	2	0	0	1	2	1	0
STAD_TCGA-BR-A4J1	1	14	9	6	0	1	0	2	2	5	0	0	11	6	2	22	4	0	2
STAD_TCGA-BR-A4J2	1	28	8	7	0	0	0	0	0	0	5	5	0	0	1	2	2	5	6
STAD_TCGA-BR-A4J4	4	26	4	4	0	30	0	5	0	0	2	8	4	0	5	8	0	1	0
STAD_TCGA-BR-A4J5	1	31	8	3	4	14	2	0	2	3	4	3	8	0	1	6	13	12	0
STAD_TCGA-BR-A4J6	0	2	1	0	1	0	0	0	1	0	3	3	6	1	3	3	1	8	6
STAD_TCGA-BR-A4J7	0	14	14	5	10	10	0	0	0	0	0	6	1	0	2	2	3	1	0
STAD_TCGA-BR-A4J8	0	30	14	10	0	0	0	1	2	10	0	3	3	6	5	6	7	2	16
STAD_TCGA-BR-A4J9	0	11	3	3	1	11	0	0	4	0	1	0	0	0	4	4	3	1	2
STAD_TCGA-BR-A4PD	1	8	5	5	12	3	8	1	0	8	11	9	11	4	16	7	70	4	10
STAD_TCGA-BR-A4PE	3	56	28	9	15	1	0	3	2	0	2	30	9	9	8	27	30	16	7
STAD_TCGA-BR-A4PF	5	14	13	2	9	20	0	2	5	0	4	7	1	6	3	17	4	7	0
STAD_TCGA-BR-A4QI	0	23	15	9	0	0	1	3	12	1	5	5	0	7	14	16	17	11	11
STAD_TCGA-BR-A4QL	24	497	363	125	75	376	0	81	124	41	144	51	4	19	3	0	25	0	0
STAD_TCGA-BR-A4QM	0	18	14	9	2	0	0	0	7	5	6	11	10	3	4	4	16	6	8
STAD_TCGA-CD-5798	1	20	14	8	2	2	7	1	3	0	3	5	3	2	9	11	8	6	15
STAD_TCGA-CD-5799	0	6	9	5	0	12	0	3	2	1	1	2	1	1	0	6	2	4	2
STAD_TCGA-CD-5800	1	30	23	15	12	20	6	3	4	1	1	7	6	18	36	16	3	1	0
STAD_TCGA-CD-5801	0	36	7	18	0	7	128	7	36	10	38	18	5	2	45	18	125	0	45
STAD_TCGA-CD-5802	1	16	1	2	4	0	0	2	8	2	0	3	0	8	12	3	0	0	2
STAD_TCGA-CD-5803	0	6	5	2	0	0	0	0	3	0	2	2	1	3	1	8	1	4	7
STAD_TCGA-CD-5804	1	13	10	6	1	27	2	0	2	2	2	6	7	8	1	0	0	1	0
STAD_TCGA-CD-5813	5	32	17	8	0	7	1	0	14	10	16	3	6	12	12	39	9	7	25
STAD_TCGA-CD-8524	4	40	20	10	8	29	0	1	7	1	5	13	7	2	4	15	13	11	0
STAD_TCGA-CD-8525	2	10	8	10	0	0	2	1	1	1	9	5	2	24	0	18	5	0	1
STAD_TCGA-CD-8526	1	2	11	4	0	19	0	0	2	1	1	3	0	3	0	8	1	1	0
STAD_TCGA-CD-8527	5	42	42	15	0	66	5	14	18	9	16	16	6	10	0	22	18	4	0
STAD_TCGA-CD-8528	3	43	10	9	6	11	0	3	2	0	12	11	1	1	0	16	3	2	2
STAD_TCGA-CD-8529	9	23	13	9	21	8	7	9	12	2	18	38	25	74	19	153	6	20	39
STAD_TCGA-CD-8530	4	17	9	3	0	6	2	3	2	5	0	2	0	11	3	11	33	4	0
STAD_TCGA-CD-8531	0	32	26	10	13	17	5	6	36	13	18	28	16	4	6	51	12	6	26
STAD_TCGA-CD-8532	1	11	4	4	0	0	0	1	0	8	0	2	0	2	6	4	2	0	5
STAD_TCGA-CD-8533	0	47	17	12	3	19	3	0	0	2	4	17	0	7	1	4	1	8	10
STAD_TCGA-CD-8534	1	13	11	1	0	15	2	0	4	2	0	0	0	4	14	4	0	0	1
STAD_TCGA-CD-8535	3	13	17	15	0	27	23	5	22	0	9	22	1	7	35	29	90	3	13
STAD_TCGA-CD-8536	16	224	157	49	73	158	0	70	76	35	72	15	11	1	0	0	6	0	0
STAD_TCGA-CD-A486	4	22	20	6	0	0	0	2	0	4	6	11	3	1	12	12	1	8	0
STAD_TCGA-CD-A487	5	8	10	8	0	39	12	2	14	0	2	12	2	18	12	11	60	0	0
STAD_TCGA-CD-A489	0	10	7	6	1	5	4	0	2	1	9	4	6	3	12	4	6	5	11
STAD_TCGA-CD-A48A	5	33	16	18	16	22	8	2	4	11	7	7	7	6	23	14	74	13	5
STAD_TCGA-CD-A48C	8	25	19	16	5	26	4	0	1	0	12	6	11	10	11	34	69	8	7
STAD_TCGA-CD-A4MG	22	421	406	102	433	208	10	271	198	129	319	27	24	3	9	0	16	0	0
STAD_TCGA-CD-A4MH	1	20	10	1	10	11	0	0	11	1	1	6	2	4	7	9	2	3	0
STAD_TCGA-CD-A4MI	11	185	149	63	135	135	7	92	124	30	112	9	27	2	0	0	16	0	14
STAD_TCGA-CD-A4MJ	2	149	105	27	69	100	0	58	45	54	63	7	24	4	0	1	11	1	0
STAD_TCGA-CG-4300	4	32	12	8	0	20	3	3	6	9	3	11	3	3	4	14	18	3	7
STAD_TCGA-CG-4301	2	9	3	0	0	9	2	0	4	0	3	7	0	12	0	5	0	2	6
STAD_TCGA-CG-4304	0	13	4	4	3	0	0	1	9	2	4	3	0	13	3	5	3	5	11
STAD_TCGA-CG-4305	16	224	181	56	91	220	2	106	126	65	141	7	22	7	17	0	30	0	0
STAD_TCGA-CG-4306	12	355	165	66	54	180	0	59	106	38	95	27	11	14	7	0	3	0	0
STAD_TCGA-CG-4436	0	40	13	9	0	18	11	1	1	5	0	9	3	13	0	25	64	0	8
STAD_TCGA-CG-4437	9	46	31	15	27	23	8	12	20	8	32	46	30	53	7	225	10	7	40
STAD_TCGA-CG-4438	3	20	8	6	0	25	4	4	16	4	8	1	0	25	4	40	3	0	0
STAD_TCGA-CG-4440	6	11	16	12	0	4	7	3	6	0	12	3	3	14	14	20	14	2	6
STAD_TCGA-CG-4441	3	24	7	14	12	15	0	4	1	0	1	17	0	5	0	5	27	0	0
STAD_TCGA-CG-4442	13	244	186	79	157	191	2	129	130	257	156	5	0	7	6	0	18	0	0
STAD_TCGA-CG-4443	0	9	6	0	4	0	2	1	4	3	3	9	5	16	5	34	0	2	14
STAD_TCGA-CG-4444	2	25	8	7	0	0	5	3	11	0	0	16	0	6	9	20	102	16	0
STAD_TCGA-CG-4449	3	6	13	8	5	7	2	1	3	8	3	10	0	13	8	15	6	0	0
STAD_TCGA-CG-4455	0	5	0	1	0	1	0	0	2	0	1	15	0	3	2	3	3	9	9
STAD_TCGA-CG-4460	19	741	386	197	114	359	4	88	129	70	70	0	0	9	0	0	15	0	0
STAD_TCGA-CG-4462	3	30	9	8	4	6	4	0	0	0	1	5	0	4	0	11	11	1	0
STAD_TCGA-CG-4465	5	77	98	27	82	83	7	66	69	22	80	12	6	2	10	10	31	0	0
STAD_TCGA-CG-4466	3	29	11	9	0	0	19	3	6	6	0	10	6	15	6	25	85	7	8
STAD_TCGA-CG-4469	13	36	28	13	3	31	14	8	10	3	9	14	3	9	9	39	137	0	6
STAD_TCGA-CG-4474	1	30	13	10	3	13	4	3	6	2	3	3	0	9	0	5	0	0	2
STAD_TCGA-CG-4475	0	14	1	4	0	0	4	0	10	3	6	1	1	3	6	19	1	0	0
STAD_TCGA-CG-4476	5	24	5	4	18	4	1	5	1	4	0	6	6	20	7	23	3	4	6
STAD_TCGA-CG-4477	0	13	2	4	2	2	0	2	4	0	2	2	1	3	8	18	3	5	0
STAD_TCGA-CG-5716	1	6	1	3	1	3	0	0	0	3	0	0	0	0	0	4	1	1	0
STAD_TCGA-CG-5717	3	5	6	3	0	0	2	5	7	7	17	12	6	29	4	48	7	2	1
STAD_TCGA-CG-5718	1	10	9	6	5	17	0	0	0	0	6	13	0	3	16	13	2	6	0
STAD_TCGA-CG-5719	0	23	4	5	11	13	2	0	1	0	1	6	0	11	7	5	0	1	0
STAD_TCGA-CG-5720	1	13	7	4	7	22	2	0	0	0	6	8	3	10	2	11	4	3	0
STAD_TCGA-CG-5721	12	559	319	144	212	380	0	137	198	2554	272	13	42	0	70	0	52	0	0
STAD_TCGA-CG-5722	0	25	7	9	0	3	1	3	1	3	5	13	2	8	2	9	1	6	6
STAD_TCGA-CG-5723	15	384	319	92	326	136	11	69	113	162	139	5	42	8	26	0	26	0	0
STAD_TCGA-CG-5724	1	26	11	8	2	10	3	3	8	1	1	15	0	2	5	7	28	7	5
STAD_TCGA-CG-5725	0	4	3	5	3	7	2	2	0	0	0	4	3	0	4	6	2	5	0
STAD_TCGA-CG-5726	7	225	304	99	179	147	1	78	78	103	111	13	21	8	17	1	11	0	25
STAD_TCGA-CG-5727	6	40	17	19	0	7	2	5	6	3	7	7	5	12	11	35	5	11	5
STAD_TCGA-CG-5728	11	355	245	81	111	192	7	92	95	82	178	28	12	16	0	0	24	4	2
STAD_TCGA-CG-5730	5	39	20	14	3	7	0	1	10	5	5	14	0	18	28	15	0	10	8
STAD_TCGA-CG-5732	0	15	1	4	0	6	0	3	6	3	1	4	1	3	7	9	5	10	1
STAD_TCGA-CG-5733	15	197	159	75	105	189	5	77	131	32	145	32	2	3	7	0	19	0	0
STAD_TCGA-CG-5734	1	18	17	9	0	11	4	1	3	1	9	11	0	0	6	8	10	0	3
STAD_TCGA-D7-5577	3	18	7	9	8	14	9	1	5	0	0	15	3	1	13	15	11	6	6
STAD_TCGA-D7-5578	6	43	23	13	13	54	3	1	1	4	6	9	0	31	1	9	67	9	0
STAD_TCGA-D7-5579	3	12	10	12	5	3	12	8	2	2	11	10	3	15	2	17	27	9	11
STAD_TCGA-D7-6518	5	18	12	5	2	8	2	1	5	0	2	5	0	7	4	9	9	8	2
STAD_TCGA-D7-6519	0	11	2	6	0	0	0	3	2	5	0	8	0	4	2	8	1	10	5
STAD_TCGA-D7-6520	2	8	8	3	0	15	2	1	0	1	3	7	0	10	1	4	4	0	7
STAD_TCGA-D7-6521	0	17	9	14	5	7	0	0	4	0	0	4	2	6	10	5	0	4	1
STAD_TCGA-D7-6522	2	18	5	2	5	0	0	0	3	0	2	0	8	3	2	2	8	3	3
STAD_TCGA-D7-6524	3	35	9	14	6	5	0	0	1	4	0	5	10	0	0	7	0	18	7
STAD_TCGA-D7-6525	12	18	17	10	0	5	1	5	4	4	7	15	0	11	11	12	43	19	7
STAD_TCGA-D7-6526	5	20	14	11	3	32	9	1	10	0	13	6	8	14	23	37	52	6	4
